#List of 666 genes for which we were able to compute clonal frequency
#
#All driver genes stated as major or those with an FDR < 0.1 
#
##geneHGNCsymbol
##Mean VAF = average variant allele frequency of somatic mutations detected in the driver gene across samples of each tumor type.
##Zvalue = Zscore of the gene's average variant allele frequency in the context of all somatic mutations detected in the tumor type.
##Nmutations = Number of mutations observed in the driver across the cohort
##Pvalue = P-value resulting from the statistical test of major drivers
##FDR = Corrected P-value
##MeanCCF = Mean CCF of all mutations detected in drivers of the tumor type
###
geneHGNCsymbol	MeanVAF	Nmutations	Zvalue	Pvalue	FDR	MeanCCF
EIF4A2	0.21388888888888896	8	-3.2361300000000002	0.99939418904936606	1.0	0.42777777777777792
PIK3CB	0.18854811686543224	8	-4.0336100000000004	0.99997253677468856	1.0	0.37709623373086448
BLM	0.09066504868199636	5	-5.1849800000000004	0.99999989198097616	1.0	0.18133009736399272
EIF2AK3	0.15473983443728404	13	-5.9788199999999998	0.99999999887620128	1.0	0.30947966887456807
CLCC1	0.053269516693435916	8	-7.1438100000000002	0.99999999999954614	1.0	0.10653903338687183
LRP6	0.19124455669397247	28	-7.1836200000000003	0.9999999999996606	1.0	0.38248911338794495
FRG1B	0.112091708968739	14	-7.7307499999999996	0.99999999999999467	1.0	0.22418341793747801
BCLAF1	0.18844521678201043	50	-9.3616899999999994	1.0	1.0	0.37689043356402085
TP53	0.45813090172236121	25	5.6032200000000003	1.0520294386179199e-08	6.2069736878457276e-07	0.91626180344472241
ARID1A	0.39519883808255524	21	2.6160199999999998	0.004448067329337977	0.10571690027960427	0.79039767616511047
BCOR	0.48073140200286119	4	2.5127600000000001	0.0059895398993628883	0.10571690027960427	0.96146280400572237
APC	0.38095995391826387	30	2.4487700000000001	0.0071672474765833404	0.10571690027960427	0.76191990783652774
RHOA	0.40783630665837317	9	2.09057	0.018283313676247685	0.21574310137972269	0.81567261331674634
COPS2	0.44718309859154926	4	1.9904599999999999	0.023270143048898167	0.22882307331416529	0.89436619718309851
THRAP3	0.42228005403952434	6	1.8851	0.029708169027125021	0.25039742465719661	0.84456010807904869
SIN3A	0.41346199443730391	6	1.76353	0.038905571051473291	0.26316066271156613	0.82692398887460783
ARFGEF1	0.42616318217576232	4	1.7007300000000001	0.044496849521473231	0.26316066271156613	0.85232636435152465
TNPO2	0.42601798827712722	4	1.6510100000000001	0.049368266493959152	0.26316066271156613	0.85203597655425445
CASP8	0.41701910142588111	5	1.6293800000000001	0.051616299998615181	0.26316066271156613	0.83403820285176222
SMAD4	0.40702408550482544	6	1.57864	0.057209327150511038	0.26316066271156613	0.81404817100965088
EIF4A2	0.37404812263735759	16	1.57192	0.057984552800853552	0.26316066271156613	0.74809624527471519
ZMYM2	0.41946198915822874	4	1.5263899999999999	0.06345638329462544	0.26742332959877863	0.83892397831645749
STARD13	0.39732212189778243	6	1.3921600000000001	0.081936976236168413	0.32228543986226244	0.79464424379556486
CSDE1	0.41060435987615373	4	1.3204	0.093350751804004484	0.32907484789785157	0.82120871975230747
CDH1	0.36311785206369446	17	1.29796	0.09715054023938241	0.32907484789785157	0.72623570412738891
POLR2B	0.37750826415980182	9	1.2793000000000001	0.10039571630781913	0.32907484789785157	0.75501652831960364
SRGAP3	0.39042882882882879	5	1.18049	0.11890269269592058	0.36922415100312184	0.78085765765765758
MLH1	0.39134415144632034	4	1.0909899999999999	0.13763864141424031	0.40603399217200897	0.78268830289264069
CDC73	0.38235866432387577	4	0.92130999999999996	0.17844430083568252	0.50134351187167947	0.76471732864775155
HNRPDL	0.37546805824563878	4	0.78474999999999995	0.21630008044150706	0.58007748845676887	0.75093611649127756
NUP107	0.35505287783863021	6	0.58592999999999995	0.27896127808199017	0.71227587085018307	0.71010575567726042
EIF4G1	0.35266224346782993	6	0.55308000000000002	0.290104315536034	0.71227587085018307	0.70532448693565986
SMARCA4	0.34983314618034717	5	0.50526000000000004	0.30668811669698431	0.71227587085018307	0.69966629236069433
MYH9	0.34971765021556983	6	0.48487000000000002	0.3138842820695722	0.71227587085018307	0.69943530043113966
MACF1	0.34566241191421399	8	0.41821999999999998	0.3378931371552007	0.73835907748729046	0.69132482382842797
RASA1	0.34219620846461329	6	0.32999000000000001	0.37070375907234543	0.7801163934647547	0.68439241692922659
MAP3K1	0.3438751695140464	4	0.29643999999999998	0.38344704085555742	0.7801163934647547	0.68775033902809279
PIK3CA	0.32988356605356806	14	0.093410000000000007	0.46278892320167248	0.89179939733567837	0.65976713210713611
ACVR1B	0.32878280598312271	10	0.069900000000000004	0.4721366265655173	0.89179939733567837	0.65756561196624541
NSD1	0.33066123441984369	4	0.040899999999999999	0.48368780872443573	0.89179939733567837	0.66132246883968737
BRCA1	0.32526264432873275	4	0.00166	0.4993377561186802	0.89275538215157979	0.65052528865746551
TJP1	0.31969838099206316	4	-0.041820000000000003	0.51667890436763142	0.89658986346147806	0.63939676198412632
CAPN7	0.31707368404006941	4	-0.11627999999999999	0.54628468211620951	0.92087989271018178	0.63414736808013883
FAS	0.3134219745968358	4	-0.18498999999999999	0.57338156047513167	0.93970866855646573	0.62684394919367159
CTNNB1	0.3102506551049995	6	-0.27692	0.6090792324327442	0.97123445171707856	0.62050131020999899
PTEN	0.31133546425101788	6	-0.32830999999999999	0.6286613580272451	0.97128733585517024	0.62267092850203576
IRF2	0.30407640384166995	4	-0.36391000000000001	0.6420373914974854	0.97128733585517024	0.6081528076833399
HLA-A	0.29132231404958675	4	-0.57686000000000004	0.71798298314125542	0.99719046605515982	0.5826446280991735
HSP90AB1	0.29327083176175756	6	-0.68032000000000004	0.75184906825346909	0.99719046605515982	0.58654166352351511
ELF3	0.29111906932761517	6	-0.70387	0.75924313215724126	0.99719046605515982	0.58223813865523033
WIPF1	0.28088294224450089	6	-0.82655000000000001	0.79575391643394844	0.99719046605515982	0.56176588448900178
NCK1	0.28170870153910427	6	-0.88453000000000004	0.81179491239420076	0.99719046605515982	0.56341740307820853
ARID1B	0.26350029461398339	4	-0.96877000000000002	0.83367002105612187	0.99719046605515982	0.52700058922796678
EIF2AK3	0.27732944815472099	7	-1.03091	0.84870848663988019	0.99719046605515982	0.55465889630944198
CYLD	0.26246377944774585	4	-1.06169	0.85581177970942579	0.99719046605515982	0.5249275588954917
ACVR2A	0.26005768847199451	4	-1.11355	0.86726385660934113	0.99719046605515982	0.52011537694398902
NUP98	0.26139680553300287	6	-1.2136100000000001	0.88755165670910041	0.99719046605515982	0.52279361106600575
RBM5	0.25353434355769944	4	-1.2224200000000001	0.88922558008917474	0.99719046605515982	0.50706868711539888
AQR	0.24096960751050334	4	-1.3085199999999999	0.90465150225635149	0.99719046605515982	0.48193921502100667
SMAD2	0.24526907491477212	4	-1.32928	0.9081221949550633	0.99719046605515982	0.49053814982954425
DDX5	0.23211668407078401	4	-1.4966900000000001	0.93276303025589746	0.99719046605515982	0.46423336814156801
ERBB2IP	0.22527165691863732	4	-1.5559000000000001	0.94013406329611893	0.99719046605515982	0.45054331383727464
ANK3	0.26640883655003622	11	-1.6202099999999999	0.94740641298513872	0.99719046605515982	0.53281767310007244
HLA-B	0.22548148285976563	5	-1.85226	0.96800575168352643	0.99719046605515982	0.45096296571953126
SOS2	0.19291573182278735	4	-2.2538200000000002	0.98789625295919103	0.99719046605515982	0.38583146364557469
PTPRU	0.18730296394464316	4	-2.3494799999999998	0.9906001729757995	0.99719046605515982	0.37460592788928632
HDAC3	0.20405906885002836	8	-2.7692199999999998	0.99719046605515982	0.99719046605515982	0.40811813770005673
BRAF	0.45130821108480967	167	15.48011	2.3633198330339367e-54	1.8906558664271494e-53	0.90261642216961935
NRAS	0.47752068980690338	48	9.5678999999999998	5.4549547224961956e-22	2.1819818889984782e-21	0.95504137961380675
HRAS	0.45756834909633115	33	7.0485600000000002	9.0389399080832318e-13	2.4103839754888617e-12	0.9151366981926623
EIF1AX	0.44866665943825235	16	4.7230299999999996	1.1617827905666063e-06	2.3235655811332125e-06	0.89733331887650469
KRAS	0.37190178276814689	4	1.4663299999999999	0.071279203161802876	0.11404672505888461	0.74380356553629379
PPM1D	0.23749725808195424	5	0.036330000000000001	0.48550961459128622	0.64734615278838159	0.47499451616390848
HNRPDL	0.1532834761653678	4	-0.94711000000000001	0.82820863520428878	0.87674541049761834	0.30656695233073561
MLL3	0.17212279834864652	12	-1.1588700000000001	0.87674541049761834	0.87674541049761834	0.34424559669729304
TP53	0.47128242050178082	40	5.8088499999999996	3.1451707099733841e-09	2.0758126685824335e-07	0.94256484100356164
PTEN	0.42789288007538723	123	5.0855300000000003	1.8330043792298486e-07	6.0489144514585004e-06	0.85578576015077445
PIK3CA	0.4257665366509667	115	4.7316599999999998	1.1134559360267193e-06	2.4496030592587824e-05	0.8515330733019334
GPS2	0.48809999999999998	8	3.07178	0.0010639324543731581	0.017554885497157106	0.97619999999999996
SMC1A	0.47022949522301022	8	2.6614800000000001	0.0038898981307153974	0.051346655325443247	0.94045899044602044
NR2F2	0.5	4	2.5061300000000002	0.0061030366432340581	0.060723438767129073	1.0
ARID1A	0.41739187309689529	47	2.48705	0.0064403647177258107	0.060723438767129073	0.83478374619379059
ACTG1	0.49134063389454397	4	2.2686700000000002	0.011644200634658038	0.091687857616753521	0.98268126778908793
CTNNB1	0.41062855808565368	59	2.22106	0.013173448902607663	0.091687857616753521	0.82125711617130737
CHD4	0.42141912604572479	32	2.2003200000000001	0.013892099638902049	0.091687857616753521	0.84283825209144958
RPL5	0.44570567923003451	10	2.0134599999999998	0.022033129486997292	0.13219877692198376	0.89141135846006903
ZNF814	0.47400268336314849	4	1.9316	0.026704447929699671	0.14289121323070667	0.94800536672629698
ATR	0.45221284727015115	7	1.9087799999999999	0.028145238969684645	0.14289121323070667	0.90442569454030231
ROBO2	0.45203789689247637	6	1.76993	0.038369401247106187	0.18088432016492917	0.90407579378495273
FGFR2	0.42465868408797419	15	1.6674599999999999	0.047711485901905396	0.20993053796838373	0.84931736817594838
PIK3R1	0.41314415064640264	25	1.61232	0.053446161678734887	0.22046541692478139	0.82628830129280528
ARNTL	0.44990969864903474	4	1.38537	0.08296967969368152	0.31963569215785304	0.89981939729806948
MLH3	0.44544010394389999	4	1.3457600000000001	0.089189964650195741	0.31963569215785304	0.89088020788779998
CUX1	0.42202387012563214	10	1.31148	0.094847823200491121	0.31963569215785304	0.84404774025126428
PRPF8	0.42027089141387958	11	1.2862199999999999	0.099183146500146757	0.31963569215785304	0.84054178282775915
FBXW7	0.40538124314385277	30	1.2543800000000001	0.10485195923718882	0.31963569215785304	0.81076248628770553
DICER1	0.41562065680378274	12	1.23031	0.1092905205114762	0.31963569215785304	0.83124131360756548
CTCF	0.39909261657083617	46	1.2032700000000001	0.11443592716950024	0.31963569215785304	0.79818523314167233
ZFHX3	0.40611025061345529	27	1.19404	0.11623116078467383	0.31963569215785304	0.81222050122691059
ARID5B	0.41703967036081208	11	1.1494899999999999	0.12517699393497822	0.32106952008452744	0.83407934072162415
PPP2R5C	0.43063865279520702	5	1.1431800000000001	0.12648193215451081	0.32106952008452744	0.86127730559041404
TBL1XR1	0.43272330825969141	4	1.1091200000000001	0.13368920903296849	0.32679584430281183	0.86544661651938282
SEC31A	0.42656710214638338	5	0.97628000000000004	0.16446286411454919	0.38766246541286592	0.85313420429276676
PPP2R1A	0.41676644852093059	6	0.86046999999999996	0.19476500685703751	0.42614105273886782	0.83353289704186118
MGA	0.40195137156854843	16	0.85416999999999998	0.1965054014598564	0.42614105273886782	0.80390274313709686
EIF4A2	0.41006001970796374	8	0.84106000000000003	0.20015716113492277	0.42614105273886782	0.82012003941592748
MAX	0.40585368900738028	11	0.80971000000000004	0.2090534346392563	0.4311727089434661	0.81170737801476056
ATM	0.39520041102184739	31	0.70496000000000003	0.24041756461967317	0.47120673218883274	0.79040082204369477
KRAS	0.39437941629676265	33	0.68779999999999997	0.2457893680648745	0.47120673218883274	0.78875883259352531
MYH10	0.40039119343367674	12	0.67486000000000002	0.24988235797892644	0.47120673218883274	0.80078238686735348
CTNND1	0.40319488783011148	9	0.63234999999999997	0.26357909912218702	0.4795495273491403	0.80638977566022296
PPP2R5A	0.40838691719514353	5	0.61633000000000004	0.26883837139269984	0.4795495273491403	0.81677383439028706
ERBB3	0.39489100113685327	18	0.52546000000000004	0.29963172647771746	0.52041299861919343	0.78978200227370654
NUP93	0.39988617533018322	7	0.47902	0.31596220030004485	0.5282825509042558	0.79977235066036645
ARHGAP35	0.39452279769534315	18	0.46722000000000002	0.32017124297227623	0.5282825509042558	0.78904559539068631
SPOP	0.39646915060673293	14	0.44194	0.32926631218859892	0.52875949153854818	0.79293830121346587
DEPDC1B	0.39876926692072445	5	0.42208000000000001	0.33648331279725791	0.52875949153854818	0.7975385338414489
FOXA2	0.39880837660059959	6	0.39842	0.34516030887780202	0.52978093920778913	0.79761675320119918
ARHGEF6	0.38897283539038602	10	0.23365	0.40762835376169149	0.61144253064253729	0.77794567078077204
PLCG1	0.39061305297300447	8	0.18854000000000001	0.42522668112869239	0.62366579898874885	0.78122610594600894
PGR	0.38978099193203963	5	0.10259	0.45914418990259753	0.6587720985559008	0.77956198386407927
ANK3	0.37990483324361046	16	-0.14832000000000001	0.55895488389572257	0.78491536887484437	0.75980966648722092
NEDD4L	0.37206849347422555	4	-0.22398000000000001	0.58861356720317159	0.80934365490436089	0.7441369869484511
ACACA	0.3721229420694564	8	-0.26447999999999999	0.60429496300505969	0.81384486639644094	0.74424588413891279
EGFR	0.369533480871997	4	-0.29643000000000003	0.61654914120942494	0.81384486639644094	0.739066961743994
INPPL1	0.36500938522971349	5	-0.39539999999999997	0.65372614547191876	0.83542840341946434	0.73001877045942698
MAP3K1	0.37309535208289546	15	-0.40760000000000002	0.6582163178456385	0.83542840341946434	0.74619070416579092
ALK	0.36608200685743131	9	-0.48453000000000002	0.6859951106035832	0.84183998114229541	0.73216401371486262
EP300	0.37162469607051402	22	-0.49238999999999999	0.68877816638915079	0.84183998114229541	0.74324939214102803
SHMT1	0.35753244667662237	4	-0.53071999999999997	0.70219358772515827	0.84263230527018984	0.71506489335324475
NFE2L2	0.37008906689916432	18	-0.57703000000000004	0.71804040512008815	0.84626190603438955	0.74017813379832864
DHX35	0.34606659175307158	5	-0.81157999999999997	0.79148366437879947	0.91645476928071512	0.69213318350614317
TFDP1	0.34718971614546895	7	-0.98309999999999997	0.83722088784522475	0.95269963099629018	0.6943794322909379
FAM123B	0.33387509280067762	7	-1.4245000000000001	0.92284910746081616	0.99907405128596105	0.66775018560135524
BAZ2B	0.33137526196655204	10	-1.63629	0.94911054600435485	0.99907405128596105	0.66275052393310407
CHD3	0.34759844289895736	20	-1.67458	0.95299166697855586	0.99907405128596105	0.69519688579791472
CAPN7	0.29210866775049199	4	-1.92374	0.9728064092421681	0.99907405128596105	0.58421733550098398
EIF1AX	0.30122020302879016	6	-2.11443	0.98276072119627611	0.99907405128596105	0.60244040605758031
RBM5	0.27031361365528728	4	-2.3264200000000002	0.990001922150055	0.99907405128596105	0.54062722731057455
NRAS	0.31583440458485323	12	-2.4017300000000001	0.9918411262752399	0.99907405128596105	0.63166880916970647
ARAP3	0.25595826197362592	6	-3.1130100000000001	0.99907405128596105	0.99907405128596105	0.51191652394725184
