###################################################################################################################################################################
#Enrichment results using 'Biological Process from Gene Ontology (GO)', created by dcGO Enrichment at 2/06/2016 15:39:53 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:0055065	metal ion homeostasis	2	8.09	2.35e-10	3.00e-09	26|247|92|3527	PF00001;PF00002;PF00003;PF00010;PF00041;PF00048;PF00060;PF00067;PF00210;PF00497;PF00503;PF00520;PF00530;PF00622;PF00992;PF01094;PF02026;PF02793;PF02931;PF02932;PF03299;PF06459;PF07562;PF07714;PF07885;PF08344
Group	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	2	8.12	2.73e-10	3.36e-09	25|247|86|3527	PF00019;PF00041;PF00049;PF00051;PF00061;PF00071;PF00147;PF00167;PF00211;PF00250;PF00431;PF00613;PF00688;PF01404;PF02351;PF06327;PF07645;PF07679;PF07686;PF07714;PF10409;PF12444;PF13855;PF13895;PF13927
Group	GO:1900542	regulation of purine nucleotide metabolic process	2	8.12	2.73e-10	3.36e-09	25|247|86|3527	PF00001;PF00002;PF00003;PF00027;PF00041;PF00048;PF00063;PF00071;PF00089;PF00110;PF00123;PF00167;PF00211;PF00503;PF00615;PF00631;PF00992;PF01094;PF01404;PF02736;PF02793;PF06327;PF07562;PF07714;PF13855
Group	GO:0043549	regulation of kinase activity	2	7.75	2.70e-10	3.36e-09	32|247|135|3527	PF00001;PF00019;PF00027;PF00041;PF00048;PF00049;PF00051;PF00071;PF00100;PF00110;PF00167;PF00211;PF00386;PF00615;PF00688;PF01391;PF01392;PF01534;PF01858;PF02210;PF02931;PF02932;PF06327;PF07645;PF07679;PF07714;PF08934;PF11357;PF13516;PF13855;PF13895;PF13927
Group	GO:0008285	negative regulation of cell proliferation	2	7.95	3.26e-10	3.90e-09	27|247|100|3527	PF00010;PF00019;PF00046;PF00061;PF00074;PF00079;PF00089;PF00110;PF00210;PF00250;PF00292;PF00320;PF00386;PF00688;PF00870;PF00907;PF01391;PF03299;PF05923;PF07679;PF07686;PF07710;PF07714;PF10409;PF12444;PF13895;PF13927
Group	GO:0030001	metal ion transport	2	7.67	4.49e-10	5.31e-09	31|247|130|3527	PF00001;PF00027;PF00041;PF00046;PF00048;PF00060;PF00067;PF00089;PF00100;PF00209;PF00230;PF00497;PF00520;PF00622;PF00858;PF01007;PF01094;PF01699;PF01833;PF02026;PF02214;PF02931;PF02932;PF03520;PF06459;PF06512;PF07686;PF07885;PF08344;PF11933;PF13426
Group	GO:0048638	regulation of developmental growth	2	8.18	4.77e-10	5.50e-09	22|247|69|3527	PF00010;PF00019;PF00046;PF00063;PF00100;PF00110;PF00167;PF00320;PF00435;PF00560;PF00622;PF00688;PF00907;PF01392;PF01562;PF02210;PF02736;PF07679;PF07714;PF13855;PF13895;PF13927
Group	GO:0001932	regulation of protein phosphorylation	2	7.46	4.74e-10	5.50e-09	36|247|169|3527	PF00001;PF00010;PF00019;PF00027;PF00041;PF00048;PF00049;PF00051;PF00057;PF00071;PF00100;PF00110;PF00167;PF00211;PF00386;PF00615;PF00688;PF01391;PF01392;PF01534;PF01858;PF02210;PF02931;PF02932;PF06327;PF07645;PF07679;PF07714;PF08934;PF11357;PF11527;PF12444;PF13516;PF13855;PF13895;PF13927
Group	GO:0060541	respiratory system development	2	7.99	5.46e-10	6.22e-09	24|247|82|3527	PF00010;PF00019;PF00028;PF00041;PF00045;PF00049;PF00057;PF00059;PF00100;PF00110;PF00135;PF00167;PF00320;PF00413;PF00435;PF00688;PF01391;PF01471;PF07645;PF07679;PF07714;PF10409;PF13855;PF13895
Group	GO:0035239	tube morphogenesis	2	7.70	6.70e-10	7.55e-09	28|247|110|3527	PF00001;PF00010;PF00019;PF00045;PF00046;PF00049;PF00090;PF00110;PF00167;PF00193;PF00292;PF00320;PF00413;PF00435;PF00520;PF00688;PF00870;PF00907;PF01085;PF01391;PF01392;PF01471;PF01534;PF07679;PF07686;PF07714;PF12444;PF13855
Group	GO:0051130	positive regulation of cellular component organization	2	7.69	8.58e-10	9.44e-09	27|247|104|3527	PF00001;PF00019;PF00022;PF00031;PF00041;PF00046;PF00048;PF00059;PF00071;PF00110;PF00135;PF00167;PF00292;PF00688;PF00870;PF01275;PF01391;PF01404;PF01979;PF02210;PF04505;PF07679;PF07686;PF07710;PF07714;PF13855;PF13895
Group	GO:0040017	positive regulation of locomotion	2	8.18	1.17e-09	1.27e-08	19|247|54|3527	PF00001;PF00007;PF00019;PF00048;PF00053;PF00055;PF00090;PF00100;PF00110;PF00147;PF00167;PF00320;PF00688;PF01562;PF07679;PF07714;PF12444;PF13895;PF13927
Group	GO:0072507	divalent inorganic cation homeostasis	2	7.91	1.20e-09	1.29e-08	22|247|72|3527	PF00001;PF00002;PF00003;PF00041;PF00048;PF00060;PF00497;PF00503;PF00520;PF00622;PF00992;PF01094;PF01699;PF02026;PF02793;PF02931;PF02932;PF03299;PF06459;PF07562;PF07714;PF08344
Group	GO:0048608	reproductive structure development	2	7.44	1.52e-09	1.58e-08	29|247|121|3527	PF00007;PF00010;PF00019;PF00022;PF00041;PF00046;PF00049;PF00071;PF00110;PF00125;PF00147;PF00167;PF00193;PF00250;PF00320;PF00560;PF00688;PF00751;PF00870;PF01421;PF01534;PF07679;PF07686;PF07714;PF12444;PF13516;PF13855;PF13895;PF13927
Group	GO:0034330	cell junction organization	2	7.88	1.73e-09	1.78e-08	21|247|67|3527	PF00019;PF00028;PF00029;PF00041;PF00053;PF00055;PF00071;PF00110;PF00135;PF00435;PF00688;PF00822;PF01049;PF01391;PF02210;PF07645;PF07679;PF07686;PF07714;PF10582;PF13895
Group	GO:0008544	epidermis development	2	7.74	2.15e-09	2.16e-08	22|247|74|3527	PF00010;PF00019;PF00038;PF00063;PF00135;PF00292;PF00520;PF00560;PF00622;PF00688;PF00870;PF01391;PF01392;PF01410;PF01534;PF02026;PF03299;PF06459;PF07679;PF07714;PF12444;PF13855
Group	GO:0031347	regulation of defense response	2	7.49	2.20e-09	2.19e-08	26|247|101|3527	PF00001;PF00031;PF00041;PF00048;PF00059;PF00061;PF00067;PF00079;PF00084;PF00089;PF00100;PF00129;PF00320;PF00386;PF00560;PF01391;PF02758;PF05729;PF07679;PF07686;PF07714;PF13306;PF13516;PF13855;PF13895;PF13927
Group	GO:0050776	regulation of immune response	2	7.35	2.51e-09	2.47e-08	28|247|116|3527	PF00041;PF00057;PF00059;PF00079;PF00084;PF00089;PF00090;PF00100;PF00129;PF00250;PF00320;PF00386;PF00431;PF00560;PF01391;PF01510;PF01823;PF02758;PF02760;PF07645;PF07679;PF07686;PF07714;PF13306;PF13516;PF13855;PF13895;PF13927
Group	GO:0051345	positive regulation of hydrolase activity	2	7.48	2.79e-09	2.72e-08	25|247|95|3527	PF00001;PF00010;PF00019;PF00041;PF00048;PF00063;PF00074;PF00110;PF00167;PF00211;PF00250;PF00503;PF00615;PF00631;PF00688;PF00870;PF00992;PF01404;PF02758;PF05729;PF06327;PF07679;PF07714;PF13516;PF13895
Group	GO:0030855	epithelial cell differentiation	2	7.70	3.17e-09	3.06e-08	21|247|69|3527	PF00010;PF00019;PF00024;PF00038;PF00041;PF00049;PF00100;PF00110;PF00135;PF00250;PF00292;PF00320;PF00688;PF00870;PF01392;PF01534;PF03299;PF07645;PF07679;PF07714;PF13895
Group	GO:0048705	skeletal system morphogenesis	2	7.89	5.59e-09	5.13e-08	17|247|47|3527	PF00010;PF00019;PF00046;PF00053;PF00057;PF00245;PF00688;PF00907;PF01391;PF02210;PF03299;PF07645;PF07679;PF07714;PF12413;PF12444;PF13895
Group	GO:0051272	positive regulation of cellular component movement	2	7.89	5.59e-09	5.13e-08	17|247|47|3527	PF00001;PF00007;PF00019;PF00048;PF00084;PF00090;PF00100;PF00110;PF00147;PF00167;PF00320;PF00688;PF01562;PF07714;PF12444;PF13895;PF13927
Group	GO:0009725	response to hormone stimulus	2	7.02	5.57e-09	5.13e-08	31|247|143|3527	PF00001;PF00002;PF00019;PF00041;PF00045;PF00046;PF00049;PF00061;PF00079;PF00089;PF00167;PF00201;PF00211;PF00230;PF00250;PF00320;PF00386;PF00413;PF00560;PF00613;PF00631;PF00688;PF01391;PF01471;PF02793;PF05729;PF06327;PF07714;PF10409;PF13516;PF13855
Group	GO:0034097	response to cytokine stimulus	2	7.53	5.65e-09	5.14e-08	21|247|71|3527	PF00001;PF00041;PF00048;PF00067;PF00079;PF00129;PF00386;PF00777;PF01391;PF01431;PF01979;PF02758;PF02760;PF03098;PF04505;PF05649;PF05729;PF07679;PF07714;PF13895;PF13927
Group	GO:0003002	regionalization	2	7.02	6.51e-09	5.87e-08	30|247|136|3527	PF00010;PF00019;PF00028;PF00041;PF00046;PF00057;PF00063;PF00110;PF00135;PF00167;PF00250;PF00292;PF00320;PF00560;PF00615;PF00622;PF00688;PF00870;PF01085;PF01153;PF01392;PF01534;PF02460;PF03045;PF03529;PF05923;PF07679;PF07710;PF07714;PF12003
Group	GO:0008284	positive regulation of cell proliferation	2	7.09	7.74e-09	6.72e-08	27|247|114|3527	PF00001;PF00010;PF00019;PF00041;PF00046;PF00048;PF00049;PF00074;PF00089;PF00100;PF00110;PF00167;PF00230;PF00250;PF00292;PF00320;PF00688;PF00870;PF00907;PF00930;PF01085;PF01415;PF07679;PF07686;PF07714;PF12444;PF13895
Group	GO:0051606	detection of stimulus	2	7.55	8.85e-09	7.61e-08	19|247|60|3527	PF00001;PF00003;PF00028;PF00059;PF00060;PF00089;PF00503;PF00520;PF01094;PF01510;PF05729;PF07562;PF07679;PF07714;PF13516;PF13853;PF13855;PF13895;PF13927
Group	GO:0051216	cartilage development	2	7.81	9.95e-09	8.48e-08	16|247|43|3527	PF00010;PF00019;PF00046;PF00053;PF00057;PF00110;PF00167;PF00688;PF01391;PF01410;PF02210;PF07645;PF07679;PF12413;PF12444;PF13895
Group	GO:0016337	cell-cell adhesion	2	7.65	1.17e-08	9.84e-08	17|247|49|3527	PF00028;PF00041;PF00059;PF00110;PF00135;PF00688;PF00822;PF01049;PF02210;PF07679;PF07686;PF07714;PF08266;PF12444;PF13855;PF13895;PF13927
Group	GO:0048511	rhythmic process	2	7.53	1.23e-08	1.03e-07	18|247|55|3527	PF00001;PF00010;PF00019;PF00027;PF00041;PF00061;PF00250;PF00320;PF00520;PF00688;PF01392;PF01421;PF02931;PF02932;PF07679;PF07714;PF13895;PF13927
Group	GO:0045165	cell fate commitment	2	6.97	1.70e-08	1.39e-07	25|247|103|3527	PF00010;PF00019;PF00046;PF00110;PF00147;PF00167;PF00250;PF00292;PF00320;PF00435;PF00688;PF00870;PF00907;PF01085;PF01562;PF02351;PF03299;PF03529;PF07645;PF07679;PF07714;PF10409;PF12444;PF13895;PF13927
Group	GO:0035556	intracellular signal transduction	2	6.56	2.04e-08	1.63e-07	35|247|184|3527	PF00001;PF00010;PF00027;PF00041;PF00046;PF00048;PF00049;PF00060;PF00063;PF00071;PF00100;PF00110;PF00157;PF00167;PF00211;PF00320;PF00435;PF00497;PF00503;PF00520;PF00560;PF00613;PF00870;PF01094;PF05729;PF07645;PF07679;PF07710;PF07714;PF10409;PF12444;PF13516;PF13855;PF13895;PF13927
Group	GO:0050890	cognition	2	7.23	3.17e-08	2.48e-07	18|247|58|3527	PF00057;PF00060;PF00071;PF00089;PF00135;PF00250;PF00351;PF00497;PF00520;PF00530;PF01023;PF01094;PF01699;PF02210;PF02931;PF02932;PF07714;PF10565
Group	GO:0001558	regulation of cell growth	2	7.06	3.36e-08	2.60e-07	20|247|71|3527	PF00019;PF00041;PF00089;PF00110;PF00167;PF00250;PF00431;PF00435;PF00688;PF00870;PF01454;PF01562;PF02210;PF07679;PF07710;PF07714;PF10409;PF13855;PF13895;PF13927
Group	GO:0070848	response to growth factor stimulus	2	7.53	4.48e-08	3.42e-07	14|247|36|3527	PF00048;PF00071;PF00110;PF00167;PF00211;PF00292;PF00320;PF00431;PF06327;PF07679;PF07686;PF07714;PF12444;PF13895
Group	GO:0007186	G-protein coupled receptor signaling pathway	2	7.04	5.74e-08	4.24e-07	18|247|60|3527	PF00001;PF00002;PF00003;PF00057;PF00123;PF00211;PF00503;PF00520;PF00615;PF00631;PF01094;PF02793;PF02931;PF02932;PF06327;PF07562;PF12003;PF13853
Group	GO:0001822	kidney development	2	6.90	5.63e-08	4.24e-07	20|247|73|3527	PF00010;PF00019;PF00041;PF00046;PF00110;PF00147;PF00167;PF00292;PF00320;PF00386;PF00688;PF01391;PF01431;PF03299;PF05649;PF07679;PF07714;PF10162;PF12444;PF13895
Group	GO:0030097	hemopoiesis	2	6.62	5.78e-08	4.24e-07	25|247|109|3527	PF00001;PF00010;PF00019;PF00041;PF00042;PF00046;PF00063;PF00071;PF00110;PF00320;PF00337;PF00688;PF00870;PF01392;PF01534;PF01576;PF02736;PF07645;PF07679;PF07686;PF07710;PF07714;PF13855;PF13895;PF13927
Group	GO:0050865	regulation of cell activation	2	6.82	5.87e-08	4.27e-07	21|247|80|3527	PF00001;PF00010;PF00019;PF00041;PF00048;PF00059;PF00084;PF00100;PF00167;PF00250;PF00320;PF00337;PF00688;PF00930;PF01085;PF01415;PF01510;PF07686;PF07714;PF13895;PF13927
Group	GO:0019216	regulation of lipid metabolic process	2	6.91	6.68e-08	4.68e-07	19|247|67|3527	PF00001;PF00019;PF00041;PF00049;PF00051;PF00061;PF00067;PF00071;PF00100;PF00167;PF00386;PF00688;PF01391;PF01442;PF01858;PF07679;PF07714;PF08934;PF13895
Group	GO:0031589	cell-substrate adhesion	2	7.39	6.76e-08	4.70e-07	14|247|37|3527	PF00041;PF00094;PF00100;PF01391;PF01392;PF01404;PF01534;PF01826;PF07645;PF07686;PF07714;PF08742;PF13895;PF13927
Group	GO:2000027	regulation of organ morphogenesis	2	6.95	7.64e-08	5.20e-07	18|247|61|3527	PF00001;PF00010;PF00019;PF00046;PF00051;PF00089;PF00110;PF00167;PF00292;PF00320;PF00688;PF01392;PF01534;PF03145;PF03299;PF07679;PF07714;PF12444
Group	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	2	7.21	8.08e-08	5.46e-07	15|247|43|3527	PF00010;PF00019;PF00046;PF00090;PF00094;PF00100;PF00157;PF00683;PF00688;PF00870;PF01392;PF03045;PF03299;PF07645;PF13516
Group	GO:0046903	secretion	2	6.51	8.49e-08	5.70e-07	25|247|111|3527	PF00001;PF00019;PF00027;PF00041;PF00046;PF00048;PF00063;PF00071;PF00089;PF00123;PF00386;PF00520;PF00683;PF00688;PF02210;PF02736;PF02931;PF02932;PF05835;PF07645;PF07679;PF07714;PF08344;PF13895;PF13927
Group	GO:0045597	positive regulation of cell differentiation	2	6.48	1.29e-07	8.42e-07	23|247|98|3527	PF00001;PF00010;PF00019;PF00041;PF00046;PF00090;PF00110;PF00250;PF00292;PF00320;PF00386;PF00530;PF00688;PF00907;PF01085;PF01391;PF01415;PF07645;PF07679;PF07714;PF12444;PF13855;PF13895
Group	GO:0044092	negative regulation of molecular function	2	6.22	1.42e-07	9.19e-07	29|247|146|3527	PF00001;PF00003;PF00010;PF00028;PF00031;PF00041;PF00046;PF00050;PF00051;PF00067;PF00079;PF00147;PF00250;PF00386;PF00688;PF00992;PF01094;PF01391;PF01534;PF01858;PF02210;PF02758;PF03299;PF05729;PF08266;PF08374;PF08934;PF13516;PF13895
Group	GO:0021700	developmental maturation	2	6.67	1.45e-07	9.32e-07	19|247|70|3527	PF00019;PF00028;PF00041;PF00060;PF00071;PF00435;PF00497;PF00520;PF00560;PF00622;PF00688;PF01094;PF01833;PF02026;PF06459;PF07679;PF13855;PF13895;PF13927
Group	GO:0008015	blood circulation	2	6.81	1.50e-07	9.59e-07	17|247|57|3527	PF00001;PF00010;PF00041;PF00067;PF00079;PF00089;PF00211;PF00386;PF00520;PF00992;PF01094;PF01391;PF02210;PF02736;PF03098;PF03520;PF07679
Group	GO:0006952	defense response	2	6.08	1.58e-07	1.00e-06	33|247|181|3527	PF00001;PF00031;PF00041;PF00048;PF00057;PF00059;PF00071;PF00079;PF00084;PF00089;PF00129;PF00193;PF00560;PF00879;PF01023;PF01094;PF01273;PF01391;PF01404;PF01510;PF01823;PF02758;PF02886;PF04505;PF05729;PF07686;PF07714;PF10409;PF13306;PF13516;PF13855;PF13895;PF13927
Group	GO:0003151	outflow tract morphogenesis	2	7.56	2.35e-07	1.46e-06	10|247|20|3527	PF00010;PF00110;PF00167;PF00520;PF00622;PF00907;PF02026;PF06459;PF07679;PF07714
Group	GO:0009991	response to extracellular stimulus	2	6.19	2.54e-07	1.57e-06	25|247|117|3527	PF00010;PF00019;PF00027;PF00061;PF00067;PF00071;PF00110;PF00123;PF00159;PF00230;PF00273;PF00292;PF00320;PF00503;PF00520;PF00613;PF00622;PF00688;PF00909;PF01392;PF01534;PF02024;PF07714;PF10409;PF12444
Group	GO:0035107	appendage morphogenesis	2	6.31	2.59e-07	1.58e-06	22|247|94|3527	PF00046;PF00057;PF00063;PF00100;PF00110;PF00135;PF00167;PF00292;PF00431;PF00435;PF00503;PF00870;PF00907;PF01085;PF01153;PF01400;PF01833;PF03299;PF07645;PF07679;PF07714;PF13855
Group	GO:0048732	gland development	2	6.31	3.69e-07	2.22e-06	20|247|81|3527	PF00010;PF00041;PF00046;PF00049;PF00123;PF00147;PF00167;PF00193;PF00250;PF00292;PF00870;PF00907;PF01391;PF01562;PF02210;PF07679;PF07686;PF07714;PF10409;PF12444
Group	GO:0014070	response to organic cyclic compound	2	6.73	4.26e-07	2.55e-06	14|247|42|3527	PF00001;PF00048;PF00060;PF00067;PF00201;PF00245;PF00497;PF00520;PF00622;PF01094;PF02026;PF02931;PF02932;PF06459
Group	GO:0043279	response to alkaloid	2	7.08	4.81e-07	2.86e-06	11|247|26|3527	PF00001;PF00060;PF00497;PF00503;PF00520;PF00622;PF01094;PF02026;PF02931;PF02932;PF06459
Group	GO:0045321	leukocyte activation	2	6.07	4.94e-07	2.87e-06	23|247|105|3527	PF00001;PF00010;PF00041;PF00046;PF00048;PF00059;PF00110;PF00129;PF00250;PF00337;PF00613;PF00870;PF01534;PF02192;PF02931;PF02932;PF07679;PF07686;PF07714;PF13516;PF13855;PF13895;PF13927
Group	GO:0070482	response to oxygen levels	2	6.47	5.18e-07	2.99e-06	16|247|55|3527	PF00010;PF00019;PF00042;PF00045;PF00067;PF00074;PF00147;PF00211;PF00230;PF00413;PF00520;PF00530;PF00688;PF01471;PF02931;PF02932
Group	GO:0006909	phagocytosis	2	6.52	5.72e-07	3.28e-06	15|247|49|3527	PF00022;PF00041;PF00053;PF00057;PF00059;PF00084;PF00320;PF01391;PF01562;PF07645;PF07679;PF07686;PF07714;PF13895;PF13927
Group	GO:0016055	Wnt receptor signaling pathway	2	6.61	7.95e-07	4.48e-06	13|247|38|3527	PF00010;PF00049;PF00057;PF00110;PF00167;PF00193;PF00320;PF00435;PF01392;PF01534;PF02736;PF05923;PF07714
Group	GO:0060627	regulation of vesicle-mediated transport	2	6.28	8.87e-07	4.94e-06	16|247|57|3527	PF00001;PF00031;PF00048;PF00059;PF00071;PF00100;PF00386;PF00520;PF01391;PF01833;PF02210;PF02351;PF07645;PF07686;PF07714;PF13895
Group	GO:0030111	regulation of Wnt receptor signaling pathway	2	6.28	8.87e-07	4.94e-06	16|247|57|3527	PF00019;PF00028;PF00041;PF00046;PF00057;PF00110;PF00688;PF01153;PF01391;PF01392;PF04706;PF05923;PF07679;PF07714;PF12444;PF13895
Group	GO:0031099	regeneration	2	7.17	9.77e-07	5.34e-06	9|247|18|3527	PF00038;PF00041;PF00061;PF00089;PF00110;PF00147;PF01442;PF07645;PF13855
Group	GO:0036075	replacement ossification	2	7.17	9.77e-07	5.34e-06	9|247|18|3527	PF00010;PF00019;PF00053;PF00057;PF00245;PF00688;PF02210;PF07679;PF13895
Group	GO:0007444	imaginal disc development	2	6.00	1.13e-06	5.99e-06	19|247|79|3527	PF00028;PF00041;PF00045;PF00046;PF00063;PF00100;PF00135;PF00292;PF00413;PF00431;PF00435;PF01400;PF01471;PF01833;PF07645;PF07679;PF07686;PF07714;PF13855
Group	GO:0010817	regulation of hormone levels	2	6.11	1.20e-06	6.32e-06	17|247|65|3527	PF00001;PF00019;PF00027;PF00046;PF00061;PF00067;PF00201;PF00246;PF00520;PF00560;PF00683;PF00685;PF00688;PF01431;PF03098;PF05649;PF07645
Group	GO:0034762	regulation of transmembrane transport	2	5.94	1.40e-06	7.29e-06	19|247|80|3527	PF00001;PF00019;PF00061;PF00100;PF00135;PF00520;PF00615;PF00622;PF00688;PF00822;PF01391;PF01392;PF01534;PF02026;PF02210;PF06459;PF13516;PF13855;PF13895
Group	GO:0009886	post-embryonic morphogenesis	2	5.85	1.54e-06	7.98e-06	20|247|88|3527	PF00010;PF00045;PF00046;PF00063;PF00100;PF00135;PF00413;PF00431;PF00435;PF00560;PF01400;PF01471;PF01833;PF07645;PF07679;PF07686;PF07714;PF10409;PF13516;PF13855
Group	GO:0030003	cellular cation homeostasis	2	5.70	1.66e-06	8.44e-06	23|247|112|3527	PF00001;PF00002;PF00003;PF00010;PF00041;PF00048;PF00210;PF00503;PF00520;PF00530;PF00622;PF00992;PF01699;PF01813;PF02026;PF02793;PF02931;PF02932;PF06459;PF07562;PF07714;PF07885;PF08344
Group	GO:0015672	monovalent inorganic cation transport	2	6.02	1.89e-06	9.47e-06	16|247|60|3527	PF00027;PF00089;PF00209;PF00230;PF00520;PF00858;PF00909;PF01007;PF01699;PF02214;PF03520;PF06512;PF07686;PF07885;PF11933;PF13426
Group	GO:0044087	regulation of cellular component biogenesis	2	5.69	1.98e-06	9.71e-06	22|247|105|3527	PF00001;PF00022;PF00041;PF00046;PF00048;PF00060;PF00061;PF00063;PF00071;PF00110;PF00135;PF00497;PF00622;PF01094;PF01275;PF01392;PF01404;PF01979;PF02210;PF04505;PF07714;PF10409
Group	GO:0007422	peripheral nervous system development	2	6.36	2.09e-06	1.02e-05	12|247|35|3527	PF00010;PF00019;PF00041;PF00046;PF00135;PF00157;PF01421;PF01562;PF07679;PF08516;PF12444;PF13895
Group	GO:0048678	response to axon injury	2	7.05	2.17e-06	1.04e-05	8|247|15|3527	PF00041;PF00061;PF00147;PF01442;PF01979;PF07645;PF07679;PF13855
Group	GO:0048747	muscle fiber development	2	6.23	2.14e-06	1.04e-05	13|247|41|3527	PF00001;PF00063;PF00147;PF00622;PF01392;PF01576;PF02026;PF02736;PF06459;PF07679;PF07686;PF07714;PF13895
Group	GO:0007519	skeletal muscle tissue development	2	5.93	2.41e-06	1.15e-05	16|247|61|3527	PF00001;PF00010;PF00041;PF00049;PF00147;PF00250;PF00520;PF00622;PF01392;PF01562;PF02026;PF06459;PF07679;PF07686;PF07714;PF13895
Group	GO:0045765	regulation of angiogenesis	2	6.06	2.65e-06	1.25e-05	14|247|48|3527	PF00001;PF00002;PF00041;PF00048;PF00067;PF00071;PF00079;PF00084;PF00090;PF00147;PF00167;PF00230;PF02793;PF07645
Group	GO:0048569	post-embryonic organ development	2	5.67	2.71e-06	1.27e-05	20|247|91|3527	PF00010;PF00045;PF00046;PF00063;PF00100;PF00135;PF00413;PF00431;PF00435;PF00560;PF01400;PF01471;PF01833;PF07645;PF07679;PF07686;PF07714;PF13516;PF13855;PF13895
Group	GO:0007512	adult heart development	2	7.54	2.77e-06	1.29e-05	6|247|8|3527	PF00001;PF00041;PF00063;PF01576;PF02736;PF07679
Group	GO:0007498	mesoderm development	2	6.22	2.94e-06	1.35e-05	12|247|36|3527	PF00001;PF00010;PF00019;PF00046;PF00167;PF00250;PF00435;PF00688;PF00870;PF00907;PF03045;PF13426
Group	GO:0050678	regulation of epithelial cell proliferation	2	5.94	2.95e-06	1.35e-05	15|247|55|3527	PF00010;PF00019;PF00041;PF00046;PF00048;PF00074;PF00079;PF00089;PF00110;PF00167;PF00292;PF00688;PF07679;PF07714;PF12444
Group	GO:0030155	regulation of cell adhesion	2	5.68	3.08e-06	1.40e-05	19|247|84|3527	PF00019;PF00041;PF00048;PF00061;PF00063;PF00110;PF00147;PF00386;PF00688;PF01391;PF01392;PF01404;PF01421;PF01562;PF07645;PF07679;PF07714;PF10409;PF13895
Group	GO:0043408	regulation of MAPK cascade	2	5.68	3.08e-06	1.40e-05	19|247|84|3527	PF00001;PF00010;PF00048;PF00049;PF00071;PF00110;PF00386;PF00615;PF01391;PF01392;PF01404;PF01534;PF05729;PF07679;PF07714;PF13516;PF13855;PF13895;PF13927
Group	GO:0071702	organic substance transport	2	5.45	3.68e-06	1.67e-05	23|247|117|3527	PF00001;PF00019;PF00049;PF00057;PF00061;PF00068;PF00151;PF00209;PF00230;PF00474;PF00497;PF00520;PF00688;PF00909;PF01347;PF01442;PF01740;PF01758;PF02460;PF03024;PF03137;PF03765;PF07714
Group	GO:0002697	regulation of immune effector process	2	5.77	3.83e-06	1.72e-05	16|247|63|3527	PF00001;PF00041;PF00059;PF00084;PF00100;PF00129;PF00250;PF00560;PF01510;PF07686;PF07714;PF13306;PF13516;PF13855;PF13895;PF13927
Group	GO:0050808	synapse organization	2	6.00	3.91e-06	1.74e-05	13|247|43|3527	PF00001;PF00028;PF00063;PF00110;PF00135;PF00147;PF00520;PF01275;PF01392;PF02210;PF07679;PF07714;PF08266
Group	GO:0060173	limb development	2	6.00	3.91e-06	1.74e-05	13|247|43|3527	PF00010;PF00019;PF00046;PF00057;PF00110;PF00167;PF00503;PF00688;PF00870;PF00907;PF03299;PF07679;PF07714
Group	GO:0072657	protein localization to membrane	2	6.09	4.09e-06	1.80e-05	12|247|37|3527	PF00050;PF00053;PF00071;PF00135;PF00167;PF00386;PF00520;PF01391;PF01392;PF02210;PF07679;PF07714
Group	GO:0045596	negative regulation of cell differentiation	2	5.41	4.29e-06	1.87e-05	23|247|118|3527	PF00010;PF00019;PF00046;PF00048;PF00071;PF00089;PF00110;PF00167;PF00292;PF00320;PF00386;PF00688;PF00870;PF00907;PF01085;PF01391;PF01404;PF01510;PF01534;PF07645;PF07679;PF12444;PF13895
Group	GO:0006461	protein complex assembly	2	5.21	4.39e-06	1.91e-05	30|247|180|3527	PF00019;PF00041;PF00042;PF00063;PF00074;PF00094;PF00125;PF00135;PF00167;PF00209;PF00274;PF00386;PF00431;PF00520;PF00613;PF00615;PF00622;PF00688;PF00876;PF01391;PF01576;PF01826;PF01979;PF02214;PF02736;PF07645;PF07679;PF07714;PF08742;PF12444
