###################################################################################################################################################################
#Enrichment results using 'Biological Process from Gene Ontology (GO)', created by dcGO Enrichment at 30/05/2016 17:04:37 (day/month/year hour:min:sec)
#Citation: Fang H, Gough J. (2012) dcGO: database of domain-centric ontologies on functions, phenotypes, diseases and more. Nucleic Acids Res (PubMed ID: 23161684)
###################################################################################################################################################################
#
#'GroupID' column: group id (by default 'Group' for single group);
#'GO ID' column: the identifier of ontological terms;
#'GO term' column: the name of ontological terms;
#'xxxx (four levels)' column: term specificity (only appear when using slim version of the ontology; 1 for highly general, 2 for general, 3 for specific, and 4 for highly specific);
#'Z-score' column: Z-score being calculated based on hypergeometric distribution;
#'P-value' column: P-value being calculated based on hypergeometric distribution;
#'FDR' column: FDR used to assess the statistical significance of term enrichments;
#'#Domains (Overlaps|Group|Term|Background)' column: the number of domains, i.e., 'Overlaps' for the number of domains in the input group but also being annotated by the term; 'Group' for the number of domains in the input group (also annotatable by the ontology); 'Term' for the number of domains being annotated by the term; 'Backgroud' for the number of domains that are annotatable by the ontology.
#'Annotated domains' column: a list of semicolon-separated domains in the input group but also being annotated by the term.
#
GroupID	GO ID	GO term	PFAM slim (four levels)	Z-score	P-value	FDR	#Domains (Overlaps|Group|Term|Background)	Annotated domains
Group	GO:0050817	coagulation	2	5.54	2.24e-06	4.79e-05	22|425|64|3527	PF00024;PF00027;PF00059;PF00093;PF00094;PF00122;PF00130;PF00169;PF00307;PF00373;PF00618;PF00689;PF00690;PF00702;PF00754;PF01826;PF01841;PF06920;PF07679;PF07686;PF08742;PF14429
Group	GO:0007552	metamorphosis	2	5.44	2.53e-06	5.08e-05	24|425|74|3527	PF00045;PF00063;PF00076;PF00130;PF00307;PF00373;PF00413;PF00435;PF00651;PF01426;PF01471;PF01476;PF01833;PF03165;PF07534;PF07645;PF07679;PF07686;PF08736;PF09379;PF10409;PF12796;PF13855;PF14259
Group	GO:0007444	imaginal disc development	2	5.41	2.59e-06	5.08e-05	25|425|79|3527	PF00045;PF00063;PF00076;PF00130;PF00307;PF00373;PF00413;PF00435;PF00651;PF01426;PF01471;PF01476;PF01833;PF03165;PF07534;PF07645;PF07653;PF07679;PF07686;PF09379;PF12796;PF13637;PF13855;PF14259;PF14324
Group	GO:0032880	regulation of protein localization	2	5.34	3.36e-06	6.31e-05	25|425|80|3527	PF00019;PF00020;PF00059;PF00085;PF00097;PF00307;PF00564;PF00622;PF00630;PF00688;PF00757;PF00778;PF00969;PF01030;PF01302;PF01391;PF01392;PF05076;PF07686;PF12470;PF12796;PF13353;PF13405;PF13716;PF13855
Group	GO:0002165	instar larval or pupal development	2	5.26	4.32e-06	7.66e-05	25|425|81|3527	PF00045;PF00063;PF00076;PF00130;PF00307;PF00373;PF00413;PF00435;PF00651;PF01426;PF01471;PF01476;PF01833;PF03165;PF07534;PF07645;PF07679;PF07686;PF08736;PF09379;PF09380;PF10409;PF12796;PF13855;PF14259
Group	GO:0006461	protein complex assembly	2	5.01	4.17e-06	7.66e-05	43|425|180|3527	PF00019;PF00063;PF00093;PF00094;PF00130;PF00168;PF00169;PF00179;PF00289;PF00350;PF00400;PF00452;PF00515;PF00564;PF00611;PF00622;PF00688;PF00757;PF00778;PF00969;PF00999;PF01030;PF01302;PF01391;PF01826;PF02148;PF02181;PF02214;PF02263;PF02771;PF02881;PF03165;PF04695;PF06309;PF06346;PF06367;PF06371;PF07645;PF07651;PF07679;PF08742;PF12763;PF13405
Group	GO:0060341	regulation of cellular localization	2	5.04	4.72e-06	8.19e-05	37|425|146|3527	PF00019;PF00020;PF00027;PF00059;PF00063;PF00076;PF00085;PF00097;PF00168;PF00169;PF00307;PF00349;PF00610;PF00618;PF00622;PF00630;PF00688;PF00757;PF00778;PF00969;PF01030;PF01302;PF01391;PF01392;PF01833;PF02214;PF03727;PF04810;PF04811;PF05076;PF07686;PF12470;PF12796;PF13353;PF13405;PF13716;PF13855
Group	GO:0009886	post-embryonic morphogenesis	2	5.10	6.83e-06	1.12e-04	26|425|88|3527	PF00045;PF00063;PF00076;PF00130;PF00307;PF00373;PF00413;PF00435;PF00452;PF00651;PF01426;PF01471;PF01476;PF01833;PF03165;PF07534;PF07645;PF07679;PF07686;PF08736;PF09379;PF09380;PF10409;PF12796;PF13855;PF14259
Group	GO:0030155	regulation of cell adhesion	2	5.05	8.93e-06	1.37e-04	25|425|84|3527	PF00019;PF00063;PF00086;PF00093;PF00130;PF00149;PF00168;PF00169;PF00373;PF00651;PF00688;PF00754;PF01017;PF01391;PF01392;PF01562;PF02865;PF04811;PF06480;PF07645;PF07653;PF07679;PF10409;PF11971;PF13716
Group	GO:0016477	cell migration	2	4.80	8.90e-06	1.37e-04	43|425|185|3527	PF00019;PF00045;PF00052;PF00053;PF00057;PF00063;PF00130;PF00282;PF00307;PF00362;PF00413;PF00435;PF00515;PF00530;PF00611;PF00618;PF00688;PF00754;PF00757;PF00778;PF01030;PF01403;PF01437;PF01471;PF01562;PF01833;PF02148;PF02185;PF02214;PF06367;PF06371;PF06920;PF07645;PF07653;PF07679;PF07686;PF07965;PF08725;PF08953;PF10409;PF11971;PF13855;PF14429
Group	GO:0051056	regulation of small GTPase mediated signal transduction	2	5.11	9.16e-06	1.38e-04	22|425|69|3527	PF00063;PF00130;PF00168;PF00169;PF00610;PF00611;PF00618;PF00651;PF00780;PF01403;PF01412;PF01437;PF01833;PF02145;PF02214;PF06920;PF07653;PF07679;PF12796;PF13716;PF13855;PF14429
Group	GO:0051051	negative regulation of transport	2	5.11	1.11e-05	1.65e-04	20|425|60|3527	PF00019;PF00130;PF00168;PF00258;PF00307;PF00400;PF00611;PF00622;PF00630;PF00667;PF00688;PF01302;PF01391;PF01833;PF05076;PF12470;PF12796;PF13353;PF13405;PF13716
Group	GO:0010564	regulation of cell cycle process	2	4.79	1.42e-05	2.05e-04	32|425|124|3527	PF00019;PF00076;PF00130;PF00149;PF00168;PF00240;PF00270;PF00271;PF00400;PF00452;PF00515;PF00688;PF00870;PF01336;PF01426;PF02148;PF02185;PF02259;PF02260;PF02463;PF06733;PF07679;PF07686;PF07710;PF08064;PF08563;PF11934;PF12796;PF12895;PF13086;PF13639;PF14324
Group	GO:0051130	positive regulation of cellular component organization	2	4.73	2.13e-05	2.93e-04	28|425|104|3527	PF00019;PF00059;PF00168;PF00241;PF00400;PF00452;PF00515;PF00611;PF00688;PF00870;PF01302;PF01391;PF01403;PF01437;PF02181;PF02185;PF02463;PF03165;PF06367;PF06371;PF07653;PF07679;PF07686;PF07710;PF08563;PF12796;PF13637;PF13855
Group	GO:0035239	tube morphogenesis	2	4.68	2.35e-05	3.18e-04	29|425|110|3527	PF00019;PF00045;PF00130;PF00168;PF00307;PF00400;PF00413;PF00435;PF00564;PF00651;PF00688;PF00754;PF00870;PF00989;PF01391;PF01392;PF01403;PF01437;PF01471;PF02145;PF03165;PF04811;PF05033;PF07653;PF07679;PF07686;PF07707;PF08246;PF13855
Group	GO:0006909	phagocytosis	2	4.90	2.84e-05	3.74e-04	17|425|49|3527	PF00053;PF00057;PF00059;PF00130;PF00400;PF01033;PF01217;PF01391;PF01426;PF01562;PF07546;PF07645;PF07679;PF07686;PF08953;PF08954;PF11971
Group	GO:0007009	plasma membrane organization	2	4.97	3.39e-05	4.39e-04	14|425|36|3527	PF00063;PF00168;PF00169;PF00307;PF00435;PF00611;PF00622;PF01391;PF08150;PF08151;PF08165;PF12796;PF13405;PF13637
Group	GO:0034762	regulation of transmembrane transport	2	4.64	3.81e-05	4.88e-04	23|425|80|3527	PF00019;PF00085;PF00168;PF00254;PF00307;PF00622;PF00630;PF00688;PF00757;PF00778;PF01030;PF01302;PF01391;PF01392;PF05076;PF07653;PF12470;PF12796;PF13405;PF13637;PF13716;PF13855;PF13903
Group	GO:0021700	developmental maturation	2	4.66	4.14e-05	5.09e-04	21|425|70|3527	PF00019;PF00076;PF00130;PF00169;PF00435;PF00564;PF00567;PF00622;PF00651;PF00688;PF01833;PF02177;PF07525;PF07679;PF10608;PF12796;PF12872;PF12924;PF12925;PF13855;PF14259
Group	GO:0030163	protein catabolic process	2	4.52	4.07e-05	5.09e-04	29|425|113|3527	PF00082;PF00085;PF00097;PF00168;PF00179;PF00226;PF00240;PF00400;PF00452;PF00515;PF00622;PF00789;PF01485;PF01814;PF01841;PF02148;PF02214;PF02359;PF03256;PF04721;PF05020;PF05021;PF05922;PF07707;PF09409;PF12895;PF13519;PF13589;PF13639
Group	GO:0006468	protein phosphorylation	2	4.46	4.14e-05	5.09e-04	33|425|136|3527	PF00019;PF00027;PF00063;PF00130;PF00168;PF00169;PF00240;PF00373;PF00564;PF00611;PF00688;PF00754;PF00757;PF00780;PF00989;PF01030;PF02177;PF02185;PF02259;PF02260;PF02518;PF02865;PF03165;PF04868;PF07645;PF07653;PF07679;PF08064;PF08926;PF10436;PF12924;PF12925;PF13855
Group	GO:0016569	covalent chromatin modification	2	4.49	4.32e-05	5.24e-04	30|425|119|3527	PF00076;PF00097;PF00130;PF00168;PF00179;PF00254;PF00385;PF00400;PF00515;PF00530;PF00583;PF00622;PF01088;PF01426;PF01530;PF01753;PF02008;PF02148;PF02182;PF02259;PF02260;PF02671;PF05033;PF08295;PF09247;PF11717;PF12796;PF13831;PF13832;PF13891
Group	GO:0001558	regulation of cell growth	2	4.58	5.23e-05	6.10e-04	21|425|71|3527	PF00019;PF00086;PF00179;PF00226;PF00307;PF00435;PF00688;PF00754;PF00757;PF00870;PF01030;PF01088;PF01403;PF01437;PF01562;PF07679;PF07710;PF08563;PF10409;PF12796;PF13855
Group	GO:0030097	hemopoiesis	2	4.44	5.43e-05	6.25e-04	28|425|109|3527	PF00019;PF00063;PF00130;PF00153;PF00169;PF00452;PF00605;PF00651;PF00688;PF00780;PF00870;PF01017;PF01392;PF02218;PF02865;PF05790;PF07645;PF07679;PF07686;PF07710;PF08563;PF10401;PF11971;PF12796;PF13353;PF13637;PF13855;PF14324
Group	GO:0040029	regulation of gene expression, epigenetic	2	4.50	5.86e-05	6.58e-04	23|425|82|3527	PF00179;PF00270;PF00271;PF00385;PF00400;PF00567;PF01088;PF01426;PF02008;PF02182;PF02463;PF02881;PF04408;PF05033;PF06464;PF08210;PF09416;PF12047;PF12796;PF12872;PF12933;PF12934;PF13086
Group	GO:0051241	negative regulation of multicellular organismal process	2	4.52	6.83e-05	7.32e-04	20|425|67|3527	PF00019;PF00086;PF00122;PF00169;PF00240;PF00651;PF00688;PF00689;PF00690;PF00702;PF00969;PF01017;PF01391;PF01699;PF02865;PF06741;PF07525;PF07645;PF10409;PF12796
Group	GO:0007610	behavior	2	4.29	6.76e-05	7.32e-04	35|425|151|3527	PF00027;PF00057;PF00063;PF00076;PF00122;PF00130;PF00168;PF00282;PF00307;PF00435;PF00530;PF00564;PF00630;PF00651;PF00689;PF00690;PF00702;PF00970;PF00989;PF01017;PF01082;PF01465;PF01562;PF01699;PF02177;PF02214;PF02865;PF03712;PF07653;PF12796;PF12924;PF12925;PF13639;PF13716;PF13855
Group	GO:0006304	DNA modification	2	4.63	7.87e-05	8.14e-04	15|425|43|3527	PF00270;PF00271;PF00567;PF01426;PF02008;PF02182;PF04408;PF05033;PF06464;PF08210;PF12047;PF12796;PF12872;PF12933;PF12934
Group	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	2	4.63	7.87e-05	8.14e-04	15|425|43|3527	PF00019;PF00086;PF00093;PF00094;PF00683;PF00688;PF00870;PF00884;PF01392;PF03165;PF07645;PF08563;PF09289;PF12548;PF12796
Group	GO:0008285	negative regulation of cell proliferation	2	4.35	8.08e-05	8.27e-04	26|425|100|3527	PF00019;PF00350;PF00373;PF00688;PF00754;PF00870;PF00884;PF00969;PF01017;PF01391;PF01753;PF02145;PF02865;PF03165;PF07679;PF07686;PF07710;PF08563;PF09379;PF09380;PF10409;PF10524;PF10608;PF12548;PF13716;PF13733
Group	GO:0007015	actin filament organization	2	4.45	8.90e-05	9.01e-04	19|425|63|3527	PF00063;PF00241;PF00307;PF00373;PF00400;PF00611;PF00630;PF02181;PF02214;PF06346;PF06367;PF06371;PF07653;PF09058;PF09379;PF09380;PF10409;PF10608;PF12796
Group	GO:0010608	posttranscriptional regulation of gene expression	2	4.25	9.57e-05	9.58e-04	29|425|118|3527	PF00019;PF00076;PF00240;PF00270;PF00271;PF00307;PF00567;PF00630;PF00642;PF00757;PF01030;PF02148;PF02177;PF02463;PF02881;PF02985;PF05773;PF07973;PF08246;PF08662;PF09416;PF10409;PF12701;PF12872;PF12924;PF12925;PF13086;PF13405;PF14259
Group	GO:0051052	regulation of DNA metabolic process	2	4.36	1.02e-04	1.00e-03	21|425|74|3527	PF00019;PF00149;PF00179;PF00270;PF00271;PF00515;PF00651;PF00688;PF00870;PF01336;PF01391;PF01624;PF01751;PF02463;PF06733;PF07679;PF07710;PF08563;PF12756;PF12895;PF13086
Group	GO:0010740	positive regulation of intracellular protein kinase cascade	2	4.36	1.02e-04	1.00e-03	21|425|74|3527	PF00019;PF00020;PF00122;PF00130;PF00179;PF00240;PF00630;PF00688;PF00689;PF00690;PF00702;PF00757;PF00778;PF00780;PF01030;PF01391;PF01485;PF02218;PF07653;PF07679;PF12763
Group	GO:0007411	axon guidance	2	4.29	1.17e-04	1.13e-03	22|425|80|3527	PF00052;PF00307;PF00435;PF00630;PF00651;PF00754;PF00778;PF00780;PF01391;PF01403;PF01437;PF01833;PF02148;PF02177;PF03165;PF07645;PF07679;PF08736;PF10524;PF12924;PF12925;PF13855
Group	GO:0030705	cytoskeleton-dependent intracellular transport	2	4.41	1.42e-04	1.30e-03	15|425|45|3527	PF00063;PF00169;PF00307;PF00400;PF00435;PF00928;PF00989;PF01217;PF01602;PF02177;PF06480;PF11413;PF12924;PF12925;PF13405
Group	GO:0048732	gland development	2	4.23	1.44e-04	1.30e-03	22|425|81|3527	PF00122;PF00702;PF00754;PF00757;PF00870;PF00989;PF01017;PF01030;PF01391;PF01403;PF01553;PF01562;PF02198;PF02199;PF02865;PF03489;PF05184;PF07679;PF07686;PF08736;PF10409;PF13716
Group	GO:0002252	immune effector process	2	4.19	1.44e-04	1.30e-03	24|425|92|3527	PF00057;PF00059;PF00130;PF00270;PF00271;PF00605;PF00870;PF00969;PF01391;PF01624;PF01909;PF02138;PF02463;PF02881;PF07645;PF07679;PF07686;PF08246;PF08563;PF10401;PF10409;PF13353;PF13639;PF13855
Group	GO:0006913	nucleocytoplasmic transport	2	4.21	1.67e-04	1.44e-03	20|425|71|3527	PF00019;PF00076;PF00270;PF00271;PF00638;PF00688;PF00870;PF01017;PF01412;PF02145;PF02865;PF02985;PF03810;PF07645;PF08389;PF08506;PF08563;PF11957;PF12796;PF13405
Group	GO:0001817	regulation of cytokine production	2	4.16	1.75e-04	1.49e-03	22|425|82|3527	PF00019;PF00020;PF00059;PF00076;PF00130;PF00240;PF00271;PF00605;PF00622;PF00642;PF00651;PF00688;PF00969;PF01017;PF01391;PF02865;PF07686;PF10401;PF11648;PF12796;PF13353;PF13855
Group	GO:0035107	appendage morphogenesis	2	4.07	2.06e-04	1.63e-03	24|425|94|3527	PF00057;PF00063;PF00076;PF00130;PF00168;PF00307;PF00373;PF00435;PF00452;PF00651;PF00870;PF00884;PF01426;PF01476;PF01833;PF03165;PF07534;PF07645;PF07679;PF09379;PF12548;PF12796;PF13855;PF14259
Group	GO:0010942	positive regulation of cell death	2	4.01	2.06e-04	1.63e-03	28|425|117|3527	PF00019;PF00020;PF00169;PF00240;PF00270;PF00271;PF00307;PF00452;PF00605;PF00688;PF00870;PF01017;PF01302;PF01335;PF01391;PF01392;PF01585;PF02259;PF02260;PF02865;PF06733;PF07653;PF07679;PF07710;PF08246;PF08563;PF10409;PF13716
Group	GO:0009895	negative regulation of catabolic process	2	4.47	2.37e-04	1.78e-03	10|425|24|3527	PF00076;PF00240;PF00307;PF00630;PF00789;PF01335;PF02148;PF02259;PF02260;PF11977
Group	GO:0009798	axis specification	2	4.18	2.48e-04	1.84e-03	16|425|52|3527	PF00057;PF00063;PF00076;PF00130;PF00168;PF00400;PF00564;PF00567;PF00622;PF00651;PF00778;PF03165;PF05033;PF07525;PF12872;PF14259
Group	GO:0001763	morphogenesis of a branching structure	2	4.06	2.73e-04	2.01e-03	19|425|68|3527	PF00019;PF00045;PF00130;PF00307;PF00413;PF00435;PF00564;PF00688;PF00754;PF00870;PF01403;PF01437;PF01471;PF01833;PF07645;PF07653;PF07679;PF08246;PF13855
Group	GO:0006066	alcohol metabolic process	2	3.99	2.75e-04	2.01e-03	23|425|90|3527	PF00019;PF00027;PF00057;PF00109;PF00205;PF00282;PF00432;PF00501;PF00535;PF00688;PF00698;PF01066;PF01082;PF01565;PF01663;PF02177;PF02801;PF03712;PF03765;PF07645;PF08659;PF12924;PF12925
Group	GO:0008544	epidermis development	2	4.00	3.09e-04	2.21e-03	20|425|74|3527	PF00019;PF00063;PF00093;PF00122;PF00373;PF00400;PF00622;PF00688;PF00689;PF00702;PF00757;PF00870;PF01030;PF01391;PF01392;PF01565;PF06733;PF07679;PF12796;PF13855
Group	GO:0001654	eye development	2	3.88	3.21e-04	2.24e-03	27|425|114|3527	PF00019;PF00053;PF00063;PF00130;PF00168;PF00246;PF00373;PF00400;PF00415;PF00452;PF00564;PF00567;PF00618;PF00651;PF00688;PF01017;PF01392;PF01602;PF02865;PF07679;PF08736;PF09379;PF09380;PF10409;PF12872;PF13716;PF14324
Group	GO:0048569	post-embryonic organ development	2	3.93	3.28e-04	2.25e-03	23|425|91|3527	PF00045;PF00063;PF00076;PF00130;PF00307;PF00373;PF00413;PF00435;PF00452;PF00651;PF01426;PF01471;PF01476;PF01833;PF03165;PF07534;PF07645;PF07679;PF07686;PF09379;PF12796;PF13855;PF14259
Group	GO:0006605	protein targeting	2	3.86	3.25e-04	2.25e-03	28|425|120|3527	PF00019;PF00168;PF00226;PF00307;PF00432;PF00435;PF00515;PF00638;PF00675;PF00688;PF00870;PF01017;PF01428;PF02145;PF02865;PF02881;PF02985;PF03810;PF04695;PF05193;PF07645;PF08389;PF08506;PF08563;PF10559;PF12796;PF13405;PF13855
Group	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	2	3.90	3.67e-04	2.48e-03	22|425|86|3527	PF00019;PF00130;PF00168;PF00169;PF00307;PF00618;PF00688;PF00754;PF00757;PF00884;PF01017;PF01030;PF02145;PF02865;PF07525;PF07645;PF07653;PF07679;PF07686;PF10409;PF12548;PF13855
Group	GO:0008283	cell proliferation	2	3.78	3.66e-04	2.48e-03	32|425|145|3527	PF00019;PF00020;PF00027;PF00076;PF00086;PF00130;PF00254;PF00452;PF00501;PF00530;PF00564;PF00688;PF00870;PF01017;PF01392;PF01433;PF02148;PF02182;PF02198;PF02865;PF03165;PF07653;PF07679;PF07686;PF07710;PF08506;PF08563;PF09058;PF10409;PF10608;PF12148;PF13639
Group	GO:0048737	imaginal disc-derived appendage development	2	3.99	3.83e-04	2.56e-03	17|425|59|3527	PF00063;PF00076;PF00130;PF00307;PF00373;PF00435;PF00651;PF01426;PF01476;PF01833;PF03165;PF07534;PF07645;PF09379;PF12796;PF13855;PF14259
Group	GO:0051240	positive regulation of multicellular organismal process	2	3.84	4.06e-04	2.67e-03	24|425|98|3527	PF00019;PF00027;PF00122;PF00130;PF00168;PF00169;PF00271;PF00605;PF00688;PF00689;PF00690;PF00702;PF01017;PF01391;PF01699;PF02865;PF07645;PF07679;PF10401;PF11648;PF12796;PF13353;PF13716;PF13855
Group	GO:0016337	cell-cell adhesion	2	4.02	4.11e-04	2.69e-03	15|425|49|3527	PF00059;PF00122;PF00169;PF00373;PF00688;PF00689;PF00690;PF00702;PF00884;PF07679;PF07686;PF09058;PF10608;PF12548;PF13855
Group	GO:0006955	immune response	2	3.74	4.25e-04	2.72e-03	31|425|140|3527	PF00057;PF00059;PF00085;PF00130;PF00240;PF00271;PF00350;PF00605;PF00651;PF00870;PF00969;PF01017;PF01033;PF01391;PF01624;PF02263;PF02865;PF03172;PF07645;PF07679;PF07686;PF08246;PF08563;PF10401;PF10409;PF11648;PF11971;PF12697;PF12796;PF13639;PF13855
Group	GO:0032446	protein modification by small protein conjugation	2	3.78	4.33e-04	2.75e-03	27|425|116|3527	PF00097;PF00168;PF00179;PF00240;PF00415;PF00622;PF00630;PF00651;PF00899;PF01485;PF01814;PF02148;PF02182;PF02214;PF02225;PF03256;PF05773;PF07707;PF10585;PF12796;PF12894;PF12895;PF12906;PF13599;PF13637;PF13639;PF14324
Group	GO:0051248	negative regulation of protein metabolic process	2	3.76	4.35e-04	2.75e-03	28|425|122|3527	PF00019;PF00076;PF00226;PF00240;PF00307;PF00373;PF00400;PF00452;PF00630;PF00688;PF00789;PF01335;PF01391;PF01585;PF02145;PF02148;PF05773;PF07525;PF09379;PF09380;PF11934;PF11977;PF12701;PF12796;PF13405;PF13716;PF13905;PF14259
Group	GO:0007018	microtubule-based movement	2	3.91	4.77e-04	2.99e-03	17|425|60|3527	PF00063;PF00169;PF00307;PF00400;PF00435;PF00928;PF00989;PF01217;PF01302;PF01602;PF02177;PF03133;PF06480;PF11413;PF12924;PF12925;PF13405
Group	GO:0043549	regulation of kinase activity	2	3.70	4.93e-04	3.07e-03	30|425|135|3527	PF00019;PF00027;PF00097;PF00169;PF00240;PF00400;PF00415;PF00564;PF00688;PF00778;PF00780;PF01391;PF01392;PF01585;PF02145;PF02177;PF04868;PF07525;PF07645;PF07653;PF07679;PF09379;PF09380;PF11934;PF12796;PF12924;PF12925;PF13405;PF13716;PF13855
Group	GO:0044057	regulation of system process	2	3.68	5.79e-04	3.49e-03	27|425|118|3527	PF00019;PF00027;PF00063;PF00122;PF00130;PF00168;PF00169;PF00254;PF00258;PF00435;PF00618;PF00667;PF00688;PF00689;PF00690;PF00702;PF01391;PF01699;PF01833;PF02214;PF03226;PF07653;PF07679;PF07686;PF10608;PF12796;PF13855
Group	GO:0045927	positive regulation of growth	2	3.83	5.89e-04	3.52e-03	17|425|61|3527	PF00063;PF00072;PF00133;PF00168;PF00169;PF00270;PF00271;PF00630;PF00757;PF00989;PF01017;PF01030;PF02865;PF03165;PF12796;PF13405;PF13716
Group	GO:1901214	regulation of neuron death	2	3.84	6.62e-04	3.91e-03	15|425|51|3527	PF00082;PF00168;PF00169;PF00452;PF00630;PF00870;PF01392;PF05922;PF07653;PF07679;PF07710;PF08563;PF12763;PF13716;PF13855
Group	GO:0033365	protein localization to organelle	2	3.64	6.67e-04	3.91e-03	26|425|113|3527	PF00019;PF00168;PF00226;PF00240;PF00307;PF00350;PF00435;PF00515;PF00638;PF00675;PF00688;PF00870;PF00999;PF01017;PF02145;PF02865;PF02881;PF03810;PF04695;PF05193;PF07645;PF08389;PF08506;PF08563;PF10559;PF12796
Group	GO:0000279	M phase	2	3.52	8.48e-04	4.83e-03	29|425|133|3527	PF00130;PF00149;PF00179;PF00240;PF00270;PF00271;PF00307;PF00385;PF00400;PF00567;PF00630;PF00651;PF00780;PF01624;PF01715;PF01751;PF02148;PF02259;PF02260;PF02463;PF02518;PF04408;PF07679;PF07686;PF07707;PF12765;PF12796;PF12895;PF13589
Group	GO:0031589	cell-substrate adhesion	2	3.83	8.75e-04	4.88e-03	12|425|37|3527	PF00086;PF00094;PF00362;PF01391;PF01392;PF01826;PF06119;PF07645;PF07686;PF08725;PF08742;PF13637
Group	GO:0072657	protein localization to membrane	2	3.83	8.75e-04	4.88e-03	12|425|37|3527	PF00053;PF00169;PF00611;PF00630;PF01391;PF01392;PF07653;PF07679;PF10608;PF12796;PF13405;PF13637
Group	GO:0042176	regulation of protein catabolic process	2	3.79	8.85e-04	4.88e-03	13|425|42|3527	PF00240;PF00307;PF00373;PF00400;PF00515;PF00630;PF00778;PF00789;PF01335;PF02148;PF07525;PF11977;PF14324
Group	GO:0010769	regulation of cell morphogenesis involved in differentiation	2	3.67	8.84e-04	4.88e-03	17|425|63|3527	PF00019;PF00086;PF00307;PF00435;PF00515;PF00688;PF00780;PF01403;PF01437;PF01562;PF01833;PF02181;PF03165;PF06367;PF06371;PF07679;PF13855
Group	GO:0017038	protein import	2	3.67	8.84e-04	4.88e-03	17|425|63|3527	PF00019;PF00226;PF00400;PF00515;PF00638;PF00675;PF00688;PF00870;PF01017;PF02145;PF02865;PF03810;PF04695;PF05193;PF07645;PF08563;PF12796
Group	GO:0071310	cellular response to organic substance	2	3.40	9.18e-04	4.93e-03	45|425|237|3527	PF00019;PF00020;PF00072;PF00076;PF00093;PF00130;PF00168;PF00169;PF00179;PF00226;PF00240;PF00270;PF00271;PF00307;PF00400;PF00452;PF00583;PF00605;PF00622;PF00688;PF00754;PF00757;PF00969;PF01017;PF01030;PF01391;PF01909;PF02199;PF02263;PF02463;PF02518;PF02760;PF02865;PF02881;PF03165;PF03489;PF05184;PF07525;PF07653;PF07679;PF07686;PF10401;PF10409;PF13639;PF13855
Group	GO:0050890	cognition	2	3.66	9.61e-04	5.00e-03	16|425|58|3527	PF00057;PF00122;PF00530;PF00564;PF00630;PF00689;PF00690;PF00702;PF01699;PF02177;PF04756;PF07653;PF12924;PF12925;PF13639;PF13716
Group	GO:1900542	regulation of purine nucleotide metabolic process	2	3.57	9.67e-04	5.00e-03	21|425|86|3527	PF00027;PF00063;PF00130;PF00168;PF00169;PF00226;PF00307;PF00610;PF00611;PF00618;PF00780;PF01403;PF01412;PF01437;PF02145;PF06920;PF07653;PF11971;PF13716;PF13855;PF14429
Group	GO:0051216	cartilage development	2	3.68	1.13e-03	5.73e-03	13|425|43|3527	PF00019;PF00052;PF00053;PF00057;PF00093;PF00688;PF00884;PF01391;PF03165;PF07645;PF07679;PF10524;PF12548
Group	GO:0051494	negative regulation of cytoskeleton organization	2	3.72	1.14e-03	5.75e-03	12|425|38|3527	PF00086;PF00241;PF00254;PF00307;PF00400;PF00435;PF00622;PF01302;PF07653;PF08953;PF08954;PF12796
Group	GO:0032844	regulation of homeostatic process	2	3.55	1.16e-03	5.83e-03	18|425|70|3527	PF00019;PF00057;PF00168;PF00179;PF00254;PF00307;PF00452;PF00622;PF00688;PF00969;PF01017;PF02198;PF02865;PF03226;PF12796;PF13405;PF13637;PF13716
Group	GO:0044265	cellular macromolecule catabolic process	2	3.34	1.21e-03	6.00e-03	37|425|187|3527	PF00082;PF00085;PF00097;PF00168;PF00179;PF00226;PF00240;PF00271;PF00400;PF00452;PF00515;PF00622;PF00642;PF00789;PF01485;PF01624;PF01814;PF01909;PF02148;PF02214;PF02260;PF02359;PF03167;PF03256;PF05020;PF05021;PF05922;PF06058;PF07707;PF09416;PF12842;PF12895;PF13086;PF13519;PF13589;PF13639;PF14259
Group	GO:0032535	regulation of cellular component size	2	3.53	1.29e-03	6.34e-03	17|425|65|3527	PF00130;PF00168;PF00169;PF00241;PF00307;PF00400;PF00435;PF01403;PF01437;PF01562;PF02145;PF02181;PF07653;PF07679;PF08953;PF10409;PF13855
Group	GO:0060249	anatomical structure homeostasis	2	3.45	1.33e-03	6.44e-03	21|425|88|3527	PF00059;PF00082;PF00270;PF00271;PF00373;PF00435;PF00452;PF01336;PF01391;PF02259;PF02260;PF02463;PF02765;PF06733;PF07679;PF07686;PF08246;PF08736;PF09379;PF09380;PF12796
Group	GO:0045596	negative regulation of cell differentiation	2	3.39	1.33e-03	6.44e-03	26|425|118|3527	PF00019;PF00086;PF00307;PF00515;PF00605;PF00630;PF00642;PF00688;PF00778;PF00780;PF00870;PF01017;PF01391;PF01403;PF02177;PF02463;PF02865;PF03165;PF07645;PF07679;PF08563;PF12796;PF12924;PF12925;PF13716;PF14259
