#Created by dcGO at 26/04/2016 10:42:29 (day/month/year hour:min:sec)
GO_ID	GO_name	GO_subontology	slim_level
GO:0021536	diencephalon development	biological_process	Informative
GO:0006760	folic acid-containing compound metabolic process	biological_process	Informative
GO:0006270	DNA replication initiation	biological_process	Informative
GO:1900244	positive regulation of synaptic vesicle endocytosis	biological_process	Informative
GO:0032715	negative regulation of interleukin-6 production	biological_process	Informative
GO:0022037	metencephalon development	biological_process	Informative
GO:0048070	regulation of developmental pigmentation	biological_process	Informative
GO:0050853	B cell receptor signaling pathway	biological_process	Informative
GO:0007224	smoothened signaling pathway	biological_process	Informative
GO:0070168	negative regulation of biomineral tissue development	biological_process	Informative
GO:0072202	cell differentiation involved in metanephros development	biological_process	Informative
GO:0009252	peptidoglycan biosynthetic process	biological_process	Informative
GO:0051156	glucose 6-phosphate metabolic process	biological_process	Informative
GO:0015696	ammonium transport	biological_process	Informative
GO:0097191	extrinsic apoptotic signaling pathway	biological_process	Informative
GO:0051148	negative regulation of muscle cell differentiation	biological_process	Informative
GO:2001015	negative regulation of skeletal muscle cell differentiation	biological_process	Informative
GO:0046324	regulation of glucose import	biological_process	Informative
GO:0032689	negative regulation of interferon-gamma production	biological_process	Informative
GO:0060612	adipose tissue development	biological_process	Informative
GO:0014850	response to muscle activity	biological_process	Informative
GO:0032692	negative regulation of interleukin-1 production	biological_process	Informative
GO:1904036	negative regulation of epithelial cell apoptotic process	biological_process	Informative
GO:0006835	dicarboxylic acid transport	biological_process	Informative
GO:0044380	protein localization to cytoskeleton	biological_process	Informative
GO:0010824	regulation of centrosome duplication	biological_process	Informative
GO:0007349	cellularization	biological_process	Informative
GO:0010738	regulation of protein kinase A signaling	biological_process	Informative
GO:0035071	salivary gland cell autophagic cell death	biological_process	Informative
GO:0019934	cGMP-mediated signaling	biological_process	Informative
GO:0016574	histone ubiquitination	biological_process	Informative
GO:0097090	presynaptic membrane organization	biological_process	Informative
GO:0009793	embryo development ending in seed dormancy	biological_process	Informative
GO:0006273	lagging strand elongation	biological_process	Informative
GO:0097530	granulocyte migration	biological_process	Informative
GO:0033233	regulation of protein sumoylation	biological_process	Informative
GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	biological_process	Informative
GO:0010863	positive regulation of phospholipase C activity	biological_process	Informative
GO:0071262	regulation of translational initiation in response to starvation	biological_process	Informative
GO:0060415	muscle tissue morphogenesis	biological_process	Informative
GO:0035567	non-canonical Wnt signaling pathway	biological_process	Informative
GO:0071938	vitamin A transport	biological_process	Informative
GO:0045162	clustering of voltage-gated sodium channels	biological_process	Informative
GO:0090598	male anatomical structure morphogenesis	biological_process	Informative
GO:0007616	long-term memory	biological_process	Informative
GO:0032148	activation of protein kinase B activity	biological_process	Informative
GO:0051693	actin filament capping	biological_process	Informative
GO:0072074	kidney mesenchyme development	biological_process	Informative
GO:0035162	embryonic hemopoiesis	biological_process	Informative
GO:0006566	threonine metabolic process	biological_process	Informative
GO:0033273	response to vitamin	biological_process	Informative
GO:0097107	postsynaptic density assembly	biological_process	Informative
GO:0050830	defense response to Gram-positive bacterium	biological_process	Informative
GO:0061098	positive regulation of protein tyrosine kinase activity	biological_process	Informative
GO:0015701	bicarbonate transport	biological_process	Informative
GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	biological_process	Informative
GO:0043388	positive regulation of DNA binding	biological_process	Informative
GO:1901292	nucleoside phosphate catabolic process	biological_process	Informative
GO:0010524	positive regulation of calcium ion transport into cytosol	biological_process	Informative
GO:0072666	establishment of protein localization to vacuole	biological_process	Informative
GO:0018107	peptidyl-threonine phosphorylation	biological_process	Informative
GO:2000637	positive regulation of gene silencing by miRNA	biological_process	Informative
GO:0048730	epidermis morphogenesis	biological_process	Informative
GO:0046879	hormone secretion	biological_process	Informative
GO:0010803	regulation of tumor necrosis factor-mediated signaling pathway	biological_process	Informative
GO:0071555	cell wall organization	biological_process	Informative
GO:1904427	positive regulation of calcium ion transmembrane transport	biological_process	Informative
GO:0030838	positive regulation of actin filament polymerization	biological_process	Informative
GO:0042168	heme metabolic process	biological_process	Informative
GO:0010248	establishment or maintenance of transmembrane electrochemical gradient	biological_process	Informative
GO:0060439	trachea morphogenesis	biological_process	Informative
GO:1904894	positive regulation of STAT cascade	biological_process	Informative
GO:0002449	lymphocyte mediated immunity	biological_process	Informative
GO:0032727	positive regulation of interferon-alpha production	biological_process	Informative
GO:0006734	NADH metabolic process	biological_process	Informative
GO:0043407	negative regulation of MAP kinase activity	biological_process	Informative
GO:0001890	placenta development	biological_process	Informative
GO:0040019	positive regulation of embryonic development	biological_process	Informative
GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process	Informative
GO:2000766	negative regulation of cytoplasmic translation	biological_process	Informative
GO:2000108	positive regulation of leukocyte apoptotic process	biological_process	Informative
GO:0001960	negative regulation of cytokine-mediated signaling pathway	biological_process	Informative
GO:1903725	regulation of phospholipid metabolic process	biological_process	Informative
GO:0019218	regulation of steroid metabolic process	biological_process	Informative
GO:0048524	positive regulation of viral process	biological_process	Informative
GO:0071108	protein K48-linked deubiquitination	biological_process	Informative
GO:0090399	replicative senescence	biological_process	Informative
GO:0000022	mitotic spindle elongation	biological_process	Informative
GO:0001910	regulation of leukocyte mediated cytotoxicity	biological_process	Informative
GO:0009065	glutamine family amino acid catabolic process	biological_process	Informative
GO:0045599	negative regulation of fat cell differentiation	biological_process	Informative
GO:0000387	spliceosomal snRNP assembly	biological_process	Informative
GO:0051496	positive regulation of stress fiber assembly	biological_process	Informative
GO:0001510	RNA methylation	biological_process	Informative
GO:0009225	nucleotide-sugar metabolic process	biological_process	Informative
GO:0044331	cell-cell adhesion mediated by cadherin	biological_process	Informative
GO:0045667	regulation of osteoblast differentiation	biological_process	Informative
GO:0046902	regulation of mitochondrial membrane permeability	biological_process	Informative
GO:0046006	regulation of activated T cell proliferation	biological_process	Informative
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	biological_process	Informative
GO:0045806	negative regulation of endocytosis	biological_process	Informative
GO:0002275	myeloid cell activation involved in immune response	biological_process	Informative
GO:0035023	regulation of Rho protein signal transduction	biological_process	Informative
GO:2000278	regulation of DNA biosynthetic process	biological_process	Informative
GO:0061217	regulation of mesonephros development	biological_process	Informative
GO:0035457	cellular response to interferon-alpha	biological_process	Informative
GO:0002260	lymphocyte homeostasis	biological_process	Informative
GO:0042462	eye photoreceptor cell development	biological_process	Informative
GO:0071766	Actinobacterium-type cell wall biogenesis	biological_process	Informative
GO:0009164	nucleoside catabolic process	biological_process	Informative
GO:2001234	negative regulation of apoptotic signaling pathway	biological_process	Informative
GO:0006779	porphyrin-containing compound biosynthetic process	biological_process	Informative
GO:0046782	regulation of viral transcription	biological_process	Informative
GO:0043534	blood vessel endothelial cell migration	biological_process	Informative
GO:0006026	aminoglycan catabolic process	biological_process	Informative
GO:0014037	Schwann cell differentiation	biological_process	Informative
GO:1902692	regulation of neuroblast proliferation	biological_process	Informative
GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	biological_process	Informative
GO:2000242	negative regulation of reproductive process	biological_process	Informative
GO:1905099	positive regulation of guanyl-nucleotide exchange factor activity	biological_process	Informative
GO:0010811	positive regulation of cell-substrate adhesion	biological_process	Informative
GO:0016101	diterpenoid metabolic process	biological_process	Informative
GO:0001941	postsynaptic membrane organization	biological_process	Informative
GO:0002695	negative regulation of leukocyte activation	biological_process	Informative
GO:0046888	negative regulation of hormone secretion	biological_process	Informative
GO:0045761	regulation of adenylate cyclase activity	biological_process	Informative
GO:0009268	response to pH	biological_process	Informative
GO:0006641	triglyceride metabolic process	biological_process	Informative
GO:0007218	neuropeptide signaling pathway	biological_process	Informative
GO:0051055	negative regulation of lipid biosynthetic process	biological_process	Informative
GO:0050715	positive regulation of cytokine secretion	biological_process	Informative
GO:0048008	platelet-derived growth factor receptor signaling pathway	biological_process	Informative
GO:2001236	regulation of extrinsic apoptotic signaling pathway	biological_process	Informative
GO:1902807	negative regulation of cell cycle G1/S phase transition	biological_process	Informative
GO:0046580	negative regulation of Ras protein signal transduction	biological_process	Informative
GO:0051349	positive regulation of lyase activity	biological_process	Informative
GO:0048507	meristem development	biological_process	Informative
GO:0097502	mannosylation	biological_process	Informative
GO:0051298	centrosome duplication	biological_process	Informative
GO:0001885	endothelial cell development	biological_process	Informative
GO:0072337	modified amino acid transport	biological_process	Informative
GO:0045980	negative regulation of nucleotide metabolic process	biological_process	Informative
GO:0009826	unidimensional cell growth	biological_process	Informative
GO:2000479	regulation of cAMP-dependent protein kinase activity	biological_process	Informative
GO:2000532	regulation of renal albumin absorption	biological_process	Informative
GO:0046889	positive regulation of lipid biosynthetic process	biological_process	Informative
GO:2000331	regulation of terminal button organization	biological_process	Informative
GO:0009250	glucan biosynthetic process	biological_process	Informative
GO:0038007	netrin-activated signaling pathway	biological_process	Informative
GO:0032790	ribosome disassembly	biological_process	Informative
GO:0006739	NADP metabolic process	biological_process	Informative
GO:0072676	lymphocyte migration	biological_process	Informative
GO:2000779	regulation of double-strand break repair	biological_process	Informative
GO:0007304	chorion-containing eggshell formation	biological_process	Informative
GO:0006307	DNA dealkylation involved in DNA repair	biological_process	Informative
GO:0033627	cell adhesion mediated by integrin	biological_process	Informative
GO:0006986	response to unfolded protein	biological_process	Informative
GO:0009073	aromatic amino acid family biosynthetic process	biological_process	Informative
GO:0022406	membrane docking	biological_process	Informative
GO:0045778	positive regulation of ossification	biological_process	Informative
GO:0060317	cardiac epithelial to mesenchymal transition	biological_process	Informative
GO:0045947	negative regulation of translational initiation	biological_process	Informative
GO:0003104	positive regulation of glomerular filtration	biological_process	Informative
GO:0061327	anterior Malpighian tubule development	biological_process	Informative
GO:0072111	cell proliferation involved in kidney development	biological_process	Informative
GO:0042559	pteridine-containing compound biosynthetic process	biological_process	Informative
GO:0044091	membrane biogenesis	biological_process	Informative
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	biological_process	Informative
GO:0016226	iron-sulfur cluster assembly	biological_process	Informative
GO:0019228	neuronal action potential	biological_process	Informative
GO:0072307	regulation of metanephric nephron tubule epithelial cell differentiation	biological_process	Informative
GO:0051384	response to glucocorticoid	biological_process	Informative
GO:0018208	peptidyl-proline modification	biological_process	Informative
GO:0010669	epithelial structure maintenance	biological_process	Informative
GO:0051445	regulation of meiotic cell cycle	biological_process	Informative
GO:0042908	xenobiotic transport	biological_process	Informative
GO:0048520	positive regulation of behavior	biological_process	Informative
GO:0045639	positive regulation of myeloid cell differentiation	biological_process	Informative
GO:0060628	regulation of ER to Golgi vesicle-mediated transport	biological_process	Informative
GO:0048240	sperm capacitation	biological_process	Informative
GO:0014742	positive regulation of muscle hypertrophy	biological_process	Informative
GO:0006342	chromatin silencing	biological_process	Informative
GO:2000243	positive regulation of reproductive process	biological_process	Informative
GO:0042755	eating behavior	biological_process	Informative
GO:0042345	regulation of NF-kappaB import into nucleus	biological_process	Informative
GO:0006636	unsaturated fatty acid biosynthetic process	biological_process	Informative
GO:0046825	regulation of protein export from nucleus	biological_process	Informative
GO:0035545	determination of left/right asymmetry in nervous system	biological_process	Informative
GO:0030042	actin filament depolymerization	biological_process	Informative
GO:1903312	negative regulation of mRNA metabolic process	biological_process	Informative
GO:0010463	mesenchymal cell proliferation	biological_process	Informative
GO:0043966	histone H3 acetylation	biological_process	Informative
GO:2000705	regulation of dense core granule biogenesis	biological_process	Informative
GO:0046662	regulation of oviposition	biological_process	Informative
GO:0001659	temperature homeostasis	biological_process	Informative
GO:1903670	regulation of sprouting angiogenesis	biological_process	Informative
GO:1901798	positive regulation of signal transduction by p53 class mediator	biological_process	Informative
GO:0006941	striated muscle contraction	biological_process	Informative
GO:0000578	embryonic axis specification	biological_process	Informative
GO:0008584	male gonad development	biological_process	Informative
GO:0032196	transposition	biological_process	Informative
GO:0002440	production of molecular mediator of immune response	biological_process	Informative
GO:0042542	response to hydrogen peroxide	biological_process	Informative
GO:0032651	regulation of interleukin-1 beta production	biological_process	Informative
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	biological_process	Informative
GO:1903793	positive regulation of anion transport	biological_process	Informative
GO:0006536	glutamate metabolic process	biological_process	Informative
GO:0046579	positive regulation of Ras protein signal transduction	biological_process	Informative
GO:0000132	establishment of mitotic spindle orientation	biological_process	Informative
GO:0033159	negative regulation of protein import into nucleus, translocation	biological_process	Informative
GO:0086012	membrane depolarization during cardiac muscle cell action potential	biological_process	Informative
GO:0002285	lymphocyte activation involved in immune response	biological_process	Informative
GO:0071625	vocalization behavior	biological_process	Informative
GO:0045580	regulation of T cell differentiation	biological_process	Informative
GO:0042472	inner ear morphogenesis	biological_process	Informative
GO:0072348	sulfur compound transport	biological_process	Informative
GO:0031281	positive regulation of cyclase activity	biological_process	Informative
GO:0007266	Rho protein signal transduction	biological_process	Informative
GO:0070536	protein K63-linked deubiquitination	biological_process	Informative
GO:0072156	distal tubule morphogenesis	biological_process	Informative
GO:0070294	renal sodium ion absorption	biological_process	Informative
GO:0010410	hemicellulose metabolic process	biological_process	Informative
GO:0043502	regulation of muscle adaptation	biological_process	Informative
GO:0006505	GPI anchor metabolic process	biological_process	Informative
GO:0035176	social behavior	biological_process	Informative
GO:0009115	xanthine catabolic process	biological_process	Informative
GO:0035357	peroxisome proliferator activated receptor signaling pathway	biological_process	Informative
GO:0032728	positive regulation of interferon-beta production	biological_process	Informative
GO:2000351	regulation of endothelial cell apoptotic process	biological_process	Informative
GO:0048669	collateral sprouting in absence of injury	biological_process	Informative
GO:0030447	filamentous growth	biological_process	Informative
GO:0006672	ceramide metabolic process	biological_process	Informative
GO:0042255	ribosome assembly	biological_process	Informative
GO:0032729	positive regulation of interferon-gamma production	biological_process	Informative
GO:0001649	osteoblast differentiation	biological_process	Informative
GO:0007205	protein kinase C-activating G-protein coupled receptor signaling pathway	biological_process	Informative
GO:0009082	branched-chain amino acid biosynthetic process	biological_process	Informative
GO:1990390	protein K33-linked ubiquitination	biological_process	Informative
GO:0034340	response to type I interferon	biological_process	Informative
GO:0010676	positive regulation of cellular carbohydrate metabolic process	biological_process	Informative
GO:0043171	peptide catabolic process	biological_process	Informative
GO:0043415	positive regulation of skeletal muscle tissue regeneration	biological_process	Informative
GO:0006801	superoxide metabolic process	biological_process	Informative
GO:0050433	regulation of catecholamine secretion	biological_process	Informative
GO:0007062	sister chromatid cohesion	biological_process	Informative
GO:0043406	positive regulation of MAP kinase activity	biological_process	Informative
GO:0046718	viral entry into host cell	biological_process	Informative
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	biological_process	Informative
GO:0006805	xenobiotic metabolic process	biological_process	Informative
GO:0002793	positive regulation of peptide secretion	biological_process	Informative
GO:0002224	toll-like receptor signaling pathway	biological_process	Informative
GO:0038084	vascular endothelial growth factor signaling pathway	biological_process	Informative
GO:1903510	mucopolysaccharide metabolic process	biological_process	Informative
GO:0044033	multi-organism metabolic process	biological_process	Informative
GO:0042753	positive regulation of circadian rhythm	biological_process	Informative
GO:1902476	chloride transmembrane transport	biological_process	Informative
GO:0019400	alditol metabolic process	biological_process	Informative
GO:0006777	Mo-molybdopterin cofactor biosynthetic process	biological_process	Informative
GO:0006551	leucine metabolic process	biological_process	Informative
GO:0031664	regulation of lipopolysaccharide-mediated signaling pathway	biological_process	Informative
GO:0031670	cellular response to nutrient	biological_process	Informative
GO:0046037	GMP metabolic process	biological_process	Informative
GO:0010923	negative regulation of phosphatase activity	biological_process	Informative
GO:0007379	segment specification	biological_process	Informative
GO:0032414	positive regulation of ion transmembrane transporter activity	biological_process	Informative
GO:0046058	cAMP metabolic process	biological_process	Informative
GO:0009414	response to water deprivation	biological_process	Informative
GO:0090237	regulation of arachidonic acid secretion	biological_process	Informative
GO:0034122	negative regulation of toll-like receptor signaling pathway	biological_process	Informative
GO:0060259	regulation of feeding behavior	biological_process	Informative
GO:0034101	erythrocyte homeostasis	biological_process	Informative
GO:0006383	transcription from RNA polymerase III promoter	biological_process	Informative
GO:0035434	copper ion transmembrane transport	biological_process	Informative
GO:0009908	flower development	biological_process	Informative
GO:0030166	proteoglycan biosynthetic process	biological_process	Informative
GO:0002700	regulation of production of molecular mediator of immune response	biological_process	Informative
GO:0030587	sorocarp development	biological_process	Informative
GO:0035987	endodermal cell differentiation	biological_process	Informative
GO:0035279	mRNA cleavage involved in gene silencing by miRNA	biological_process	Informative
GO:0030639	polyketide biosynthetic process	biological_process	Informative
GO:1902106	negative regulation of leukocyte differentiation	biological_process	Informative
GO:0046627	negative regulation of insulin receptor signaling pathway	biological_process	Informative
GO:0021872	forebrain generation of neurons	biological_process	Informative
GO:0050891	multicellular organismal water homeostasis	biological_process	Informative
GO:0086019	cell-cell signaling involved in cardiac conduction	biological_process	Informative
GO:0009086	methionine biosynthetic process	biological_process	Informative
GO:0006768	biotin metabolic process	biological_process	Informative
GO:0032456	endocytic recycling	biological_process	Informative
GO:0071825	protein-lipid complex subunit organization	biological_process	Informative
GO:0006213	pyrimidine nucleoside metabolic process	biological_process	Informative
GO:0008542	visual learning	biological_process	Informative
GO:0031503	protein complex localization	biological_process	Informative
GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator	biological_process	Informative
GO:0033227	dsRNA transport	biological_process	Informative
GO:0030422	production of siRNA involved in RNA interference	biological_process	Informative
GO:1901800	positive regulation of proteasomal protein catabolic process	biological_process	Informative
GO:1902743	regulation of lamellipodium organization	biological_process	Informative
GO:0035967	cellular response to topologically incorrect protein	biological_process	Informative
GO:0045992	negative regulation of embryonic development	biological_process	Informative
GO:0035006	melanization defense response	biological_process	Informative
GO:0032108	negative regulation of response to nutrient levels	biological_process	Informative
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	biological_process	Informative
GO:0021545	cranial nerve development	biological_process	Informative
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	biological_process	Informative
GO:0060065	uterus development	biological_process	Informative
GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	biological_process	Informative
GO:0036119	response to platelet-derived growth factor	biological_process	Informative
GO:0044803	multi-organism membrane organization	biological_process	Informative
GO:0010464	regulation of mesenchymal cell proliferation	biological_process	Informative
GO:0050880	regulation of blood vessel size	biological_process	Informative
GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process	Informative
GO:0045071	negative regulation of viral genome replication	biological_process	Informative
GO:0006906	vesicle fusion	biological_process	Informative
GO:0072178	nephric duct morphogenesis	biological_process	Informative
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	biological_process	Informative
GO:0045921	positive regulation of exocytosis	biological_process	Informative
GO:0045649	regulation of macrophage differentiation	biological_process	Informative
GO:0016241	regulation of macroautophagy	biological_process	Informative
GO:0002833	positive regulation of response to biotic stimulus	biological_process	Informative
GO:0045646	regulation of erythrocyte differentiation	biological_process	Informative
GO:0071392	cellular response to estradiol stimulus	biological_process	Informative
GO:0035672	oligopeptide transmembrane transport	biological_process	Informative
GO:0043647	inositol phosphate metabolic process	biological_process	Informative
GO:1901532	regulation of hematopoietic progenitor cell differentiation	biological_process	Informative
GO:0070192	chromosome organization involved in meiotic cell cycle	biological_process	Informative
GO:0045058	T cell selection	biological_process	Informative
GO:2000269	regulation of fibroblast apoptotic process	biological_process	Informative
GO:0030539	male genitalia development	biological_process	Informative
GO:0007351	tripartite regional subdivision	biological_process	Informative
GO:0032663	regulation of interleukin-2 production	biological_process	Informative
GO:0045920	negative regulation of exocytosis	biological_process	Informative
GO:0031648	protein destabilization	biological_process	Informative
GO:0042147	retrograde transport, endosome to Golgi	biological_process	Informative
GO:0070228	regulation of lymphocyte apoptotic process	biological_process	Informative
GO:0048483	autonomic nervous system development	biological_process	Informative
GO:0007443	Malpighian tubule morphogenesis	biological_process	Informative
GO:0071472	cellular response to salt stress	biological_process	Informative
GO:0043266	regulation of potassium ion transport	biological_process	Informative
GO:0006879	cellular iron ion homeostasis	biological_process	Informative
GO:0046835	carbohydrate phosphorylation	biological_process	Informative
GO:0002573	myeloid leukocyte differentiation	biological_process	Informative
GO:0035215	genital disc development	biological_process	Informative
GO:0051443	positive regulation of ubiquitin-protein transferase activity	biological_process	Informative
GO:0032892	positive regulation of organic acid transport	biological_process	Informative
GO:0032526	response to retinoic acid	biological_process	Informative
GO:0035010	encapsulation of foreign target	biological_process	Informative
GO:0030301	cholesterol transport	biological_process	Informative
GO:0009312	oligosaccharide biosynthetic process	biological_process	Informative
GO:0019682	glyceraldehyde-3-phosphate metabolic process	biological_process	Informative
GO:0018342	protein prenylation	biological_process	Informative
GO:0032506	cytokinetic process	biological_process	Informative
GO:0045357	regulation of interferon-beta biosynthetic process	biological_process	Informative
GO:0010822	positive regulation of mitochondrion organization	biological_process	Informative
GO:0030804	positive regulation of cyclic nucleotide biosynthetic process	biological_process	Informative
GO:0071806	protein transmembrane transport	biological_process	Informative
GO:0090662	ATP hydrolysis coupled transmembrane transport	biological_process	Informative
GO:0015721	bile acid and bile salt transport	biological_process	Informative
GO:0034111	negative regulation of homotypic cell-cell adhesion	biological_process	Informative
GO:0071378	cellular response to growth hormone stimulus	biological_process	Informative
GO:0009452	7-methylguanosine RNA capping	biological_process	Informative
GO:0000731	DNA synthesis involved in DNA repair	biological_process	Informative
GO:0003333	amino acid transmembrane transport	biological_process	Informative
GO:0001751	compound eye photoreceptor cell differentiation	biological_process	Informative
GO:0016556	mRNA modification	biological_process	Informative
GO:0051966	regulation of synaptic transmission, glutamatergic	biological_process	Informative
GO:0018198	peptidyl-cysteine modification	biological_process	Informative
GO:0090330	regulation of platelet aggregation	biological_process	Informative
GO:0014842	regulation of skeletal muscle satellite cell proliferation	biological_process	Informative
GO:2000379	positive regulation of reactive oxygen species metabolic process	biological_process	Informative
GO:0045844	positive regulation of striated muscle tissue development	biological_process	Informative
GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	biological_process	Informative
GO:0090109	regulation of cell-substrate junction assembly	biological_process	Informative
GO:2000179	positive regulation of neural precursor cell proliferation	biological_process	Informative
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	biological_process	Informative
GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	biological_process	Informative
GO:0006626	protein targeting to mitochondrion	biological_process	Informative
GO:0043162	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	biological_process	Informative
GO:0060219	camera-type eye photoreceptor cell differentiation	biological_process	Informative
GO:0043967	histone H4 acetylation	biological_process	Informative
GO:0042102	positive regulation of T cell proliferation	biological_process	Informative
GO:0007608	sensory perception of smell	biological_process	Informative
GO:0090403	oxidative stress-induced premature senescence	biological_process	Informative
GO:0097035	regulation of membrane lipid distribution	biological_process	Informative
GO:0060999	positive regulation of dendritic spine development	biological_process	Informative
GO:0042116	macrophage activation	biological_process	Informative
GO:0006303	double-strand break repair via nonhomologous end joining	biological_process	Informative
GO:0030148	sphingolipid biosynthetic process	biological_process	Informative
GO:0050728	negative regulation of inflammatory response	biological_process	Informative
GO:0001657	ureteric bud development	biological_process	Informative
GO:0030032	lamellipodium assembly	biological_process	Informative
GO:0001843	neural tube closure	biological_process	Informative
GO:0061036	positive regulation of cartilage development	biological_process	Informative
GO:0006367	transcription initiation from RNA polymerase II promoter	biological_process	Informative
GO:0007179	transforming growth factor beta receptor signaling pathway	biological_process	Informative
GO:0043401	steroid hormone mediated signaling pathway	biological_process	Informative
GO:0010470	regulation of gastrulation	biological_process	Informative
GO:1901019	regulation of calcium ion transmembrane transporter activity	biological_process	Informative
GO:1900373	positive regulation of purine nucleotide biosynthetic process	biological_process	Informative
GO:0010965	regulation of mitotic sister chromatid separation	biological_process	Informative
GO:0045072	regulation of interferon-gamma biosynthetic process	biological_process	Informative
GO:0033209	tumor necrosis factor-mediated signaling pathway	biological_process	Informative
GO:0016578	histone deubiquitination	biological_process	Informative
GO:2000045	regulation of G1/S transition of mitotic cell cycle	biological_process	Informative
GO:2001012	mesenchymal cell differentiation involved in renal system development	biological_process	Informative
GO:0033120	positive regulation of RNA splicing	biological_process	Informative
GO:0010954	positive regulation of protein processing	biological_process	Informative
GO:0010216	maintenance of DNA methylation	biological_process	Informative
GO:0045740	positive regulation of DNA replication	biological_process	Informative
GO:0014858	positive regulation of skeletal muscle cell proliferation	biological_process	Informative
GO:0033238	regulation of cellular amine metabolic process	biological_process	Informative
GO:0071404	cellular response to low-density lipoprotein particle stimulus	biological_process	Informative
GO:0009083	branched-chain amino acid catabolic process	biological_process	Informative
GO:0019915	lipid storage	biological_process	Informative
GO:0007293	germarium-derived egg chamber formation	biological_process	Informative
GO:0072529	pyrimidine-containing compound catabolic process	biological_process	Informative
GO:0031018	endocrine pancreas development	biological_process	Informative
GO:0045176	apical protein localization	biological_process	Informative
GO:0045475	locomotor rhythm	biological_process	Informative
GO:0050832	defense response to fungus	biological_process	Informative
GO:0032814	regulation of natural killer cell activation	biological_process	Informative
GO:0034308	primary alcohol metabolic process	biological_process	Informative
GO:1903578	regulation of ATP metabolic process	biological_process	Informative
GO:0046677	response to antibiotic	biological_process	Informative
GO:0098781	ncRNA transcription	biological_process	Informative
GO:0000154	rRNA modification	biological_process	Informative
GO:0035316	non-sensory hair organization	biological_process	Informative
GO:0006086	acetyl-CoA biosynthetic process from pyruvate	biological_process	Informative
GO:0021782	glial cell development	biological_process	Informative
GO:0071321	cellular response to cGMP	biological_process	Informative
GO:0032732	positive regulation of interleukin-1 production	biological_process	Informative
GO:0032204	regulation of telomere maintenance	biological_process	Informative
GO:0007586	digestion	biological_process	Informative
GO:0070206	protein trimerization	biological_process	Informative
GO:0031113	regulation of microtubule polymerization	biological_process	Informative
GO:0035206	regulation of hemocyte proliferation	biological_process	Informative
GO:0051341	regulation of oxidoreductase activity	biological_process	Informative
GO:0032374	regulation of cholesterol transport	biological_process	Informative
GO:0045354	regulation of interferon-alpha biosynthetic process	biological_process	Informative
GO:0015858	nucleoside transport	biological_process	Informative
GO:0031058	positive regulation of histone modification	biological_process	Informative
GO:0046349	amino sugar biosynthetic process	biological_process	Informative
GO:1902652	secondary alcohol metabolic process	biological_process	Informative
GO:0035159	regulation of tube length, open tracheal system	biological_process	Informative
GO:0045428	regulation of nitric oxide biosynthetic process	biological_process	Informative
GO:0045661	regulation of myoblast differentiation	biological_process	Informative
GO:0016126	sterol biosynthetic process	biological_process	Informative
GO:0043467	regulation of generation of precursor metabolites and energy	biological_process	Informative
GO:0001945	lymph vessel development	biological_process	Informative
GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	biological_process	Informative
GO:0032495	response to muramyl dipeptide	biological_process	Informative
GO:0010692	regulation of alkaline phosphatase activity	biological_process	Informative
GO:0043506	regulation of JUN kinase activity	biological_process	Informative
GO:0050857	positive regulation of antigen receptor-mediated signaling pathway	biological_process	Informative
GO:0006007	glucose catabolic process	biological_process	Informative
GO:0051785	positive regulation of nuclear division	biological_process	Informative
GO:0002168	instar larval development	biological_process	Informative
GO:0070528	protein kinase C signaling	biological_process	Informative
GO:0009649	entrainment of circadian clock	biological_process	Informative
GO:0072382	minus-end-directed vesicle transport along microtubule	biological_process	Informative
GO:0002708	positive regulation of lymphocyte mediated immunity	biological_process	Informative
GO:0034720	histone H3-K4 demethylation	biological_process	Informative
GO:0032095	regulation of response to food	biological_process	Informative
GO:0017158	regulation of calcium ion-dependent exocytosis	biological_process	Informative
GO:0050907	detection of chemical stimulus involved in sensory perception	biological_process	Informative
GO:0048580	regulation of post-embryonic development	biological_process	Informative
GO:0006911	phagocytosis, engulfment	biological_process	Informative
GO:0046068	cGMP metabolic process	biological_process	Informative
GO:0048384	retinoic acid receptor signaling pathway	biological_process	Informative
