Gene	Switch	Driver	NumInteractions	Lost	Gained	Kept	FracLost	FracGained	FracKept
2035	uc001brj.1-uc009vtl.1	No driver	3	0	0	3	0	0	1
3984	uc003uaa.1-uc003uab.2	No driver	6	0	0	6	0	0	1
3984	uc003uaa.1-uc010lbl.1	No driver	6	6	0	0	1	0	0
27067	uc003xzp.2-uc011lfg.1	No driver	2	0	0	2	0	0	1
1845	uc002ied.3-uc002ief.1	No driver	2	0	0	2	0	0	1
2782	uc001aif.2-uc009vky.2	Driver	8	0	0	8	0	0	1
183	uc001hty.3-uc009xfe.2	No driver	1	0	0	1	0	0	1
183	uc001hty.3-uc009xff.2	No driver	1	0	0	1	0	0	1
10482	uc001nvf.1-uc001nvg.1	No driver	11	8	0	3	0.727272727272727	0	0.272727272727273
10125	uc001zke.3-uc010bbg.2	Driver	1	0	0	1	0	0	1
51378	uc002wei.2-uc010zpn.1	No driver	1	0	0	1	0	0	1
10946	uc001cci.2-uc010oik.1	Driver	1	0	0	1	0	0	1
2108	uc002bbt.2-uc010bkq.1	No driver	1	0	0	1	0	0	1
10523	uc002nei.1-uc010xpg.1	No driver	1	0	0	1	0	0	1
8027	uc001ipj.1-uc009xjw.1	No driver	6	6	0	0	1	0	0
473	uc001apd.2-uc001apf.2	No driver	4	0	4	0	0	1	0
6837	uc004cdd.2-uc004cdc.2	No driver	1	0	0	1	0	0	1
4045	uc003ebs.2-uc003ebt.2	No driver	2	0	2	0	0	1	0
4045	uc003ebt.2-uc003ebs.2	No driver	2	2	0	0	1	0	0
51422	uc003wki.2-uc003wkk.2	No driver	5	0	0	5	0	0	1
4855	uc003obb.2-uc011dpt.1	Driver	1	0	0	1	0	0	1
28988	uc003tjp.3-uc011kbs.1	No driver	3	1	0	2	0.333333333333333	0	0.666666666666667
2244	uc003ioa.3-uc003ioc.3	No driver	3	1	0	2	0.333333333333333	0	0.666666666666667
2263	uc010qtj.1-uc010qtk.1	Driver	3	0	0	3	0	0	1
3735	uc002fer.2-uc002fes.2	No driver	4	0	0	4	0	0	1
7407	uc003nxe.2-uc003nxf.1	No driver	4	3	0	1	0.75	0	0.25
54433	uc003hzt.2-uc010imi.2	No driver	2	0	0	2	0	0	1
5213	uc001rrc.2-uc001rrg.1	No driver	2	0	0	2	0	0	1
2521	uc002ebf.2-uc002ebh.2	Driver	15	0	0	15	0	0	1
2521	uc002ebf.2-uc002ebe.1	Driver	15	15	0	0	1	0	0
2521	uc010caj.1-uc002ebg.2	Driver	15	0	0	15	0	0	1
8504	uc003qjl.2-uc011edx.1	No driver	1	0	0	1	0	0	1
57522	uc001srv.2-uc010ssp.1	Driver	1	0	0	1	0	0	1
57522	uc010ssp.1-uc001srv.2	Driver	1	0	0	1	0	0	1
81532	uc010qwy.1-uc001ltq.1	No driver	1	0	0	1	0	0	1
84061	uc004fof.2-uc004fog.3	No driver	2	2	0	0	1	0	0
9020	uc002iiw.1-uc002iiu.1	No driver	3	0	0	3	0	0	1
4929	uc002tyz.3-uc002tyx.3	Driver	2	0	0	2	0	0	1
4077	uc010whv.1-uc010whw.1	No driver	2	2	0	0	1	0	0
51460	uc003dgh.2-uc010hmr.2	No driver	1	1	0	0	1	0	0
1739	uc003fxn.3-uc003fxo.3	Driver	16	0	0	16	0	0	1
1739	uc003fxn.3-uc011bud.1	Driver	16	0	0	16	0	0	1
1739	uc011bue.1-uc011bud.1	Driver	16	0	0	16	0	0	1
3383	uc002mnq.2-uc010xle.1	No driver	3	3	0	0	1	0	0
9379	uc001oap.2-uc001oaq.2	No driver	1	0	0	1	0	0	1
9379	uc001oap.2-uc001oao.2	No driver	1	0	0	1	0	0	1
8470	uc003iyb.2-uc003iyc.2	No driver	11	0	0	11	0	0	1
8470	uc003iyp.2-uc003iyc.2	No driver	11	0	11	0	0	1	0
51444	uc002kxg.2-uc002kxh.2	No driver	1	1	0	0	1	0	0
9559	uc001jpb.2-uc001jpd.2	No driver	1	0	0	1	0	0	1
54869	uc002qis.3-uc002qiw.2	No driver	2	0	0	2	0	0	1
84271	uc003bcu.2-uc003bcv.2	No driver	1	0	0	1	0	0	1
84271	uc003bcu.2-uc011apr.1	No driver	1	1	0	0	1	0	0
5998	uc004bia.2-uc004bhw.2	Driver	2	0	0	2	0	0	1
5998	uc004bia.2-uc011lxh.1	Driver	2	0	0	2	0	0	1
5998	uc011lxh.1-uc004bhw.2	Driver	2	0	0	2	0	0	1
2872	uc002lus.2-uc002luq.1	Driver	4	0	0	4	0	0	1
2872	uc002lus.2-uc002lur.2	Driver	4	0	0	4	0	0	1
5607	uc002aqu.2-uc002aqw.2	No driver	7	0	0	7	0	0	1
5607	uc002aqu.2-uc002aqx.2	No driver	7	0	0	7	0	0	1
5607	uc002aqu.2-uc002aqv.2	No driver	7	0	0	7	0	0	1
10239	uc002boq.3-uc010bnt.2	No driver	2	2	0	0	1	0	0
10239	uc002boq.3-uc002bos.3	No driver	2	0	0	2	0	0	1
4811	uc001hxo.2-uc009xgc.2	No driver	3	0	0	3	0	0	1
9064	uc009vsw.1-uc001bny.1	No driver	1	0	0	1	0	0	1
57647	uc001ugy.2-uc001ugz.1	No driver	2	1	0	1	0.5	0	0.5
5252	uc003oeh.2-uc010jux.2	No driver	3	3	0	0	1	0	0
5252	uc003oeh.2-uc011drh.1	No driver	3	3	0	0	1	0	0
11171	uc001rdc.3-uc001rdd.3	No driver	8	0	0	8	0	0	1
5778	uc001gxm.1-uc010ppv.1	No driver	2	0	0	2	0	0	1
994	uc002wjl.2-uc002wjq.2	No driver	7	0	0	7	0	0	1
994	uc010gbc.2-uc002wjq.2	No driver	7	0	0	7	0	0	1
4172	uc003pan.1-uc011dwu.1	Driver	7	0	0	7	0	0	1
1977	uc011cea.1-uc003hue.2	No driver	10	0	0	10	0	0	1
23370	uc002mgh.2-uc002mgj.1	No driver	1	0	0	1	0	0	1
3842	uc003kck.3-uc003kcg.3	Driver	6	0	0	6	0	0	1
112483	uc002gib.1-uc002gic.2	No driver	2	0	2	0	0	1	0
49856	uc001ako.2-uc001akn.3	No driver	6	0	0	6	0	0	1
115426	uc003zjy.2-uc003zkb.2	No driver	11	11	0	0	1	0	0
11080	uc001dij.2-uc010orn.1	No driver	1	0	0	1	0	0	1
5993	uc001exv.1-uc010pcx.1	No driver	1	0	0	1	0	0	1
84148	uc002eay.2-uc002ebb.2	No driver	2	2	0	0	1	0	0
666	uc002wbq.2-uc002wbr.2	No driver	2	2	0	0	1	0	0
22803	uc002wsf.1-uc010zsk.1	No driver	1	0	0	1	0	0	1
22803	uc002wsf.1-uc002wsh.1	No driver	1	1	0	0	1	0	0
6622	uc003hsp.2-uc010ikt.2	No driver	1	0	0	1	0	0	1
23368	uc001yof.1-uc010awv.1	No driver	3	3	0	0	1	0	0
79885	uc003bxy.2-uc011aux.1	No driver	1	0	0	1	0	0	1
9039	uc003dno.2-uc011bfz.1	No driver	3	0	0	3	0	0	1
2241	uc003kop.1-uc011cvg.1	No driver	4	0	0	4	0	0	1
4163	uc003kqj.3-uc003kql.3	No driver	2	0	2	0	0	1	0
405	uc001evr.1-uc001evs.1	Driver	10	0	0	10	0	0	1
405	uc001evr.1-uc010pck.1	Driver	10	10	0	0	1	0	0
23263	uc001vsr.2-uc010tjs.1	No driver	3	0	0	3	0	0	1
8650	uc001xob.1-uc001xny.1	Driver	3	0	0	3	0	0	1
54882	uc003lfw.2-uc003lfu.1	No driver	1	0	1	0	0	1	0
54882	uc003lfv.1-uc003lfu.1	No driver	1	0	0	1	0	0	1
9958	uc001src.1-uc001srb.1	No driver	1	0	0	1	0	0	1
865	uc002era.2-uc010vja.1	Driver	2	0	0	2	0	0	1
1173	uc003fmw.2-uc003fmx.2	No driver	3	0	0	3	0	0	1
10039	uc003dbz.2-uc003dby.2	No driver	1	0	0	1	0	0	1
2972	uc001yql.2-uc001yqk.2	No driver	1	0	0	1	0	0	1
1997	uc001uxs.2-uc010tfc.1	Driver	1	0	0	1	0	0	1
10728	uc001slu.3-uc009zox.2	No driver	3	3	0	0	1	0	0
55342	uc004bnv.2-uc004bnr.2	No driver	1	0	0	1	0	0	1
23360	uc001ngj.2-uc001ngi.2	No driver	1	1	0	0	1	0	0
5087	uc001gcs.2-uc001gct.2	Driver	9	0	0	9	0	0	1
5087	uc001gcs.2-uc010pkv.1	Driver	9	0	0	9	0	0	1
7494	uc003aed.2-uc011akl.1	No driver	4	0	0	4	0	0	1
1508	uc003wut.1-uc003wuu.2	No driver	3	0	0	3	0	0	1
1508	uc003wun.2-uc011kxl.1	No driver	3	0	0	3	0	0	1
1508	uc003wut.1-uc011kxl.1	No driver	3	0	0	3	0	0	1
84962	uc001whz.2-uc001why.2	Driver	1	0	0	1	0	0	1
3301	uc003zsd.1-uc011lnt.1	No driver	3	1	0	2	0.333333333333333	0	0.666666666666667
11107	uc003idp.1-uc010inf.2	No driver	1	0	1	0	0	1	0
2901	uc002osj.1-uc002osi.1	No driver	3	0	0	3	0	0	1
6950	uc003qsr.2-uc003qst.2	No driver	8	0	0	8	0	0	1
5565	uc001epe.2-uc010ozn.1	No driver	5	5	0	0	1	0	0
5914	uc002hun.1-uc002huk.1	Driver	14	0	0	14	0	0	1
5914	uc002hul.3-uc010wfe.1	Driver	14	2	0	12	0.142857142857143	0	0.857142857142857
5914	uc002hun.1-uc002hul.3	Driver	14	0	0	14	0	0	1
11340	uc001uwc.2-uc001uwa.2	No driver	9	0	9	0	0	1	0
10658	uc001nfl.2-uc010rhm.1	No driver	1	0	0	1	0	0	1
6311	uc001tsi.2-uc001tsg.2	No driver	1	0	0	1	0	0	1
26354	uc003dfd.2-uc003dff.2	No driver	3	0	0	3	0	0	1
5573	uc002jhi.2-uc002jhk.2	Driver	8	1	0	7	0.125	0	0.875
4088	uc010ujs.1-uc010ujr.1	Driver	30	0	0	30	0	0	1
4088	uc010ujs.1-uc010ujt.1	Driver	30	1	0	29	0.0333333333333333	0	0.966666666666667
1401	uc001ftw.2-uc001fty.1	No driver	2	2	0	0	1	0	0
6456	uc011lmy.1-uc003zna.2	No driver	7	0	0	7	0	0	1
5611	uc001vmq.2-uc001vmr.2	No driver	4	0	0	4	0	0	1
51291	uc010xrb.1-uc002nnd.2	No driver	1	0	0	1	0	0	1
51291	uc002nnd.2-uc010xrc.1	No driver	1	0	0	1	0	0	1
92714	uc004cns.2-uc004cnp.1	No driver	4	0	0	4	0	0	1
22808	uc003esi.3-uc011bmj.1	No driver	5	0	0	5	0	0	1
3622	uc011ckk.1-uc003ivs.1	No driver	3	0	0	3	0	0	1
25827	uc003cfp.2-uc011axp.1	No driver	3	3	0	0	1	0	0
8997	uc003ehj.2-uc003ehk.2	Driver	2	0	2	0	0	1	0
8997	uc011bjz.1-uc003ehk.2	Driver	2	0	1	1	0	0.5	0.5
5725	uc002lpp.2-uc002lps.2	No driver	9	0	0	9	0	0	1
5725	uc002lpp.2-uc002lpu.1	No driver	9	0	0	9	0	0	1
1520	uc001evo.1-uc001evn.2	No driver	1	0	0	1	0	0	1
1520	uc001evo.1-uc010pcj.1	No driver	1	0	0	1	0	0	1
1022	uc003jvs.3-uc003jvu.3	No driver	14	0	0	14	0	0	1
134353	uc003lxf.1-uc003lxe.1	No driver	1	0	1	0	0	1	0
57062	uc001ycj.2-uc010twr.1	No driver	2	0	0	2	0	0	1
2064	uc002hso.2-uc010wek.1	Driver	63	0	0	63	0	0	1
10627	uc002kls.2-uc002klr.2	No driver	3	0	0	3	0	0	1
10627	uc002klr.2-uc002kls.2	No driver	3	0	0	3	0	0	1
7088	uc004alz.2-uc011lsr.1	No driver	12	0	0	12	0	0	1
608	uc010buz.2-uc002dbv.2	Driver	1	0	0	1	0	0	1
86	uc003fjw.2-uc003fjx.2	No driver	3	0	0	3	0	0	1
3673	uc011cqe.1-uc011cqc.1	No driver	1	0	1	0	0	1	0
3673	uc003joy.2-uc011cqc.1	No driver	1	0	0	1	0	0	1
3673	uc003joy.2-uc011cqd.1	No driver	1	1	0	0	1	0	0
8087	uc003fks.2-uc003fkq.2	Driver	2	0	0	2	0	0	1
8087	uc003fkr.2-uc011bqk.1	Driver	2	0	0	2	0	0	1
7075	uc001ciu.2-uc010okg.1	No driver	2	0	0	2	0	0	1
8473	uc004eaa.1-uc004eac.2	No driver	3	0	0	3	0	0	1
8473	uc004eaa.1-uc004ead.2	No driver	3	3	0	0	1	0	0
959	uc010nsd.2-uc004faa.2	No driver	1	0	0	1	0	0	1
959	uc004faa.2-uc010nsd.2	No driver	1	0	0	1	0	0	1
8925	uc002amp.2-uc002amo.2	No driver	1	1	0	0	1	0	0
5431	uc003hcl.1-uc003hcm.1	Driver	9	1	0	8	0.111111111111111	0	0.888888888888889
8036	uc001kzl.3-uc010qrg.1	No driver	2	0	2	0	0	1	0
7273	uc002umq.2-uc010zfj.1	No driver	13	0	10	3	0	0.769230769230769	0.230769230769231
5866	uc001nso.2-uc001nsp.2	No driver	2	0	0	2	0	0	1
8450	uc004esv.2-uc010nqq.2	Driver	22	0	0	22	0	0	1
25	uc004bzw.2-uc004bzv.2	Driver	50	0	0	50	0	0	1
11321	uc010ymc.1-uc010ymb.1	No driver	1	0	0	1	0	0	1
11321	uc010ymc.1-uc010yma.1	No driver	1	0	0	1	0	0	1
1462	uc003kij.3-uc003kil.3	No driver	10	5	0	5	0.5	0	0.5
1462	uc003kij.3-uc003kik.3	No driver	10	0	0	10	0	0	1
8899	uc011dhv.1-uc003mvv.2	No driver	2	0	2	0	0	1	0
10892	uc002lhm.1-uc002lhn.1	Driver	1	0	0	1	0	0	1
825	uc001zpr.1-uc010udg.1	No driver	3	1	0	2	0.333333333333333	0	0.666666666666667
5318	uc010skj.1-uc001rlk.3	No driver	6	0	0	6	0	0	1
5318	uc001rlk.3-uc010skj.1	No driver	6	0	0	6	0	0	1
5889	uc002iwu.2-uc002iwt.1	No driver	5	5	0	0	1	0	0
3159	uc003oix.2-uc003ojd.2	Driver	4	0	0	4	0	0	1
4763	uc002hgg.2-uc010wbu.1	Driver	1	1	0	0	1	0	0
5364	uc003csx.2-uc003cst.2	No driver	3	1	0	2	0.333333333333333	0	0.666666666666667
1009	uc002eoi.2-uc010cdn.2	Driver	2	2	0	0	1	0	0
2553	uc001zya.2-uc010ufg.1	No driver	1	0	0	1	0	0	1
2553	uc001zya.2-uc001zyb.2	No driver	1	0	0	1	0	0	1
2553	uc001zyb.2-uc001zye.2	No driver	1	0	0	1	0	0	1
23236	uc002wna.2-uc002wnb.2	Driver	2	0	0	2	0	0	1
4507	uc003zph.2-uc011lnl.1	No driver	1	0	0	1	0	0	1
11269	uc002eyo.2-uc010vlx.1	No driver	1	0	0	1	0	0	1
79008	uc002dsx.2-uc002dst.2	No driver	1	1	0	0	1	0	0
3039	uc002cfx.1-uc002cfy.1	No driver	1	0	0	1	0	0	1
3039	uc002cfy.1-uc002cfx.1	No driver	1	0	0	1	0	0	1
6233	uc002ryk.2-uc002ryl.2	No driver	18	18	0	0	1	0	0
5211	uc002zel.2-uc002zem.2	No driver	2	0	0	2	0	0	1
1316	uc001iha.2-uc010qak.1	Driver	2	2	0	0	1	0	0
9371	uc002wxq.2-uc010ztw.1	No driver	1	0	0	1	0	0	1
4306	uc003ilj.3-uc010iph.2	No driver	1	1	0	0	1	0	0
25970	uc002drk.2-uc010vdd.1	No driver	7	0	0	7	0	0	1
2317	uc010hne.2-uc003djm.2	Driver	4	0	0	4	0	0	1
2317	uc003djj.2-uc003djm.2	Driver	4	0	0	4	0	0	1
5909	uc001bew.2-uc001bex.2	No driver	2	0	0	2	0	0	1
152503	uc010ipm.2-uc003imb.2	No driver	1	0	0	1	0	0	1
9150	uc002lnh.1-uc002lni.1	No driver	1	0	0	1	0	0	1
260425	uc001edk.2-uc009wgo.2	No driver	4	4	0	0	1	0	0
1677	uc001alc.2-uc001alb.2	No driver	2	2	0	0	1	0	0
1677	uc001alc.2-uc001ald.2	No driver	2	2	0	0	1	0	0
1825	uc002kwj.3-uc002kwi.3	No driver	4	0	0	4	0	0	1
84440	uc002hgo.2-uc002hgn.1	No driver	1	0	0	1	0	0	1
5879	uc003spx.2-uc003spw.2	Driver	41	0	0	41	0	0	1
9351	uc002cok.2-uc002coi.2	No driver	10	0	0	10	0	0	1
4678	uc001coj.1-uc001coi.1	No driver	2	0	0	2	0	0	1
9266	uc002pji.2-uc002pjj.3	No driver	4	0	4	0	0	1	0
6418	uc011mbj.1-uc004bvt.3	Driver	2	0	0	2	0	0	1
6418	uc004bvu.3-uc011mbj.1	Driver	2	0	0	2	0	0	1
8569	uc001cqc.2-uc010ome.1	No driver	3	0	0	3	0	0	1
51741	uc002ffk.2-uc010che.2	No driver	2	0	0	2	0	0	1
4809	uc003bav.2-uc003bat.2	No driver	21	0	0	21	0	0	1
348995	uc003qmz.2-uc003qmx.3	No driver	4	4	0	0	1	0	0
7016	uc003zxa.2-uc010mks.2	No driver	1	1	0	0	1	0	0
114088	uc001wyx.3-uc001wyz.3	No driver	1	0	0	1	0	0	1
5869	uc001siv.2-uc009zog.2	No driver	5	0	0	5	0	0	1
773	uc002mwv.3-uc002mwx.3	No driver	1	0	0	1	0	0	1
10733	uc003ifo.2-uc011cgt.1	No driver	1	0	0	1	0	0	1
11060	uc002exv.1-uc002exw.1	No driver	6	0	0	6	0	0	1
11060	uc002exv.1-uc010vln.1	No driver	6	0	0	6	0	0	1
1153	uc002lrr.3-uc002lrt.2	No driver	2	0	0	2	0	0	1
51534	uc003qiw.2-uc011edt.1	No driver	2	2	0	0	1	0	0
4882	uc003zyd.2-uc010mlb.2	No driver	1	0	0	1	0	0	1
5646	uc003ztl.3-uc003ztj.3	No driver	1	0	0	1	0	0	1
5646	uc003ztj.3-uc003ztl.3	No driver	1	0	0	1	0	0	1
1813	uc010rwv.1-uc001pob.3	No driver	2	0	0	2	0	0	1
5747	uc003yvu.2-uc011ljp.1	No driver	33	11	0	22	0.333333333333333	0	0.666666666666667
143187	uc001kzz.2-uc001kzx.2	Driver	5	5	0	0	1	0	0
5824	uc001fvs.2-uc001fvt.2	No driver	6	0	0	6	0	0	1
4857	uc001wpy.2-uc001wqb.2	No driver	1	0	0	1	0	0	1
27086	uc003doi.2-uc003dok.2	Driver	2	0	0	2	0	0	1
10228	uc010pnq.1-uc010pnr.1	No driver	8	0	0	8	0	0	1
7011	uc001vxe.2-uc010tlf.1	No driver	1	1	0	0	1	0	0
7011	uc001vxe.2-uc010ahk.2	No driver	1	1	0	0	1	0	0
8831	uc010juy.2-uc010juz.2	No driver	3	2	0	1	0.666666666666667	0	0.333333333333333
26191	uc001eds.2-uc001edt.2	No driver	1	0	0	1	0	0	1
23189	uc003zgt.1-uc003zgl.1	No driver	1	0	0	1	0	0	1
23189	uc003zgt.1-uc010mgx.1	No driver	1	0	0	1	0	0	1
23189	uc003zgn.1-uc010mgx.1	No driver	1	0	0	1	0	0	1
3105	uc003nol.2-uc003non.2	Driver	7	0	0	7	0	0	1
5195	uc001arn.2-uc010oam.1	No driver	1	1	0	0	1	0	0
5195	uc001arn.2-uc009vmv.2	No driver	1	1	0	0	1	0	0
5195	uc001arn.2-uc010oan.1	No driver	1	0	0	1	0	0	1
91445	uc003akb.2-uc003ake.2	No driver	7	0	0	7	0	0	1
56852	uc003brd.2-uc003bre.2	No driver	4	4	0	0	1	0	0
6667	uc010sog.1-uc001scw.2	No driver	9	0	0	9	0	0	1
8898	uc001pft.2-uc001pfu.2	No driver	1	0	0	1	0	0	1
64398	uc001xjc.2-uc001xjd.2	No driver	5	0	0	5	0	0	1
7186	uc004cjv.2-uc010nbw.2	No driver	46	0	0	46	0	0	1
10921	uc002cpx.2-uc002cpw.2	No driver	40	0	0	40	0	0	1
1105	uc003knf.2-uc010jbn.2	No driver	3	3	0	0	1	0	0
283349	uc001sse.2-uc001ssd.2	No driver	2	0	0	2	0	0	1
3752	uc001ebv.1-uc001ebu.1	No driver	1	0	0	1	0	0	1
3752	uc001ebu.1-uc001ebv.1	No driver	1	0	0	1	0	0	1
2059	uc009zif.2-uc010shv.1	No driver	8	0	0	8	0	0	1
10238	uc002jbc.2-uc002jbb.2	No driver	1	1	0	0	1	0	0
10238	uc002jbc.2-uc010wpn.1	No driver	1	0	0	1	0	0	1
1479	uc001mui.2-uc001muh.2	No driver	2	0	2	0	0	1	0
8454	uc003wey.2-uc003wez.2	Driver	39	0	0	39	0	0	1
8454	uc003wey.2-uc003wfa.2	Driver	39	0	0	39	0	0	1
11275	uc003irb.2-uc011cjm.1	No driver	3	0	0	3	0	0	1
11275	uc003irb.2-uc010ira.2	No driver	3	2	0	1	0.666666666666667	0	0.333333333333333
900	uc003lzb.2-uc011del.1	No driver	2	2	0	0	1	0	0
2065	uc001sjh.2-uc001sjl.2	Driver	41	3	0	38	0.0731707317073171	0	0.926829268292683
2065	uc010sqb.1-uc001sjl.2	Driver	38	0	0	38	0	0	1
5819	uc002ozw.1-uc002ozv.2	No driver	5	0	0	5	0	0	1
5819	uc002ozv.2-uc002ozw.1	No driver	5	0	0	5	0	0	1
6499	uc003nyn.1-uc011dov.1	No driver	4	0	0	4	0	0	1
6344	uc002tma.2-uc002tlz.2	No driver	2	2	0	0	1	0	0
9180	uc003jln.1-uc003jlm.1	No driver	1	1	0	0	1	0	0
9180	uc003jln.1-uc011cpj.1	No driver	1	1	0	0	1	0	0
831	uc003kmh.2-uc003kma.1	Driver	1	0	0	1	0	0	1
989	uc011kav.1-uc003tey.2	No driver	4	0	0	4	0	0	1
26086	uc004chd.2-uc004che.2	No driver	1	0	0	1	0	0	1
26086	uc004chd.2-uc011mdu.1	No driver	1	0	0	1	0	0	1
27342	uc010lag.2-uc003tvg.2	No driver	3	1	0	2	0.333333333333333	0	0.666666666666667
8516	uc010qcb.1-uc001ioc.1	No driver	1	0	0	1	0	0	1
8516	uc001ioc.1-uc010qcb.1	No driver	1	0	0	1	0	0	1
8502	uc002uaa.2-uc002uad.2	No driver	2	2	0	0	1	0	0
665	uc003xex.1-uc010luh.1	No driver	1	0	0	1	0	0	1
5902	uc002zro.1-uc002zrp.2	No driver	3	0	0	3	0	0	1
7536	uc001obb.1-uc010rnn.1	No driver	4	0	0	4	0	0	1
7536	uc001obc.1-uc001obe.1	No driver	4	0	0	4	0	0	1
7536	uc001obb.1-uc010rnm.1	No driver	4	4	0	0	1	0	0
7536	uc001obd.1-uc001obe.1	No driver	4	0	0	4	0	0	1
25843	uc002uun.3-uc010fsn.2	No driver	1	0	0	1	0	0	1
6683	uc002roc.2-uc002rod.2	No driver	1	0	0	1	0	0	1
2676	uc003lco.2-uc003lcn.2	No driver	1	0	0	1	0	0	1
2676	uc003lcn.2-uc003lco.2	No driver	1	0	0	1	0	0	1
5536	uc002pem.2-uc010xya.1	No driver	4	2	0	2	0.5	0	0.5
57060	uc003dcl.1-uc003dcj.1	No driver	3	0	0	3	0	0	1
57060	uc003dcl.1-uc003dcf.1	No driver	3	0	0	3	0	0	1
8801	uc003dna.3-uc010hob.2	No driver	1	0	0	1	0	0	1
81669	uc001afh.2-uc001afg.1	No driver	1	0	0	1	0	0	1
81669	uc001afi.2-uc001aff.1	No driver	1	0	0	1	0	0	1
51426	uc003kdw.2-uc003kef.2	No driver	1	0	0	1	0	0	1
90102	uc003dyc.2-uc003dyg.2	No driver	1	0	0	1	0	0	1
90102	uc003dyc.2-uc003dyh.2	No driver	1	0	0	1	0	0	1
90102	uc003dyc.2-uc003dyj.2	No driver	1	0	0	1	0	0	1
177	uc003oal.1-uc003oak.1	No driver	1	1	0	0	1	0	0
7846	uc001rtp.2-uc009zlg.2	Driver	9	0	0	9	0	0	1
355	uc001kfr.2-uc010qne.1	Driver	11	11	0	0	1	0	0
355	uc001kfr.2-uc001kft.2	Driver	11	0	0	11	0	0	1
1017	uc001sit.3-uc010spy.1	No driver	77	0	0	77	0	0	1
25791	uc002vts.2-uc010fyg.1	No driver	1	0	0	1	0	0	1
25791	uc002vts.2-uc010zmm.1	No driver	1	0	0	1	0	0	1
51253	uc001cxa.3-uc001cxc.3	No driver	1	0	0	1	0	0	1
3437	uc001kgf.2-uc001kgg.2	No driver	3	0	0	3	0	0	1
51343	uc002lxt.2-uc002lxv.2	No driver	15	0	0	15	0	0	1
4050	uc003nuk.2-uc003nul.2	No driver	2	2	0	0	1	0	0
2281	uc002rer.2-uc002reu.2	No driver	1	1	0	0	1	0	0
2281	uc002rer.2-uc002res.2	No driver	1	0	0	1	0	0	1
6240	uc001lyw.3-uc010qyd.1	No driver	2	0	0	2	0	0	1
6135	uc001bhm.2-uc001bhk.2	No driver	19	0	0	19	0	0	1
3939	uc001mok.3-uc009yho.2	Driver	1	0	0	1	0	0	1
3939	uc001mok.3-uc010rdc.1	Driver	1	0	0	1	0	0	1
3939	uc001mok.3-uc010rdd.1	Driver	1	0	0	1	0	0	1
7041	uc002ecd.1-uc010caq.1	No driver	3	2	0	1	0.666666666666667	0	0.333333333333333
5154	uc003sis.2-uc003sir.2	No driver	2	0	0	2	0	0	1
5154	uc003sir.2-uc003sis.2	No driver	2	0	0	2	0	0	1
10025	uc002lqe.2-uc010drw.1	No driver	1	1	0	0	1	0	0
2322	uc001urw.2-uc010aao.2	Driver	2	2	0	0	1	0	0
2322	uc010tdn.1-uc001urw.2	Driver	2	0	0	2	0	0	1
2322	uc001urw.2-uc010tdn.1	Driver	2	0	0	2	0	0	1
57591	uc003ayw.1-uc010gyf.1	Driver	2	0	0	2	0	0	1
4005	uc010rel.1-uc001mvc.2	Driver	9	0	0	9	0	0	1
57521	uc002jyt.1-uc002jyu.1	Driver	3	0	0	3	0	0	1
57542	uc001rij.2-uc009zjj.2	No driver	1	1	0	0	1	0	0
864	uc009vrj.2-uc010oen.1	No driver	1	0	0	1	0	0	1
160851	uc001uyp.2-uc001uym.1	No driver	1	0	1	0	0	1	0
3561	uc004dyw.1-uc004dyv.1	No driver	3	3	0	0	1	0	0
23637	uc011lzh.1-uc011lzj.1	No driver	1	0	0	1	0	0	1
8996	uc010vjd.1-uc010vjc.1	No driver	3	0	0	3	0	0	1
8996	uc002erp.2-uc010vjd.1	No driver	3	0	0	3	0	0	1
55164	uc003dpf.2-uc010hod.2	Driver	1	0	0	1	0	0	1
27161	uc003yvn.2-uc010men.2	No driver	4	0	0	4	0	0	1
10336	uc003gbe.2-uc003gbh.2	No driver	3	3	0	0	1	0	0
135	uc003aab.2-uc011ajs.1	Driver	1	0	0	1	0	0	1
6426	uc002ivi.2-uc002ivj.2	No driver	29	0	0	29	0	0	1
80325	uc003ejt.2-uc010hsm.2	No driver	1	0	0	1	0	0	1
23517	uc003jpy.3-uc011cqi.1	No driver	4	0	0	4	0	0	1
79869	uc001nrq.2-uc001nro.2	No driver	3	0	0	3	0	0	1
25929	uc003lvx.3-uc011ddk.1	No driver	5	0	0	5	0	0	1
3426	uc003hzr.3-uc003hzq.2	No driver	1	0	0	1	0	0	1
80232	uc001hop.3-uc001hoq.3	No driver	5	0	0	5	0	0	1
80232	uc001hoq.3-uc001hop.3	No driver	5	0	0	5	0	0	1
5467	uc003okm.2-uc011dtc.1	No driver	1	1	0	0	1	0	0
5467	uc003okm.2-uc011dtb.1	No driver	1	0	0	1	0	0	1
9170	uc002nnb.3-uc002nna.3	No driver	1	0	0	1	0	0	1
9093	uc002cwl.2-uc010uxk.1	No driver	4	1	0	3	0.25	0	0.75
1263	uc001cmn.2-uc001cmo.2	No driver	4	4	0	0	1	0	0
8682	uc001fvk.2-uc001fvm.2	No driver	5	5	0	0	1	0	0
2932	uc003edo.2-uc003edm.2	Driver	34	34	0	0	1	0	0
81493	uc001bvt.2-uc010ohl.1	No driver	1	0	0	1	0	0	1
79892	uc001ler.2-uc001leq.1	No driver	1	0	0	1	0	0	1
