Cancer	Gene	Symbol	Transcript	TPM	ProteinLength
kirc	92579	G6PC3	uc002ifc.2	23.4348571617	155
kirc	92579	G6PC3	uc002iex.2	52.2809786195	346
kirc	26503	SLC17A5	uc010kax.2	8.04078683952	154
kirc	26503	SLC17A5	uc003phn.3	29.4953128067	495
kirc	6293	VPS52	uc003odn.1	4.46829437384	534
kirc	6293	VPS52	uc003odm.1	40.9095491532	723
kirc	9406	ZRANB2	uc001dfs.2	11.8076173433	320
kirc	9406	ZRANB2	uc001dft.2	17.8049162299	330
kirc	64094	SMOC2	uc011egu.1	0.472392112707	123
kirc	64094	SMOC2	uc003qws.1	14.9678821038	446
kirc	9825	SPATA2	uc010zyn.1	0.0	383
kirc	9825	SPATA2	uc002xuw.2	8.58427981619	520
kirc	474344	GIMAP6	uc003whm.2	7.91637215591	212
kirc	474344	GIMAP6	uc003whn.2	17.89294391	292
kirc	23179	RGL1	uc010poi.1	0.00965085819564	739
kirc	23179	RGL1	uc001gqo.2	26.5751670423	768
kirc	6195	RPS6KA1	uc010ofe.1	2.13960247267	643
kirc	6195	RPS6KA1	uc001bmr.1	32.283784886	735
kirc	497190	CLEC18B	uc010vmu.1	0.562926965957	277
kirc	497190	CLEC18B	uc002fcu.2	18.3794173137	446
kirc	497190	CLEC18B	uc010vmv.1	0.640988524124	105
kirc	497190	CLEC18B	uc002fcu.2	18.3794173137	446
kirc	284390	ZNF763	uc002msv.2	0.282027688126	397
kirc	284390	ZNF763	uc002msw.2	3.84705148461	394
kirc	79711	IPO4	uc001wmt.1	4.72405960558	561
kirc	79711	IPO4	uc001wmv.1	16.8467927836	1081
kirc	10902	BRD8	uc011cyl.1	4.47438680971	657
kirc	10902	BRD8	uc003lcg.2	10.5042189799	951
kirc	1434	CSE1L	uc010ghy.2	5.56567381368	592
kirc	1434	CSE1L	uc002xty.2	42.9229501643	971
kirc	79073	TMEM109	uc001nqh.2	50.4307532475	243
kirc	79073	TMEM109	uc001nqg.2	75.2301611378	243
kirc	256643	CXorf23	uc004czn.3	1.58323431775	0
kirc	256643	CXorf23	uc004czp.2	4.04880959871	682
kirc	27044	SND1	uc010lle.2	2.63097020144	563
kirc	27044	SND1	uc003vmi.2	76.870571721	910
kirc	635	BHMT	uc011cti.1	0.394757097658	253
kirc	635	BHMT	uc003kfu.3	260.41756646	406
kirc	90506	LRRC46	uc002imb.2	0.0345772285255	274
kirc	90506	LRRC46	uc002ima.2	1.16086826036	321
kirc	54454	ATAD2B	uc002rei.3	1.32499301445	698
kirc	54454	ATAD2B	uc002rek.3	1.64515286904	1458
kirc	202915	TMEM184A	uc003skt.3	0.237115706942	392
kirc	202915	TMEM184A	uc003skv.3	2.74832824757	413
kirc	202915	TMEM184A	uc003skw.3	0.0	218
kirc	202915	TMEM184A	uc003skv.3	2.74832824757	413
kirc	55140	ELP3	uc003xgn.3	0.0	532
kirc	55140	ELP3	uc003xgo.3	23.8333677387	547
kirc	55140	ELP3	uc011laq.1	1.16661724885	475
kirc	55140	ELP3	uc003xgo.3	23.8333677387	547
kirc	55140	ELP3	uc011lat.1	0.0	428
kirc	55140	ELP3	uc003xgo.3	23.8333677387	547
kirc	64754	SMYD3	uc001ibi.2	1.10916078215	209
kirc	64754	SMYD3	uc001ibl.2	10.0158652925	428
kirc	64754	SMYD3	uc001ibk.2	0.358467153668	369
kirc	64754	SMYD3	uc001ibl.2	10.0158652925	428
kirc	388650	FAM69A	uc010otg.1	0.0	421
kirc	388650	FAM69A	uc001dpg.2	6.38020699935	428
kirc	152831	KLB	uc011byj.1	0.21678063476	1035
kirc	152831	KLB	uc003gua.2	0.0	1044
kirc	152831	KLB	uc003gua.2	0.0	1044
kirc	152831	KLB	uc011byj.1	0.21678063476	1035
kirc	55103	RALGPS2	uc010pnb.1	0.356485606874	557
kirc	55103	RALGPS2	uc001glz.2	7.98779395942	583
kirc	9673	SLC25A44	uc010phe.1	4.3978595259	0
kirc	9673	SLC25A44	uc001fnp.2	27.6173613078	314
kirc	4430	MYO1B	uc002usu.2	15.2089375405	381
kirc	4430	MYO1B	uc002usq.2	24.5576555808	1078
kirc	4211	MEIS1	uc002sdt.2	0.435585926845	378
kirc	4211	MEIS1	uc002sdu.2	2.85249326726	390
kirc	4211	MEIS1	uc010yqh.1	0.423908061592	0
kirc	4211	MEIS1	uc002sdu.2	2.85249326726	390
kirc	4211	MEIS1	uc010yqi.1	0.481884898382	325
kirc	4211	MEIS1	uc002sdu.2	2.85249326726	390
kirc	283849	EXOC3L	uc002erv.1	0.162850463956	0
kirc	283849	EXOC3L	uc002erx.1	2.32080757547	746
kirc	283849	EXOC3L	uc002erw.1	0.205909730354	397
kirc	283849	EXOC3L	uc002erx.1	2.32080757547	746
kirc	6196	RPS6KA2	uc003qvb.1	6.52026168401	733
kirc	6196	RPS6KA2	uc010kkl.1	14.7454071752	644
kirc	6196	RPS6KA2	uc010kkk.1	4.76838487766	165
kirc	6196	RPS6KA2	uc010kkl.1	14.7454071752	644
kirc	200894	ARL13B	uc003drd.2	0.171813475551	321
kirc	200894	ARL13B	uc003drf.2	7.33656688919	428
kirc	200894	ARL13B	uc003drg.2	0.0	325
kirc	200894	ARL13B	uc003drf.2	7.33656688919	428
kirc	200894	ARL13B	uc010hop.2	0.0	279
kirc	200894	ARL13B	uc003drf.2	7.33656688919	428
kirc	8603	FAM193A	uc003gfd.2	2.3617108137	1224
kirc	8603	FAM193A	uc010ick.2	7.20770833204	1424
kirc	8603	FAM193A	uc010icm.2	0.0	0
kirc	8603	FAM193A	uc010ick.2	7.20770833204	1424
kirc	5754	PTK7	uc010jyj.1	8.61824713035	396
kirc	5754	PTK7	uc011dve.1	15.9155066707	1078
kirc	663	BNIP2	uc002agi.3	2.6476101688	0
kirc	663	BNIP2	uc010uhc.1	25.6277489122	435
kirc	79072	FASTKD3	uc003jec.2	1.95667530104	0
kirc	79072	FASTKD3	uc003jeb.2	6.30154709379	662
kirc	79072	FASTKD3	uc011cmp.1	0.0	364
kirc	79072	FASTKD3	uc003jeb.2	6.30154709379	662
kirc	6829	SUPT5H	uc002oln.3	0.0	1087
kirc	6829	SUPT5H	uc002olo.3	37.8656093904	1087
kirc	6829	SUPT5H	uc002olr.3	14.5903421682	1087
kirc	6829	SUPT5H	uc002olo.3	37.8656093904	1087
kirc	55283	MCOLN3	uc001dko.2	0.352634455461	172
kirc	55283	MCOLN3	uc001dkp.2	4.11243662317	553
kirc	23213	SULF1	uc003xyd.2	0.994663305079	871
kirc	23213	SULF1	uc003xyg.2	8.92583021548	871
kirc	23213	SULF1	uc003xyi.1	1.95432153101	280
kirc	23213	SULF1	uc003xyg.2	8.92583021548	871
kirc	901	CCNG2	uc003hkn.3	7.34779036265	344
kirc	901	CCNG2	uc011ccc.1	19.0731818963	304
kirc	901	CCNG2	uc003hkp.3	0.0	344
kirc	901	CCNG2	uc011ccc.1	19.0731818963	304
kirc	26088	GGA1	uc003atd.2	1.78785633149	552
kirc	26088	GGA1	uc003atc.2	18.5953515372	639
kirc	26088	GGA1	uc003atf.2	3.37858789118	566
kirc	26088	GGA1	uc003atc.2	18.5953515372	639
kirc	7099	TLR4	uc004bkb.2	2.56874487636	639
kirc	7099	TLR4	uc004bjz.2	6.32225664321	839
kirc	1636	ACE	uc002jav.1	1.69016385836	732
kirc	1636	ACE	uc002jau.1	5.69929411876	1306
kirc	79811	SLTM	uc002afn.2	8.43115092432	576
kirc	79811	SLTM	uc002afo.2	10.9716884308	1016
kirc	79811	SLTM	uc002afn.2	8.43115092432	576
kirc	79811	SLTM	uc002afp.2	20.8552593086	1034
kirc	51441	YTHDF2	uc010ofx.1	1.36503603308	529
kirc	51441	YTHDF2	uc001brc.2	45.8329202914	579
kirc	868	CBLB	uc003dwa.2	1.25961075455	197
kirc	868	CBLB	uc003dwc.2	4.21400863726	982
kirc	868	CBLB	uc003dwa.2	1.25961075455	197
kirc	868	CBLB	uc011bhi.1	2.91971260661	960
kirc	7626	ZNF75D	uc004eyn.2	3.34275374577	289
kirc	7626	ZNF75D	uc004eyp.2	3.95839771879	510
kirc	7551	ZNF3	uc010lgj.2	3.61509645931	410
kirc	7551	ZNF3	uc003usr.2	11.1163770599	446
kirc	5073	PARN	uc010uzc.1	2.11952479228	578
kirc	5073	PARN	uc010uzd.1	22.1787178736	639
kirc	84529	C15orf41	uc010uci.1	0.74187529064	183
kirc	84529	C15orf41	uc001zjd.2	3.13708488285	281
kirc	56971	CEACAM19	uc002ozp.3	0.952509664684	299
kirc	56971	CEACAM19	uc002ozo.3	0.0	300
kirc	56971	CEACAM19	uc002ozo.3	0.0	300
kirc	56971	CEACAM19	uc002ozp.3	0.952509664684	299
kirc	5209	PFKFB3	uc009xil.2	29.104806052	0
kirc	5209	PFKFB3	uc001ije.2	41.6972102289	520
kirc	57727	NCOA5	uc002xrc.2	8.49548303715	294
kirc	57727	NCOA5	uc002xre.2	15.3913967374	579
kirc	10755	GIPC1	uc002myu.2	0.0	333
kirc	10755	GIPC1	uc002myt.2	44.5996700095	333
kirc	10755	GIPC1	uc002myy.2	20.3103479204	236
kirc	10755	GIPC1	uc002myt.2	44.5996700095	333
kirc	80222	TARS2	uc009wlt.2	0.0	344
kirc	80222	TARS2	uc001euq.2	15.1661996863	718
kirc	80222	TARS2	uc009wlt.2	0.0	344
kirc	80222	TARS2	uc001eur.2	6.93905799376	636
kirc	85004	RERG	uc001rcs.2	2.25944422112	199
kirc	85004	RERG	uc001rct.2	37.5711553146	199
kirc	112479	ERI2	uc010vbb.1	0.217616603101	691
kirc	112479	ERI2	uc010bwh.2	4.08635457309	598
kirc	112479	ERI2	uc010vbc.1	0.0	463
kirc	112479	ERI2	uc010bwh.2	4.08635457309	598
kirc	51742	ARID4B	uc001hwr.2	3.47807064047	1226
kirc	51742	ARID4B	uc001hwq.2	11.34723943	1312
kirc	5583	PRKCH	uc010tsb.1	4.2101833133	251
kirc	5583	PRKCH	uc001xfn.2	5.73768815174	683
kirc	5583	PRKCH	uc010tsb.1	4.2101833133	251
kirc	5583	PRKCH	uc010tsa.1	9.44913673174	522
kirc	5361	PLXNA1	uc003ejh.2	0.672678623686	541
kirc	5361	PLXNA1	uc003ejg.2	6.36477909087	1873
kirc	10606	PAICS	uc010ihd.1	0.0	426
kirc	10606	PAICS	uc003hbu.1	49.3413345786	425
kirc	84706	GPT2	uc002een.2	0.175752532764	166
kirc	84706	GPT2	uc002eel.2	16.8650300389	523
kirc	4659	PPP1R12A	uc001syy.2	0.256362347633	0
kirc	4659	PPP1R12A	uc001syz.2	9.59352090227	1030
kirc	4659	PPP1R12A	uc010suc.1	1.61870555514	943
kirc	4659	PPP1R12A	uc001syz.2	9.59352090227	1030
kirc	55795	PCID2	uc001vtf.2	0.0	292
kirc	55795	PCID2	uc010tjw.1	22.6699604834	453
kirc	323	APBB2	uc003gvk.2	0.186812557681	210
kirc	323	APBB2	uc003gvn.2	13.1241890719	759
kirc	323	APBB2	uc010ifu.2	3.49643918947	330
kirc	323	APBB2	uc003gvn.2	13.1241890719	759
kirc	29956	LASS2	uc009wmh.2	1.83011471132	230
kirc	29956	LASS2	uc001evz.2	247.214299778	380
kirc	7050	TGIF1	uc002klw.2	0.0	272
kirc	7050	TGIF1	uc002kly.2	35.5147262069	272
kirc	7050	TGIF1	uc002kmb.2	0.0	252
kirc	7050	TGIF1	uc002kly.2	35.5147262069	272
kirc	55065	GPR172B	uc002gap.3	0.0	448
kirc	55065	GPR172B	uc002gao.3	0.240463353888	448
kirc	55065	GPR172B	uc010ckw.2	0.0	326
kirc	55065	GPR172B	uc002gao.3	0.240463353888	448
kirc	55065	GPR172B	uc010ckx.2	0.0	350
kirc	55065	GPR172B	uc002gao.3	0.240463353888	448
kirc	54538	ROBO4	uc010sas.1	4.90978770787	862
kirc	54538	ROBO4	uc001qbg.2	22.1806064446	1007
kirc	10486	CAP2	uc011djd.1	0.0	217
kirc	10486	CAP2	uc003ncb.2	9.63249079714	477
kirc	83539	CHST9	uc002kwc.2	0.0	358
kirc	83539	CHST9	uc002kwe.2	1.40340550516	443
kirc	83539	CHST9	uc002kwd.2	0.0	443
kirc	83539	CHST9	uc002kwe.2	1.40340550516	443
kirc	5272	SERPINB9	uc003muf.2	0.403984944921	179
kirc	5272	SERPINB9	uc003mug.2	5.22533428866	376
kirc	2321	FLT1	uc010aap.2	1.21305667365	343
kirc	2321	FLT1	uc010aaq.2	14.5426212899	463
kirc	90102	PHLDB2	uc003dyd.2	0.0	1210
kirc	90102	PHLDB2	uc003dyc.2	25.5722071826	1237
kirc	90102	PHLDB2	uc003dyg.2	9.38205607608	1253
kirc	90102	PHLDB2	uc003dyc.2	25.5722071826	1237
kirc	85378	TUBGCP6	uc003bka.1	2.77417439179	889
kirc	85378	TUBGCP6	uc003bkb.1	6.36930332219	1819
kirc	85378	TUBGCP6	uc010has.1	1.07203347884	0
kirc	85378	TUBGCP6	uc003bkb.1	6.36930332219	1819
kirc	8178	ELL	uc002njg.2	0.0	488
kirc	8178	ELL	uc002njh.2	10.1463582255	621
kirc	3688	ITGB1	uc001iwr.3	0.0	801
kirc	3688	ITGB1	uc001iwt.3	204.352886327	798
kirc	10484	SEC23A	uc010tqa.1	0.254272808399	651
kirc	10484	SEC23A	uc001wup.1	24.1851145476	765
kirc	10484	SEC23A	uc010tqb.1	0.0	736
kirc	10484	SEC23A	uc001wup.1	24.1851145476	765
kirc	7360	UGP2	uc010ypx.1	11.7587197304	517
kirc	7360	UGP2	uc002scl.2	90.350238823	497
kirc	93323	HAUS8	uc002nff.2	0.0	409
kirc	93323	HAUS8	uc002nfe.2	3.22270945434	410
kirc	83643	CCDC3	uc009xjb.1	6.76843011455	0
kirc	83643	CCDC3	uc001ilq.1	9.68232620866	270
kirc	3636	INPPL1	uc001osg.2	1.52092475352	1016
kirc	3636	INPPL1	uc001osf.2	35.0433602725	1258
kirc	79899	PRR5L	uc009ykk.2	0.0	240
kirc	79899	PRR5L	uc001mwp.2	3.73521102632	368
kirc	79899	PRR5L	uc010rfc.1	1.43981565883	205
kirc	79899	PRR5L	uc001mwp.2	3.73521102632	368
kirc	286144	C8orf83	uc003yfo.3	0.0	0
kirc	286144	C8orf83	uc010map.2	14.3169502903	86
kirc	286144	C8orf83	uc003yfr.3	0.0	86
kirc	286144	C8orf83	uc010map.2	14.3169502903	86
kirc	55596	ZCCHC8	uc001ucl.2	0.358816725754	318
kirc	55596	ZCCHC8	uc001ucn.2	10.2437395585	707
kirc	55596	ZCCHC8	uc001ucm.2	4.46798177814	469
kirc	55596	ZCCHC8	uc001ucn.2	10.2437395585	707
kirc	147694	ZNF548	uc002qom.2	0.0	533
kirc	147694	ZNF548	uc002qon.2	7.05908469575	536
kirc	55000	TUG1	uc003ajj.2	18.3393630109	0
kirc	55000	TUG1	uc003ajh.2	29.9940615005	0
kirc	1073	CFL2	uc001wsg.3	0.650107986772	166
kirc	1073	CFL2	uc001wsh.3	25.4680201897	166
kirc	1073	CFL2	uc010tpn.1	1.29931433854	149
kirc	1073	CFL2	uc001wsh.3	25.4680201897	166
kirc	10049	DNAJB6	uc011kvz.1	1.29835506321	211
kirc	10049	DNAJB6	uc003wnk.2	36.9680523496	326
kirc	25875	LETMD1	uc001rxp.2	0.402735694288	243
kirc	25875	LETMD1	uc001rxm.2	17.6776775201	360
kirc	25875	LETMD1	uc001rxr.2	14.9899926849	0
kirc	25875	LETMD1	uc001rxm.2	17.6776775201	360
kirc	25875	LETMD1	uc001rxt.2	2.39065649736	100
kirc	25875	LETMD1	uc001rxm.2	17.6776775201	360
kirc	10554	AGPAT1	uc003oaf.2	29.4930515543	283
kirc	10554	AGPAT1	uc003oae.2	66.7071865286	283
kirc	4601	MXI1	uc001kyy.2	1.0580498769	295
kirc	4601	MXI1	uc001kza.2	24.037153159	228
kirc	4601	MXI1	uc009xxu.2	2.64719139599	225
kirc	4601	MXI1	uc001kza.2	24.037153159	228
kirc	55780	C6orf70	uc011ehb.1	2.32816698588	552
kirc	55780	C6orf70	uc003qxg.1	10.8478575099	678
kirc	100271715	ARHGEF33	uc010ynq.1	0.0969423416246	844
kirc	100271715	ARHGEF33	uc002rri.2	0.212540588375	343
kirc	23139	MAST2	uc001cow.2	0.18980916292	1797
kirc	23139	MAST2	uc001cov.2	5.44445059737	1798
kirc	23139	MAST2	uc001cpa.2	2.99961166657	0
kirc	23139	MAST2	uc001cov.2	5.44445059737	1798
kirc	4957	ODF2	uc004bvh.2	0.346221074462	235
kirc	4957	ODF2	uc011mbe.1	12.2135004284	824
kirc	51430	C1orf9	uc010pmn.1	3.90060823127	883
kirc	51430	C1orf9	uc009wwd.2	13.5423078607	1210
kirc	578	BAK1	uc003oer.2	2.14370481401	141
kirc	578	BAK1	uc003oes.2	14.3567427025	211
kirc	23452	ANGPTL2	uc010mxg.1	3.9215076225	191
kirc	23452	ANGPTL2	uc004bqr.1	13.2319756815	493
kirc	4800	NFYA	uc003opo.2	1.83093089022	347
kirc	4800	NFYA	uc003opp.2	7.07068479096	318
kirc	55748	CNDP2	uc010dqs.2	6.17770454932	118
kirc	55748	CNDP2	uc002llm.1	452.481778484	475
kirc	1012	CDH13	uc010vnt.1	1.95643037026	459
kirc	1012	CDH13	uc002fgx.2	8.24471023714	713
kirc	23595	ORC3L	uc003pmj.1	3.02358537099	0
kirc	23595	ORC3L	uc003pmg.2	8.82224740029	712
kirc	23595	ORC3L	uc003pmj.1	3.02358537099	0
kirc	23595	ORC3L	uc003pmh.2	7.7358581952	711
kirc	117248	GALNTL2	uc003cas.3	1.5859837853	169
kirc	117248	GALNTL2	uc003car.3	10.8917018076	639
kirc	57674	RNF213	uc010dhx.1	9.59110861593	224
kirc	57674	RNF213	uc002jyh.1	18.398156615	3280
kirc	9289	GPR56	uc002ema.1	39.4532936325	518
kirc	9289	GPR56	uc002emc.2	117.511328965	687
kirc	9289	GPR56	uc002eme.2	14.1967164653	687
kirc	9289	GPR56	uc002emc.2	117.511328965	687
kirc	9289	GPR56	uc010vhs.1	12.9080969056	693
kirc	9289	GPR56	uc002emc.2	117.511328965	687
kirc	208	AKT2	uc010egs.2	0.438368781939	438
kirc	208	AKT2	uc010egu.1	12.8222399141	450
kirc	208	AKT2	uc010egt.2	0.0	419
kirc	208	AKT2	uc010egu.1	12.8222399141	450
kirc	4798	NFRKB	uc001qfg.2	1.77409768662	1324
kirc	4798	NFRKB	uc001qfi.2	5.72971023551	1299
kirc	4798	NFRKB	uc009zcr.2	5.32738358219	585
kirc	4798	NFRKB	uc001qfi.2	5.72971023551	1299
kirc	10613	ERLIN1	uc001kqm.3	5.51668168105	113
kirc	10613	ERLIN1	uc001kqo.3	27.9733903447	348
kirc	60626	RIC8A	uc001loh.2	7.08651255897	524
kirc	60626	RIC8A	uc001log.2	37.9989073464	531
kirc	148103	ZNF599	uc010edn.1	0.674016083696	588
kirc	148103	ZNF599	uc010edo.1	1.90692807455	0
kirc	9933	KIAA0020	uc010mhc.1	0.0	647
kirc	9933	KIAA0020	uc003zhp.1	16.4312148404	648
kirc	2200	FBN1	uc010beo.1	4.1214989701	0
kirc	2200	FBN1	uc001zwx.1	6.45365202828	2871
kirc	115677	NOSTRIN	uc002uej.2	0.342495298806	389
kirc	115677	NOSTRIN	uc002ueg.2	20.6755834225	506
kirc	115677	NOSTRIN	uc002uek.2	0.853241908317	190
kirc	115677	NOSTRIN	uc002ueg.2	20.6755834225	506
kirc	115677	NOSTRIN	uc002uek.2	0.853241908317	190
kirc	115677	NOSTRIN	uc002uei.2	5.07861955332	389
kirc	8935	SKAP2	uc011jzj.1	0.0	344
kirc	8935	SKAP2	uc003syc.2	42.3832518201	359
kirc	56262	LRRC8A	uc010myp.2	6.8749323596	810
kirc	56262	LRRC8A	uc004bwl.3	18.9132948833	810
kirc	375616	KCP	uc011kos.1	2.74242328957	812
kirc	375616	KCP	uc011kor.1	3.03961443314	1501
kirc	375616	KCP	uc003vob.1	0.68803805949	0
kirc	375616	KCP	uc011kos.1	2.74242328957	812
kirc	23307	FKBP15	uc004bgr.2	6.68411199208	656
kirc	23307	FKBP15	uc004bgs.2	13.4500076903	1219
kirc	8226	HDHD1A	uc010ndl.2	0.144916097712	97
kirc	8226	HDHD1A	uc004crv.2	19.8937783122	228
kirc	6850	SYK	uc004ara.2	0.0	612
kirc	6850	SYK	uc004arb.2	16.1968713772	612
kirc	6850	SYK	uc004arc.2	0.0	635
kirc	6850	SYK	uc004arb.2	16.1968713772	612
kirc	55167	MSL2	uc011bmb.1	2.83220315954	503
kirc	55167	MSL2	uc003eqx.1	12.6104078699	577
kirc	56975	FAM20C	uc011jvn.1	25.7154435386	252
kirc	56975	FAM20C	uc003sip.2	33.2952283137	584
kirc	6811	STX5	uc001nvi.2	10.0319102607	301
kirc	6811	STX5	uc001nvh.2	33.1585638308	355
kirc	6811	STX5	uc010rmi.1	0.0033575495637	259
kirc	6811	STX5	uc001nvh.2	33.1585638308	355
kirc	122953	JDP2	uc010tvb.1	0.0	163
kirc	122953	JDP2	uc001xrq.2	7.36688801021	174
kirc	284349	ZNF283	uc002oxp.3	0.751336426193	540
kirc	284349	ZNF283	uc002oxr.3	1.11659404261	679
kirc	26509	MYOF	uc009xue.2	14.3893367368	0
kirc	26509	MYOF	uc001kin.2	19.2667244664	2061
kirc	79661	NEIL1	uc002bae.2	0.662491739033	476
kirc	79661	NEIL1	uc002bad.2	3.34701974773	390
kirc	2012	EMP1	uc009zhy.2	1.46983921103	90
kirc	2012	EMP1	uc001rbr.2	81.7185023064	157
kirc	26354	GNL3	uc003dff.2	0.0	537
kirc	26354	GNL3	uc003dfd.2	23.2043648163	549
kirc	125228	C18orf19	uc010dlg.2	0.416354358587	166
kirc	125228	C18orf19	uc010dli.2	9.66887272072	272
kirc	125228	C18orf19	uc010dlj.2	0.0	0
kirc	125228	C18orf19	uc010dli.2	9.66887272072	272
kirc	84668	FAM126A	uc003svm.3	1.96994758331	521
kirc	84668	FAM126A	uc003svn.3	2.93440757811	275
kirc	7086	TKT	uc003dgp.2	7.87492528946	255
kirc	7086	TKT	uc003dgq.2	88.7740631822	623
kirc	51068	NMD3	uc003fed.1	0.876491956041	503
kirc	51068	NMD3	uc003feb.1	35.185317161	503
kirc	587	BCAT2	uc002pkt.2	2.97668476209	300
kirc	587	BCAT2	uc002pkr.2	33.9565432932	392
kirc	11100	HNRNPUL1	uc010eho.2	0.0	756
kirc	11100	HNRNPUL1	uc010ehn.2	20.9495801285	766
kirc	8470	SORBS2	uc003iyc.2	0.0	553
kirc	8470	SORBS2	uc003iyk.2	3.451464878	644
kirc	8470	SORBS2	uc003iyc.2	0.0	553
kirc	8470	SORBS2	uc003iyp.2	3.01671830796	333
kirc	5939	RBMS2	uc010sqp.1	0.40503551494	262
kirc	5939	RBMS2	uc001sln.2	15.1267088828	407
kirc	5939	RBMS2	uc010sqq.1	0.0	282
kirc	5939	RBMS2	uc001sln.2	15.1267088828	407
kirc	1201	CLN3	uc002dpm.2	2.15250439645	384
kirc	1201	CLN3	uc002dpo.2	26.792376724	438
kirc	1201	CLN3	uc010vcv.1	0.253796336889	414
kirc	1201	CLN3	uc002dpp.2	15.0075614176	438
kirc	59345	GNB4	uc003fju.3	2.62537504073	153
kirc	59345	GNB4	uc003fjv.3	6.74926744363	340
kirc	22881	ANKRD6	uc003pnj.3	0.599265221162	323
kirc	22881	ANKRD6	uc003pni.3	5.24153108263	727
kirc	5106	PCK2	uc010tnw.1	0.0	506
kirc	5106	PCK2	uc001wlt.2	76.2603702291	640
kirc	10007	GNPDA1	uc003lmh.3	0.508519601722	255
kirc	10007	GNPDA1	uc010jgh.2	51.5920825396	289
kirc	54468	MIOS	uc010ktq.2	1.51594276161	270
kirc	54468	MIOS	uc003srf.2	13.4977790425	875
kirc	84916	CIRH1A	uc002ewt.3	1.38882788555	603
kirc	84916	CIRH1A	uc002ews.3	35.7947899622	686
kirc	84916	CIRH1A	uc010cfi.2	0.0886624044418	488
kirc	84916	CIRH1A	uc002ews.3	35.7947899622	686
kirc	440944	LOC440944	uc003brp.2	0.0	0
kirc	440944	LOC440944	uc003brq.2	2.96658447653	0
kirc	440944	LOC440944	uc003brr.3	2.35867970575	0
kirc	440944	LOC440944	uc003brq.2	2.96658447653	0
kirc	3038	HAS3	uc010cfh.2	0.0	553
kirc	3038	HAS3	uc002ewl.2	0.603823263686	553
kirc	3038	HAS3	uc002ewl.2	0.603823263686	553
kirc	3038	HAS3	uc010cfh.2	0.0	553
kirc	7225	TRPC6	uc009ywy.2	0.0	815
kirc	7225	TRPC6	uc001pgk.3	1.87724501502	931
kirc	23277	KIAA0664	uc010ckc.1	1.85177694372	235
kirc	23277	KIAA0664	uc002fuy.1	26.9409658963	1309
kirc	374500	THSD1P1	uc010adx.1	0.399124924719	0
kirc	374500	THSD1P1	uc001vgk.2	2.11610247806	0
kirc	374500	THSD1P1	uc010ady.1	0.104967806596	0
kirc	374500	THSD1P1	uc001vgk.2	2.11610247806	0
kirc	55245	UQCC	uc010zuz.1	0.0	144
kirc	55245	UQCC	uc002xcd.2	32.9339254956	299
kirc	5000	ORC4L	uc002twi.2	13.5821449524	436
kirc	5000	ORC4L	uc010zbr.1	14.5379310209	357
kirc	5000	ORC4L	uc002twl.1	0.615103704973	0
kirc	5000	ORC4L	uc010zbr.1	14.5379310209	357
kirc	51351	ZNF117	uc003ttr.2	3.27695967791	483
kirc	51351	ZNF117	uc011kdr.1	6.89473493767	601
kirc	1186	CLCN7	uc002clw.2	0.0	781
kirc	1186	CLCN7	uc002clv.2	35.7035887427	805
kirc	1186	CLCN7	uc010brq.1	1.51485053107	154
kirc	1186	CLCN7	uc002clv.2	35.7035887427	805
kirc	9343	EFTUD2	uc010wje.1	0.0	937
kirc	9343	EFTUD2	uc002ihn.2	33.0407853054	972
kirc	5500	PPP1CB	uc002rmh.2	47.2087597419	327
kirc	5500	PPP1CB	uc002rmg.2	96.1978707251	327
kirc	5500	PPP1CB	uc010ymj.1	0.0	299
kirc	5500	PPP1CB	uc002rmg.2	96.1978707251	327
kirc	3257	HPS1	uc001kpk.1	4.39190735851	525
kirc	3257	HPS1	uc001kpi.1	16.427901984	701
kirc	3257	HPS1	uc010qpf.1	0.0	701
kirc	3257	HPS1	uc001kpi.1	16.427901984	701
kirc	26276	VPS33B	uc010uqu.1	0.0	590
kirc	26276	VPS33B	uc002bqp.1	10.477047086	617
kirc	4091	SMAD6	uc002aqg.2	2.41446899294	235
kirc	4091	SMAD6	uc002aqf.2	6.91925201018	496
kirc	134265	AFAP1L1	uc003lqi.1	0.927459463127	383
kirc	134265	AFAP1L1	uc003lqh.2	6.4105039138	768
kirc	80304	C2orf44	uc010eya.2	0.297267276465	622
kirc	80304	C2orf44	uc002rep.2	4.35392405636	721
kirc	64411	ARAP3	uc003lll.2	2.85774118904	495
kirc	64411	ARAP3	uc003llm.2	4.71115378073	1544
kirc	10299	MARCH6	uc003jeu.1	1.63599981458	608
kirc	10299	MARCH6	uc003jet.1	45.2753171825	910
kirc	738	C11orf2	uc001ocs.1	1.94696724452	658
kirc	738	C11orf2	uc001ocr.1	66.2841398346	782
kirc	5158	PDE6B	uc003gap.2	0.405268345793	854
kirc	5158	PDE6B	uc011buz.1	4.91943210693	285
kirc	10916	MAGED2	uc004dtl.1	69.0569586369	606
kirc	10916	MAGED2	uc004dtk.1	163.347318502	606
kirc	10916	MAGED2	uc004dtm.1	0.0	521
kirc	10916	MAGED2	uc004dtl.1	69.0569586369	606
kirc	10916	MAGED2	uc004dto.1	16.5772271609	580
kirc	10916	MAGED2	uc004dtl.1	69.0569586369	606
kirc	57475	PLEKHH1	uc001xjn.1	0.166095326586	879
kirc	57475	PLEKHH1	uc001xjl.1	3.34643119169	1364
