GeneId	Symbol	Normal_transcript	Tumor_transcript	AffectingMutatedFeature
11093	ADAMTS13	uc004ceb.3	uc004cdp.3	1
11093	ADAMTS13	uc004ceb.3	uc004cdt.1	1
11176	BAZ2A	uc001slp.1	uc009zow.1	0
4644	MYO5A	uc002aby.2	uc002abx.3	0
4644	MYO5A	uc002abz.1	uc010ugd.1	0
4644	MYO5A	uc010ugd.1	uc002acc.1	0
53832	IL20RA	uc003qhi.2	uc011edl.1	0
90417	C15orf23	uc001zln.2	uc001zll.2	0
90417	C15orf23	uc010ucp.1	uc001zlm.2	0
80347	COASY	uc002iab.2	uc002iad.2	0
51265	CDKL3	uc003kzg.3	uc011cxq.1	0
51265	CDKL3	uc011cxo.1	uc011cxp.1	0
22871	NLGN1	uc003fio.1	uc010hww.1	0
2688	GH1	uc002jdj.2	uc002jdi.2	0
2688	GH1	uc002jdm.2	uc002jdk.2	0
2687	GGT5	uc002zzp.3	uc011ajm.1	0
7180	CRISP2	uc003ozq.2	uc003ozo.2	0
123036	TC2N	uc001xzu.3	uc001xzt.3	0
2038	EPB42	uc001zqz.3	uc001zra.3	1
2038	EPB42	uc001zqz.3	uc010udm.1	1
256356	GK5	uc010hus.1	uc010hut.1	0
260294	NSUN5P2	uc003twl.2	uc003twq.2	0
6819	SULT1C2	uc002tdx.2	uc002tdy.2	0
6819	SULT1C2	uc010ywq.1	uc002tdy.2	0
90102	PHLDB2	uc003dyi.2	uc003dyg.2	0
90102	PHLDB2	uc003dyj.2	uc003dye.3	0
23640	HSPBP1	uc002qka.2	uc002qkb.2	0
23640	HSPBP1	uc002qka.2	uc002qkc.2	0
10868	USP20	uc004bys.2	uc004byr.2	0
10868	USP20	uc004byt.1	uc004bys.2	0
1543	CYP1A1	uc010bju.2	uc010bjx.2	1
1549	CYP2A7	uc002opm.2	uc002opn.2	0
55063	ZCWPW1	uc011kjq.1	uc003uus.2	0
55063	ZCWPW1	uc011kjt.1	uc011kjr.1	0
55818	KDM3A	uc010ytj.1	uc002sri.3	0
55818	KDM3A	uc010ytk.1	uc010ytj.1	0
55815	TSNAXIP1	uc002euh.3	uc002eui.3	0
55815	TSNAXIP1	uc002euh.3	uc010vjz.1	0
90799	CCDC45	uc002jen.2	uc002jem.2	0
84220	RGPD5	uc002tfe.1	uc010yxm.1	0
148418	SAMD13	uc010orx.1	uc001djr.2	0
8031	NCOA4	uc010qhf.1	uc001jis.3	0
64799	IQCH	uc002aqo.1	uc010ujv.1	0
64799	IQCH	uc002aqp.1	uc002aqn.1	0
126661	CCDC163P	uc001cnw.2	uc001cnt.2	0
126661	CCDC163P	uc009vxt.1	uc001cnv.2	0
65065	NBEAL1	uc002uzs.3	uc002uzq.3	0
23382	AHCYL2	uc011kox.1	uc011kov.1	0
55680	RUFY2	uc001job.2	uc009xpv.1	0
5860	QDPR	uc003gpd.2	uc003gpf.2	0
5860	QDPR	uc003gpe.2	uc003gpd.2	0
2186	BPTF	uc002jgg.2	uc002jgf.2	1
4602	MYB	uc003qfz.2	uc003qfc.2	0
80167	C4orf29	uc003ifv.2	uc003ifs.2	0
151195	CCNYL1	uc002vci.2	uc002vch.2	0
56477	CCL28	uc003jns.2	uc003jnt.2	1
5077	PAX3	uc002vmv.1	uc002vmy.1	0
5077	PAX3	uc002vmx.1	uc002vmw.1	0
931	MS4A1	uc001npp.2	uc001npq.2	0
931	MS4A1	uc009ymz.2	uc010rlc.1	1
5387	PMS2L3	uc003udn.2	uc003udp.2	0
137868	SGCZ	uc003wwq.2	uc010lss.2	1
137868	SGCZ	uc010lss.2	uc003wwq.2	1
26576	SRPK3	uc004fik.2	uc004fil.2	0
154822	LOC154822	uc003wof.2	uc003wog.2	0
90525	SHF	uc010ueo.1	uc010uep.1	0
90525	SHF	uc010ueq.1	uc010uer.1	0
5653	KLK6	uc002puh.2	uc002pui.2	0
5653	KLK6	uc010eoj.2	uc010ycn.1	1
79957	PAQR6	uc001fnx.1	uc001fnu.1	0
64963	MRPS11	uc002bmn.2	uc002bml.2	0
285753	C6orf182	uc003psv.3	uc003psx.3	0
7168	TPM1	uc002all.2	uc002alt.2	0
5824	PEX19	uc001fvs.2	uc010pje.1	0
10458	BAIAP2	uc002jzb.2	uc002jze.2	0
117247	SLC16A10	uc003put.2	uc003pus.2	0
9734	HDAC9	uc003suk.2	uc003sud.1	0
9734	HDAC9	uc011jyc.1	uc011jyf.1	0
84750	FUT10	uc003xjh.2	uc003xji.1	0
90167	FRMD7	uc004ewn.2	uc011muy.1	0
6718	AKR1D1	uc011kqd.1	uc011kqf.1	0
6718	AKR1D1	uc011kqe.1	uc003vtz.2	0
55521	TRIM36	uc003kqu.2	uc003kqt.2	1
971	CD72	uc010mkt.1	uc003zxb.2	0
971	CD72	uc010mkw.1	uc003zxb.2	1
7109	TRAPPC10	uc011afa.1	uc002zdz.2	0
317	APAF1	uc001tgc.2	uc009zto.2	0
6934	TCF7L2	uc010qru.1	uc001lad.3	0
6934	TCF7L2	uc010qrv.1	uc001lad.3	0
6299	SALL1	uc010vgr.1	uc010vgs.1	0
4595	MUTYH	uc001cni.2	uc001cnj.2	0
4595	MUTYH	uc001cno.2	uc001cnh.2	0
80896	NPL	uc010pny.1	uc009wyc.2	0
23779	ARHGAP8	uc003bfl.2	uc003bfj.2	0
23779	ARHGAP8	uc010gzv.2	uc003bfj.2	0
50804	MYEF2	uc001zwh.3	uc001zwi.3	0
50804	MYEF2	uc001zwi.3	uc001zwj.3	0
55728	N4BP2	uc010ifq.2	uc003guy.3	0
4062	LY6H	uc011lkb.1	uc011lka.1	0
116986	AGAP2	uc001spo.1	uc001spr.2	1
116986	AGAP2	uc001spr.2	uc001spp.2	1
4784	NFIX	uc002mwf.2	uc002mwg.1	0
535	ATP6V0A1	uc002hzu.2	uc002hzs.2	0
8904	CPNE1	uc002xde.2	uc002xdf.2	0
1660	DHX9	uc001gpr.2	uc001gpt.2	0
1660	DHX9	uc001gps.2	uc009wyd.2	0
79598	CEP97	uc011bhf.1	uc003dvk.1	1
11116	FGFR1OP	uc003qvj.2	uc003qvk.2	0
388662	SLC6A17	uc001dze.1	uc009wfq.2	0
27433	TOR2A	uc004brs.3	uc004brt.3	0
59285	CACNG6	uc002qcv.2	uc002qct.2	0
196047	EMX2OS	uc001ldg.2	uc001ldf.2	0
6310	ATXN1	uc003nbw.1	uc003nbv.1	0
10439	OLFM1	uc010nar.2	uc004cfl.3	0
54930	HAUS4	uc001whp.2	uc001whw.2	0
54930	HAUS4	uc001whq.2	uc001whr.2	0
79794	C12orf49	uc009zwm.1	uc001tvz.1	0
115350	FCRL1	uc001frg.2	uc001frf.2	1
115350	FCRL1	uc001frj.2	uc001frf.2	1
91316	LOC91316	uc002zxi.3	uc002zxl.3	0
91316	LOC91316	uc002zxi.3	uc011aiz.1	0
4867	NPHP1	uc002tfl.3	uc002tfp.2	0
4867	NPHP1	uc002tfm.3	uc002tfp.2	0
25923	ATL3	uc001nxk.1	uc010rms.1	0
25923	ATL3	uc010rmr.1	uc001nxk.1	0
8671	SLC4A4	uc003hgc.3	uc010iic.2	0
8671	SLC4A4	uc010iid.2	uc010iib.2	0
399669	ZNF321	uc010eqj.2	uc002qak.1	0
8398	PLA2G6	uc010gxk.1	uc003auy.1	0
8398	PLA2G6	uc011ano.1	uc003auy.1	0
643253	CCT6P1	uc003tui.2	uc003tug.2	0
57449	PLEKHG5	uc001anl.1	uc001anj.1	0
57449	PLEKHG5	uc010nzr.1	uc001anp.1	0
51066	C3orf32	uc003bqs.1	uc003bqv.2	1
51066	C3orf32	uc003bqv.2	uc003bqw.2	1
85456	TNKS1BP1	uc001njs.2	uc009ymd.1	0
80206	FHOD3	uc002kzs.1	uc002kzt.1	0
80206	FHOD3	uc002kzs.1	uc002kzu.1	0
6196	RPS6KA2	uc010kkl.1	uc003qvc.1	0
10413	YAP1	uc001pgw.2	uc010ruo.1	0
10413	YAP1	uc010rup.1	uc001pgw.2	0
285989	ZNF789	uc003uqr.1	uc003uqq.1	0
220972	MARCH8	uc001jci.1	uc001jck.1	0
1997	ELF1	uc001uxs.2	uc010acd.2	0
1997	ELF1	uc010tfc.1	uc001uxs.2	0
1996	ELAVL4	uc001csa.3	uc001crz.3	0
1996	ELAVL4	uc010omz.1	uc001csa.3	0
2868	GRK4	uc003ggo.1	uc003ggq.1	0
1195	CLK1	uc002uwf.2	uc002uwe.2	0
51293	CD320	uc002mjl.1	uc002mjk.1	1
55249	YY1AP1	uc010pgi.1	uc001fli.2	0
10626	TRIM16	uc002gow.2	uc002gox.2	0
10626	TRIM16	uc002gox.2	uc002goy.2	0
9051	PSTPIP1	uc002bcg.2	uc002bch.1	0
9051	PSTPIP1	uc002bch.1	uc010bkw.1	0
285016	FAM150B	uc010ewf.1	uc002qwi.3	0
10753	CAPN9	uc009xfg.1	uc001hua.1	0
9984	THOC1	uc002kkk.3	uc002kkj.3	0
9984	THOC1	uc002kkl.2	uc002kkj.3	0
412	STS	uc004crx.1	uc011mhp.1	0
412	STS	uc011mhp.1	uc004crw.2	0
23287	AGTPBP1	uc011ltd.1	uc011ltc.1	1
27151	CPAMD8	uc002nfd.1	uc002nfb.2	0
7840	ALMS1	uc002sjh.1	uc002sjf.1	0
5475	PPEF1	uc004cyq.2	uc011mjb.1	0
285489	DOK7	uc003ghf.2	uc003ghd.2	0
89832	CHRFAM7A	uc001zdv.2	uc001zdt.1	1
6518	SLC2A5	uc001apo.2	uc010nzz.1	0
6518	SLC2A5	uc001apo.2	uc010oac.1	0
3811	KIR3DL1	uc010esf.2	uc002qhl.3	1
79730	NSUN7	uc003gvi.3	uc003gvj.3	0
55260	TMEM143	uc002pix.1	uc010xzn.1	0
2212	FCGR2A	uc001gan.2	uc001gam.2	0
152815	THAP6	uc003hin.2	uc003him.2	0
152815	THAP6	uc003hio.1	uc010iiv.2	0
90273	CEACAM21	uc002orc.1	uc002org.3	1
90273	CEACAM21	uc002orf.2	uc002ord.1	0
57520	HECW2	uc002utm.1	uc002utl.1	0
7045	TGFBI	uc010jee.2	uc010jed.2	0
51322	WAC	uc001iue.2	uc001iuf.2	0
126017	ZNF813	uc010eqq.1	uc002qbu.2	0
1010	CDH12	uc011cno.1	uc010iuc.2	1
11001	SLC27A2	uc001zxx.2	uc010bes.2	0
11001	SLC27A2	uc010bes.2	uc001zxw.2	0
27010	TPK1	uc003weo.2	uc003weq.2	0
3248	HPGD	uc010irp.2	uc003itu.2	0
627	BDNF	uc001mrv.2	uc001mrw.3	0
627	BDNF	uc001mrz.3	uc010rdx.1	0
493754	LOC493754	uc011kec.1	uc011kdy.1	0
2232	FDXR	uc002jlw.2	uc002jly.2	0
2232	FDXR	uc010wrj.1	uc010wrm.1	0
55188	RIC8B	uc001tly.2	uc001tlw.2	0
80011	FAM192A	uc002eky.3	uc010vhk.1	0
23112	TNRC6B	uc011aor.1	uc003ayo.2	0
11060	WWP2	uc002exw.1	uc002exu.1	0
80737	C6orf27	uc003nxd.2	uc011dog.1	0
57699	CPNE5	uc003omp.1	uc003oms.1	0
84033	OBSCN	uc001hsn.2	uc001hsp.1	1
4967	OGDH	uc011kbz.1	uc011kbx.1	0
79168	LILRA6	uc002qel.1	uc002qek.1	0
79168	LILRA6	uc002qet.3	uc002qel.1	1
132158	GLYCTK	uc003ddo.2	uc003ddq.2	0
132158	GLYCTK	uc003ddq.2	uc003ddn.2	0
151126	ZNF385B	uc002unm.2	uc002unj.2	0
1600	DAB1	uc009vzw.1	uc001cyr.1	0
1876	E2F6	uc002rbf.2	uc002rbh.2	0
10494	STK25	uc002wbp.2	uc002wbn.2	0
10494	STK25	uc010zot.1	uc002wbn.2	0
6616	SNAP25	uc010gca.1	uc010gcb.1	0
284366	KLK9	uc002pux.1	uc010eol.1	0
284366	KLK9	uc010eol.1	uc002pux.1	1
55421	C17orf85	uc010ckl.1	uc002fwr.2	0
56997	CABC1	uc010pvr.1	uc001hqo.1	0
54879	ST7L	uc010owg.1	uc001eci.2	0
54879	ST7L	uc010owi.1	uc001eci.2	0
653238	GTF2H2B	uc003jzb.3	uc011crp.1	0
3135	HLA-G	uc003raj.3	uc003nnz.3	0
3135	HLA-G	uc011dmb.1	uc003nny.3	1
654254	ZNF732	uc010ibb.1	uc011buu.1	0
283129	C11orf85	uc001ocb.1	uc001ocd.1	0
55657	ZNF692	uc001iez.1	uc001ifc.1	0
55657	ZNF692	uc001ifa.1	uc001ife.1	0
5777	PTPN6	uc001qsb.2	uc001qsa.1	0
5777	PTPN6	uc010sfs.1	uc001qsa.1	0
54093	SETD4	uc002yux.1	uc002yuw.1	0
4485	MST1	uc003cxg.2	uc011bcs.1	1
4485	MST1	uc010hkx.2	uc011bcs.1	1
25865	PRKD2	uc002pfk.2	uc002pfi.2	0
84937	ZNRF1	uc010vmz.1	uc002fdk.2	0
257218	SHPRH	uc003qlf.2	uc003qlh.2	1
257218	SHPRH	uc003qlf.2	uc003qli.1	1
4719	NDUFS1	uc002vbe.2	uc010zis.1	0
84450	ZNF512	uc002rlb.2	uc002rlc.2	0
84450	ZNF512	uc010ylx.1	uc010ylw.1	0
54629	FAM63B	uc002afk.2	uc002afj.2	0
81855	SFXN3	uc010qpx.1	uc001ksq.2	0
55179	FAIM	uc003esr.2	uc003esq.2	0
55176	SEC61A2	uc001ile.2	uc010qbq.1	0
55176	SEC61A2	uc010qbq.1	uc001ile.2	0
112817	DHDPSL	uc001knz.2	uc001kny.2	0
55827	DCAF6	uc001gez.2	uc001gew.2	0
84135	UTP15	uc011cso.1	uc003kcw.1	0
84135	UTP15	uc011csp.1	uc003kcw.1	0
26013	L3MBTL	uc002xkn.1	uc010ggk.1	0
26011	ODZ4	uc001ozk.3	uc009yvc.2	1
169792	GLIS3	uc003zid.1	uc003zhz.1	0
169792	GLIS3	uc003zif.1	uc003zhz.1	0
164395	TTLL9	uc002wxb.1	uc010zto.1	0
164395	TTLL9	uc002wxc.2	uc010ztp.1	0
725	C4BPB	uc001hfj.2	uc001hfk.2	0
725	C4BPB	uc001hfm.2	uc001hfk.2	0
9235	IL32	uc002ctm.2	uc002ctr.2	0
8558	CDK10	uc010cip.2	uc010vpl.1	0
127018	LYPLAL1	uc001hlq.3	uc001hlt.3	0
26579	MYEOV	uc001oox.2	uc001oov.2	0
26579	MYEOV	uc009ysl.2	uc001oov.2	0
348801	LNP1	uc011bhb.1	uc003dtx.3	0
51207	DUSP13	uc001jwr.2	uc001jww.2	0
51207	DUSP13	uc001jwu.2	uc001jwt.2	0
83871	RAB34	uc010was.1	uc002hch.2	0
83871	RAB34	uc010wau.1	uc002hce.2	1
56937	PMEPA1	uc002xyr.2	uc002xyq.2	0
56937	PMEPA1	uc002xyr.2	uc002xys.2	0
10568	SLC34A2	uc003grs.2	uc010iev.2	0
8761	PABPC4	uc001cdm.2	uc001cdl.2	0
8763	CD164	uc003ptd.2	uc003ptf.2	1
8763	CD164	uc011eap.1	uc003ptf.2	0
84179	MFSD7	uc003gba.2	uc003gax.2	0
84179	MFSD7	uc003gba.2	uc003gaz.2	0
3694	ITGB6	uc002ubh.2	uc010zcq.1	0
26034	IPCEF1	uc010kjh.2	uc003qpv.2	0
22802	CLCA4	uc009wcs.2	uc009wct.2	0
22802	CLCA4	uc009wct.2	uc009wcu.2	0
54987	C1orf123	uc001cvc.2	uc001cvd.2	0
6403	SELP	uc001ggi.3	uc009wvr.2	0
2734	GLG1	uc002fcy.3	uc002fcw.3	0
2734	GLG1	uc002fcz.3	uc002fcx.2	0
9187	SLC24A1	uc010uji.1	uc010ujd.1	1
9181	ARHGEF2	uc001fms.2	uc001fmt.2	0
9181	ARHGEF2	uc001fmt.2	uc010pgt.1	0
10427	SEC24B	uc011cfr.1	uc003hzl.2	0
653333	FAM86B2	uc003wvt.3	uc010lsn.2	0
653333	FAM86B2	uc010lsn.2	uc003wvq.3	0
800	CALD1	uc003vsc.2	uc011kpu.1	0
800	CALD1	uc003vsd.2	uc011kpu.1	0
8706	B3GALNT1	uc003fdy.2	uc003fdv.2	0
8706	B3GALNT1	uc003fea.2	uc003fdv.2	0
79733	E2F8	uc001mpn.3	uc001mpo.1	0
5602	MAPK10	uc003hpo.2	uc003hpt.2	0
5602	MAPK10	uc011ccw.1	uc003hpq.2	0
170690	ADAMTS16	uc003jdl.2	uc003jdk.1	1
55130	ARMC4	uc009xky.2	uc010qds.1	0
55130	ARMC4	uc010qdt.1	uc010qdu.1	0
23254	KAZ	uc001avr.2	uc001avq.2	0
343450	KCNT2	uc001gtg.1	uc001gtf.1	1
343450	KCNT2	uc001gth.1	uc009wyt.1	0
221955	DAGLB	uc003sqa.2	uc003sqd.3	0
83448	PUS7L	uc001rnr.3	uc001rns.3	0
83448	PUS7L	uc009zkb.2	uc001rnq.3	0
7571	ZNF23	uc002faf.2	uc002fai.2	0
7571	ZNF23	uc002fah.2	uc010vmf.1	0
10150	MBNL2	uc010tij.1	uc001vmz.2	0
221322	C6orf170	uc003pyo.1	uc010kej.1	0
221322	C6orf170	uc003pyq.1	uc010kej.1	0
126129	CPT1C	uc010enh.2	uc010eni.1	0
126129	CPT1C	uc010ybc.1	uc002ppk.2	0
170482	CLEC4C	uc001qti.1	uc001qth.1	0
4883	NPR3	uc003jhv.2	uc010iuo.2	1
199746	U2AF1L4	uc002obf.2	uc002obe.2	0
8726	EED	uc001pbq.2	uc001pbs.2	0
8726	EED	uc010rtm.1	uc001pbs.2	0
50856	CLEC4A	uc001quc.1	uc001qtz.1	0
51222	ZNF219	uc010aik.1	uc001vzs.2	0
23236	PLCB1	uc002wnc.1	uc002wmz.1	0
3904	LAIR2	uc010erl.2	uc002qgb.1	1
22995	CEP152	uc001zwy.2	uc001zwz.2	0
22995	CEP152	uc001zwz.2	uc001zxa.1	0
166785	MMAA	uc010iow.2	uc003ikh.3	0
2528	FUT6	uc002mdf.1	uc010dul.1	0
2528	FUT6	uc002mdh.1	uc002mdf.1	0
84513	PPAPDC1B	uc003xlf.3	uc003xle.3	0
79411	GLB1L	uc002vkk.2	uc002vkn.2	0
79411	GLB1L	uc002vkk.2	uc010zkx.1	0
782	CACNB1	uc002hrm.1	uc002hrl.1	0
782	CACNB1	uc002hrm.1	uc002hro.2	0
197187	MGC23284	uc002flh.2	uc002fli.3	0
197187	MGC23284	uc002flh.2	uc010chy.2	0
440354	LOC440354	uc002dtj.2	uc010bza.1	0
440354	LOC440354	uc010vds.1	uc002dth.2	0
51172	NAGPA	uc002cyg.2	uc002cyh.2	1
9498	SLC4A8	uc001ryq.3	uc010snj.1	0
9498	SLC4A8	uc001ryv.3	uc001ryp.1	0
57488	ESYT2	uc003wny.1	uc003woc.1	0
12	SERPINA3	uc001yds.2	uc001ydp.2	0
619207	LOC619207	uc001lng.2	uc001lnh.1	1
619207	LOC619207	uc001lni.1	uc001lng.2	0
3581	IL9R	uc004fnv.1	uc004fnu.1	0
256471	MFSD8	uc011cgu.1	uc011cgv.1	0
256471	MFSD8	uc011cgx.1	uc011cgv.1	0
222696	ZSCAN23	uc010jrf.1	uc011dli.1	0
78989	COLEC11	uc010ewr.2	uc010ewo.2	1
400709	SIGLEC16	uc010ybj.1	uc002prf.2	0
89846	FGD3	uc004asw.2	uc004ata.2	0
89846	FGD3	uc004asx.2	uc004ata.2	0
11252	PACSIN2	uc003bdg.3	uc003bdf.3	0
9333	TGM5	uc001zrd.1	uc001zre.1	1
23762	OSBP2	uc003aiy.1	uc011ald.1	0
63894	VIPAR	uc010tvj.1	uc001xtu.1	0
50813	COPS7A	uc001qqk.2	uc001qqn.3	0
50813	COPS7A	uc001qql.2	uc001qqn.3	0
55885	LMO3	uc010shz.1	uc001rdn.1	0
284071	C17orf104	uc002iha.2	uc010wja.1	0
29998	GLTSCR1	uc002phi.3	uc002phh.3	0
642846	LOC642846	uc010sgp.1	uc001qvo.2	0
642846	LOC642846	uc010sgq.1	uc001qvo.2	0
8563	THOC5	uc003afv.1	uc003aft.2	0
1308	COL17A1	uc001kxq.2	uc001kxr.2	1
9542	NRG2	uc003lex.1	uc003ley.1	0
79667	FLJ13197	uc003gtf.2	uc003gte.1	0
130940	CCDC148	uc002tzr.2	uc010foj.1	0
841	CASP8	uc002uxp.1	uc010ftc.1	0
3631	INPP4A	uc010fik.2	uc002syx.2	0
3631	INPP4A	uc010yvj.1	uc002syy.2	0
57710	KIAA1614	uc001gom.1	uc001gok.2	0
55572	FOXRED1	uc010sbo.1	uc001qdj.2	0
55578	FAM48A	uc001uwd.2	uc001uwk.2	0
80254	CEP63	uc003eql.1	uc003eqm.2	0
945	CD33	uc010eot.1	uc002pwa.2	1
5723	PSPH	uc003trk.1	uc003trg.2	0
64393	ZMAT3	uc010hxa.2	uc003fji.2	0
1432	MAPK14	uc003olq.2	uc003olp.2	0
79581	GPR172A	uc003zcc.1	uc003zcf.1	0
93099	DMKN	uc002nzi.3	uc002nzl.3	0
93099	DMKN	uc002nzx.3	uc002nzr.2	0
5934	RBL2	uc002ehj.2	uc002ehi.3	0
79874	RABEP2	uc002drq.2	uc010byn.2	0
8780	RIOK3	uc010xat.1	uc002kui.3	0
1564	CYP2D7P1	uc010gyv.2	uc010gyx.1	0
80144	FRAS1	uc003hlb.2	uc003hky.1	0
84807	NFKBID	uc002ocj.1	uc002oci.1	0
3183	HNRNPC	uc001wae.2	uc001vzy.2	1
3189	HNRNPH3	uc010qiv.1	uc001jnw.3	0
9912	RICH2	uc010vvl.1	uc010vvm.1	0
51678	MPP6	uc010kur.2	uc003swy.2	0
6301	SARS	uc001dwx.1	uc001dwu.1	0
9315	C5orf13	uc003kpm.2	uc011cvl.1	0
9315	C5orf13	uc011cvl.1	uc003kpm.2	0
203286	ANKS6	uc004ayw.1	uc004ayy.1	0
1181	CLCN2	uc010hya.1	uc003foi.2	0
4242	MFNG	uc011ani.1	uc003asr.1	0
51281	ANKMY1	uc002vyz.1	uc010fzd.1	0
9658	ZNF516	uc010dqx.1	uc002lme.2	0
29842	TFCP2L1	uc010flr.2	uc010flq.2	0
79623	GALNT14	uc002rns.2	uc002rnr.2	0
114803	MYSM1	uc001czc.2	uc009wab.1	0
1374	CPT1A	uc009ysj.2	uc001oog.3	0
116931	MED12L	uc003eyp.2	uc003eyy.1	0
116931	MED12L	uc011bnz.1	uc003eyp.2	0
9478	CABP1	uc001tyx.2	uc001tyv.2	0
9622	KLK4	uc002ptz.1	uc002pty.1	1
9622	KLK4	uc002pub.1	uc002ptz.1	1
28513	CDH19	uc010dql.1	uc002lkc.1	1
650655	ABCA17P	uc002cqb.1	uc002cqa.1	0
25957	SFRS18	uc003ppl.2	uc011eag.1	0
25957	SFRS18	uc003ppo.3	uc003ppt.2	0
7536	SF1	uc010rnn.1	uc001oba.1	0
7536	SF1	uc010rnn.1	uc001obb.1	0
10988	METAP2	uc001tec.2	uc001tef.2	0
10988	METAP2	uc009ztd.2	uc001tec.2	0
57139	RGL3	uc002mro.2	uc002mrp.2	0
57139	RGL3	uc002mrq.2	uc002mrp.2	0
2204	FCAR	uc002qhy.1	uc002qia.1	1
4521	NUDT1	uc003slr.1	uc003slt.1	0
4521	NUDT1	uc003slr.1	uc003slu.1	0
5295	PIK3R1	uc003jva.2	uc003jvc.2	0
5295	PIK3R1	uc003jvb.2	uc003jvc.2	0
83707	TRPT1	uc010rnc.1	uc001nyo.2	0
27124	INPP5J	uc010gwg.2	uc003ajx.2	0
55667	DENND4C	uc003zns.2	uc011lnc.1	0
114827	FHAD1	uc001awa.1	uc001awb.2	0
114827	FHAD1	uc001awd.1	uc001awa.1	0
285033	LOC285033	uc002svp.1	uc002svn.2	0
116135	LRRC3B	uc003cdp.2	uc003cdq.2	0
116135	LRRC3B	uc003cdq.2	uc003cdp.2	0
54778	RNF111	uc002afy.2	uc002afs.2	0
84196	USP48	uc010odq.1	uc001bff.2	0
7553	ZNF7	uc010mge.2	uc003zeg.3	0
7553	ZNF7	uc011lln.1	uc003zeg.3	0
7552	ZNF711	uc004eep.2	uc004eeo.2	0
7552	ZNF711	uc004eeq.2	uc004eeo.2	0
50507	NOX4	uc001pcu.2	uc001pcy.2	0
50507	NOX4	uc010rtv.1	uc001pcw.2	0
7543	ZFX	uc011mjv.1	uc004dbe.2	0
10230	NBR2	uc002idf.2	uc010czb.1	0
85019	C18orf45	uc002kuf.2	uc002kue.2	0
85019	C18orf45	uc010xar.1	uc002kue.2	0
80021	TMEM62	uc001zqt.2	uc010bda.2	0
53826	FXYD6	uc001prr.1	uc001prn.1	0
53826	FXYD6	uc001prr.1	uc001prq.1	0
49854	ZNF295	uc002yzz.3	uc002yzy.3	0
55065	GPR172B	uc010ckw.2	uc002gao.3	0
55064	C9orf68	uc010mhj.2	uc003zim.2	0
23345	SYNE1	uc003qor.3	uc003qos.3	1
23345	SYNE1	uc010kiw.2	uc003qos.3	1
87769	A2LD1	uc001voq.1	uc001vor.2	0
87769	A2LD1	uc001voq.1	uc001vos.2	0
9641	IKBKE	uc001hea.1	uc001hdz.1	0
9641	IKBKE	uc009xbv.1	uc001hdz.1	0
60494	CCDC81	uc001pby.1	uc001pbw.1	0
81030	ZBP1	uc002xyo.2	uc002xyp.2	0
58488	PCTP	uc010dcg.2	uc002iul.3	0
55259	CASC1	uc001rgm.3	uc010sje.1	0
55259	CASC1	uc010sje.1	uc001rgl.2	0
401399	PRRT4	uc003vmr.1	uc003vms.3	0
401399	PRRT4	uc010llh.2	uc003vmr.1	0
6520	SLC3A2	uc001nwg.2	uc001nwd.2	0
6520	SLC3A2	uc010rml.1	uc001nwe.2	0
3860	KRT13	uc002hwv.1	uc002hww.2	1
3860	KRT13	uc002hwx.1	uc002hwu.1	0
9600	PITPNM1	uc001olz.2	uc001olx.2	0
9604	RNF14	uc003lly.2	uc003llz.2	0
162632	LOC162632	uc010cpk.1	uc010cpj.1	0
10250	SRRM1	uc010oel.1	uc001bjm.2	0
753	C18orf1	uc002ksg.1	uc002ksa.2	1
753	C18orf1	uc002ksi.1	uc002ksg.1	0
11315	PARK7	uc001aou.3	uc001aox.3	0
440423	SUZ12P	uc002hfq.2	uc002hfp.2	0
1908	EDN3	uc002yaq.2	uc002yas.2	0
1908	EDN3	uc002yas.2	uc002yaq.2	0
4773	NFATC2	uc010zyv.1	uc010zyw.1	0
4773	NFATC2	uc010zyz.1	uc002xwd.2	0
284111	SLC13A5	uc010clq.2	uc010vtf.1	0
284111	SLC13A5	uc010vtf.1	uc002gdk.2	0
375759	C9orf50	uc004byc.3	uc004byb.3	0
55186	SLC25A36	uc003etr.2	uc003ets.2	0
55186	SLC25A36	uc011bmz.1	uc003etr.2	0
221472	FGD2	uc010jwp.1	uc011dtu.1	0
221472	FGD2	uc010jwp.1	uc011dtv.1	0
23113	CUL9	uc003ouk.2	uc003oum.1	0
23113	CUL9	uc003oun.2	uc003ouk.2	0
10018	BCL2L11	uc002thb.1	uc002tgu.1	0
9586	CREB5	uc011jzr.1	uc003szo.2	1
84189	SLITRK6	uc010afe.1	uc001vll.1	1
2975	GTF3C1	uc002dou.2	uc002dov.1	0
93210	PGAP3	uc002hsj.2	uc002hsk.2	0
23305	ACSL6	uc003kvw.1	uc010jdn.1	0
23305	ACSL6	uc003kvz.1	uc003kvv.1	0
1981	EIF4G1	uc003fnr.2	uc003fnp.2	0
220594	LOC220594	uc010cqe.2	uc010cqf.2	0
10617	STAMBP	uc002sju.2	uc002sjv.2	0
56155	TEX14	uc010dcz.1	uc002iws.1	0
56155	TEX14	uc010dda.1	uc002iws.1	0
2103	ESRRB	uc001xso.2	uc001xsr.2	0
2103	ESRRB	uc001xsr.2	uc001xso.2	0
79844	ZDHHC11	uc003jbk.2	uc011cma.1	0
3059	HCLS1	uc011bjj.1	uc003eeh.3	0
220729	LOC220729	uc010iao.1	uc003fxy.2	0
