Cancer	Gene	Symbol	Transcript	TPM	ProteinLength	asEvidence
kirp	1723	DHODH	uc002fbp.2	8.38503906924606	395	True
kirp	79777	ACBD4	uc010wjj.1	1.71842038498209	341	True
kirp	79777	ACBD4	uc002iic.2	3.64680255263929	305	True
kirp	79777	ACBD4	uc010wjj.1	1.71842038498209	341	True
kirp	79777	ACBD4	uc002iie.2	10.4355956398433	341	True
kirp	6819	SULT1C2	uc010ywq.1	2.64229416474625	310	True
kirp	6819	SULT1C2	uc002tdy.2	43.6811028338831	296	True
kirp	996	CDC27	uc010wkp.1	1.30252515033512	763	True
kirp	996	CDC27	uc002ilf.3	6.71296839734923	823	True
kirp	58486	ZBED5	uc001mji.3	3.01618242285877	693	True
kirp	58486	ZBED5	uc009ygh.2	16.05914242342	693	True
kirp	125150	ZSWIM7	uc002gpf.2	8.70480311016098	140	True
kirp	125150	ZSWIM7	uc002gpg.2	8.75908772872456	0	True
kirp	26054	SENP6	uc010kbf.2	0.162889728529721	0	True
kirp	26054	SENP6	uc003pid.3	5.45193552786804	1112	True
kirp	26054	SENP6	uc003pid.3	5.45193552786804	1112	True
kirp	26054	SENP6	uc003pie.3	10.5069345306121	1105	True
kirp	286826	LIN9	uc001hqa.2	0.0	558	True
kirp	286826	LIN9	uc001hqc.2	1.40309677740064	490	True
kirp	286826	LIN9	uc001hqb.2	0.0	523	True
kirp	286826	LIN9	uc001hqc.2	1.40309677740064	490	True
kirp	55172	C14orf104	uc001wwt.3	3.02561760286825	789	True
kirp	55172	C14orf104	uc001wws.3	5.40701493978128	837	True
kirp	23223	RRP12	uc001kne.2	5.29378070263998	312	True
kirp	23223	RRP12	uc001knf.2	8.21913752482317	1297	True
kirp	6599	SMARCC1	uc011bbc.1	16.1963499778748	0	True
kirp	6599	SMARCC1	uc003crq.2	22.305030729319	1105	True
kirp	7874	USP7	uc002czj.2	4.84037916747953	0	True
kirp	7874	USP7	uc002czl.2	24.6163153446023	1102	True
kirp	9815	GIT2	uc001tpr.2	4.92087745044117	214	True
kirp	9815	GIT2	uc001tps.2	7.30419201202251	759	True
kirp	9815	GIT2	uc001tpt.2	0.0142007604794305	631	True
kirp	9815	GIT2	uc001tps.2	7.30419201202251	759	True
kirp	23161	SNX13	uc010kub.2	1.12735121485019	363	True
kirp	23161	SNX13	uc003stv.2	13.9048222018765	957	True
kirp	5887	RAD23B	uc004bde.2	0.774658154688778	409	True
kirp	5887	RAD23B	uc011lwa.1	32.4671176184097	403	True
kirp	5887	RAD23B	uc004bde.2	0.774658154688778	409	True
kirp	5887	RAD23B	uc011lwb.1	44.0583744831099	388	True
kirp	342357	ZKSCAN2	uc010vcl.1	0.0	763	True
kirp	342357	ZKSCAN2	uc002dod.3	2.12520010422481	967	True
kirp	91137	SLC25A46	uc011cvi.1	0.0	327	True
kirp	91137	SLC25A46	uc003koz.2	26.5413502235596	418	True
kirp	51614	ERGIC3	uc002xcv.2	50.1020042705885	346	True
kirp	51614	ERGIC3	uc002xct.2	187.511680839611	383	True
kirp	80224	NUBPL	uc010amj.2	0.0	0	True
kirp	80224	NUBPL	uc001wrk.3	10.6459529265879	319	True
kirp	11156	PTP4A3	uc003ywh.1	0.892847057980812	148	True
kirp	11156	PTP4A3	uc010mes.2	7.81880979265718	0	True
kirp	90525	SHF	uc010uen.1	0.146661391272071	239	True
kirp	90525	SHF	uc010uer.1	0.988423763457138	88	True
kirp	90525	SHF	uc010uep.1	0.941094142629659	165	True
kirp	90525	SHF	uc010uer.1	0.988423763457138	88	True
kirp	64858	DCLRE1B	uc001eei.2	0.532040869282897	406	True
kirp	64858	DCLRE1B	uc001eeg.2	2.18957928514508	532	True
kirp	494115	RBMXL1	uc001dms.2	3.66079601927577	390	True
kirp	494115	RBMXL1	uc009wcx.2	5.6336267345875	390	True
kirp	55251	PCMTD2	uc002yim.3	1.90094920102377	334	True
kirp	55251	PCMTD2	uc002yil.3	32.0465909132015	361	True
kirp	3123	HLA-DRB1	uc011dqc.1	3.66547401605854	96	True
kirp	3123	HLA-DRB1	uc003obp.3	317.192801431079	266	True
kirp	79612	NAA16	uc010tfg.1	0.799564632115414	0	True
kirp	79612	NAA16	uc001uyf.2	3.04207451926405	864	True
kirp	2017	CTTN	uc001opx.2	4.23322334009697	234	True
kirp	2017	CTTN	uc001opv.3	80.2553373454252	550	True
kirp	90627	STARD13	uc001uuu.2	0.0	1105	True
kirp	90627	STARD13	uc001uuw.2	5.52174723264949	1113	True
kirp	259307	IL4I1	uc002pqw.1	0.330189323706123	575	True
kirp	259307	IL4I1	uc002pqt.1	2.39518803276732	567	True
kirp	2196	FAT2	uc003lue.3	0.111441864709577	4349	True
kirp	2196	FAT2	uc003lud.3	0.106025626117895	956	True
kirp	2196	FAT2	uc010jhx.1	0.00598039005566413	1235	True
kirp	2196	FAT2	uc003lud.3	0.106025626117895	956	True
kirp	8218	CLTCL1	uc011agu.1	0.172004656532433	337	True
kirp	8218	CLTCL1	uc011agv.1	1.09933305152163	1582	True
kirp	8218	CLTCL1	uc011agw.1	0.0	1612	True
kirp	8218	CLTCL1	uc011agv.1	1.09933305152163	1582	True
kirp	5217	PFN2	uc003exs.1	0.0	91	True
kirp	5217	PFN2	uc003exu.1	112.105391765763	140	True
kirp	23189	KANK1	uc010mgx.1	5.25954553379755	330	True
kirp	23189	KANK1	uc003zgn.1	30.0294735220757	1352	True
kirp	23327	NEDD4L	uc002lgx.2	0.0	955	True
kirp	23327	NEDD4L	uc002lhf.2	6.83737054902679	834	True
kirp	23327	NEDD4L	uc010dpn.2	0.0959153086723033	178	True
kirp	23327	NEDD4L	uc002lhf.2	6.83737054902679	834	True
kirp	57647	DHX37	uc001ugz.1	0.654103379287101	262	True
kirp	57647	DHX37	uc001ugy.2	7.80497813424689	1157	True
kirp	2273	FHL1	uc004ezr.2	11.6355220015171	75	True
kirp	2273	FHL1	uc011mvz.1	31.707619551815	280	True
kirp	27343	POLL	uc001ktd.1	2.86767584551126	248	True
kirp	27343	POLL	uc001ktf.2	4.51420888040815	483	True
kirp	27343	POLL	uc001ktg.1	2.47537806677817	575	True
kirp	27343	POLL	uc001ktf.2	4.51420888040815	483	True
kirp	27343	POLL	uc001ktj.1	0.0	575	True
kirp	27343	POLL	uc001ktf.2	4.51420888040815	483	True
kirp	387647	LOC387647	uc001iun.2	4.89012870170553	0	True
kirp	387647	LOC387647	uc001ium.2	7.70352975884519	0	True
kirp	387647	LOC387647	uc001iuo.1	2.08220977369533	0	True
kirp	387647	LOC387647	uc001ium.2	7.70352975884519	0	True
kirp	160622	GRASP	uc001rzp.1	0.420590457771421	252	True
kirp	160622	GRASP	uc001rzo.1	11.7325542522143	395	True
kirp	50813	COPS7A	uc001qqo.2	19.8883411267482	275	True
kirp	50813	COPS7A	uc001qqj.2	29.1502462540926	275	True
kirp	60626	RIC8A	uc001loh.2	6.7722388477644	524	True
kirp	60626	RIC8A	uc001log.2	37.094446986654	531	True
kirp	57118	CAMK1D	uc001iln.2	0.239202682767885	357	True
kirp	57118	CAMK1D	uc001ilo.2	0.980095322872841	385	True
kirp	85015	USP45	uc003ppw.2	0.773292610012966	494	True
kirp	85015	USP45	uc003pqa.2	2.40453528688236	289	True
kirp	55210	ATAD3A	uc001agb.1	4.06512835825797	507	True
kirp	55210	ATAD3A	uc001aga.1	11.5571528849592	586	True
kirp	6344	SCTR	uc002tlz.2	0.636498734760955	262	True
kirp	6344	SCTR	uc002tma.2	3.65792298120862	440	True
kirp	57701	NCKAP5L	uc001rvc.3	3.70325272037304	538	True
kirp	57701	NCKAP5L	uc009zlk.2	6.11566822183526	1334	True
kirp	57154	SMURF1	uc003upt.2	2.47026500030345	728	True
kirp	57154	SMURF1	uc003upv.1	9.35907351317022	731	True
kirp	3508	IGHMBP2	uc001ool.1	1.42771009306055	617	True
kirp	3508	IGHMBP2	uc001ook.1	5.14649649789219	993	True
kirp	59	ACTA2	uc010qmy.1	0.0	332	True
kirp	59	ACTA2	uc001kfp.2	231.196171034405	377	True
kirp	55342	STRBP	uc004bnr.2	0.242494183575095	231	True
kirp	55342	STRBP	uc004bnv.2	13.1278594384786	672	True
kirp	11021	RAB35	uc010szg.1	0.0	276	True
kirp	11021	RAB35	uc001txm.1	27.684787375785	201	True
kirp	339524	LOC339524	uc010osn.1	0.0	0	True
kirp	339524	LOC339524	uc001dmf.2	1.15844953878649	0	True
kirp	339524	LOC339524	uc010oso.1	0.0	0	True
kirp	339524	LOC339524	uc001dmf.2	1.15844953878649	0	True
kirp	51129	ANGPTL4	uc010xkc.1	0.0	239	True
kirp	51129	ANGPTL4	uc002mjq.1	7.25827915022978	406	True
kirp	598	BCL2L1	uc002wwm.2	4.75150340449918	170	True
kirp	598	BCL2L1	uc002wwl.2	92.3820570999727	233	True
kirp	598	BCL2L1	uc002wwn.2	56.3735713057552	233	True
kirp	598	BCL2L1	uc002wwl.2	92.3820570999727	233	True
kirp	1009	CDH11	uc010cdn.2	0.0106208049946506	0	True
kirp	1009	CDH11	uc002eoi.2	6.60712987274483	796	True
kirp	57718	PPP4R4	uc001ycr.2	0.0	120	True
kirp	57718	PPP4R4	uc001ycs.1	0.11313326353224	873	True
kirp	6432	SFRS7	uc002rra.2	7.58198560540559	0	True
kirp	6432	SFRS7	uc002rqz.2	26.90820129742	238	True
kirp	65062	ALS2CR4	uc002uyh.1	3.33011653948864	406	True
kirp	65062	ALS2CR4	uc010zhp.1	7.65125995771542	0	True
kirp	65062	ALS2CR4	uc010zho.1	0.85401382970653	203	True
kirp	65062	ALS2CR4	uc010zhp.1	7.65125995771542	0	True
kirp	79882	ZC3H14	uc010twd.1	5.28111419176819	735	True
kirp	79882	ZC3H14	uc001xww.2	10.2156937446363	736	True
kirp	79882	ZC3H14	uc001xxa.2	1.23040706566344	281	True
kirp	79882	ZC3H14	uc001xwx.2	2.95736830829657	579	True
kirp	23366	KIAA0895	uc003tfd.2	0.0	520	True
kirp	23366	KIAA0895	uc011kaw.1	6.079205209138	417	True
kirp	367	AR	uc011mpd.1	0.0	648	True
kirp	367	AR	uc004dwv.1	2.74417326844995	388	True
kirp	367	AR	uc011mpf.1	0.0	644	True
kirp	367	AR	uc004dwv.1	2.74417326844995	388	True
kirp	23005	MAPKBP1	uc010bcl.2	1.12702128772322	1013	True
kirp	23005	MAPKBP1	uc001zoj.3	4.1269031164199	1508	True
kirp	653140	C2orf84	uc010eyc.2	0.0	0	True
kirp	653140	C2orf84	uc002rfc.2	0.128857655847063	206	True
kirp	54963	UCKL1	uc002yhj.2	1.87110122493038	191	True
kirp	54963	UCKL1	uc010gkn.2	22.9788612862608	548	True
kirp	3769	KCNJ13	uc002vtn.2	0.256293803453417	94	True
kirp	3769	KCNJ13	uc002vtp.2	2.75214181027193	360	True
kirp	3769	KCNJ13	uc002vto.2	0.0	360	True
kirp	3769	KCNJ13	uc002vtp.2	2.75214181027193	360	True
kirp	9874	TLK1	uc010zdn.1	0.308877271830717	670	True
kirp	9874	TLK1	uc002ugn.2	16.7911032194079	766	True
kirp	9731	KIAA0562	uc010nzm.1	7.16099355433421	0	True
kirp	9731	KIAA0562	uc001aky.2	7.70199758831937	925	True
kirp	8573	CASK	uc004dfj.3	2.13449255038965	466	True
kirp	8573	CASK	uc004dfn.3	5.85223292609511	897	True
kirp	3783	KCNN4	uc010eiz.2	0.0679829868310189	351	True
kirp	3783	KCNN4	uc002oxl.2	0.430495749431702	427	True
kirp	3783	KCNN4	uc010eja.1	0.0	0	True
kirp	3783	KCNN4	uc002oxl.2	0.430495749431702	427	True
kirp	124808	CCDC43	uc010czw.1	0.0	154	True
kirp	124808	CCDC43	uc002ihc.2	15.5511370739126	224	True
kirp	84083	ZRANB3	uc002tul.2	0.0	1077	True
kirp	84083	ZRANB3	uc002tum.2	1.07218702286252	1079	True
kirp	7088	TLE1	uc011lsr.1	0.0	755	True
kirp	7088	TLE1	uc004alz.2	6.35451432432108	780	True
kirp	10613	ERLIN1	uc001kqm.3	6.61867693777372	113	True
kirp	10613	ERLIN1	uc001kqo.3	24.1765390900497	348	True
kirp	6853	SYN1	uc004die.2	0.0	705	True
kirp	6853	SYN1	uc004did.2	0.459087379918271	669	True
kirp	60684	C4orf41	uc003ivy.2	6.0567397585353	739	True
kirp	60684	C4orf41	uc003ivx.2	11.4794858727229	1133	True
kirp	60684	C4orf41	uc010isc.2	0.0	430	True
kirp	60684	C4orf41	uc003ivx.2	11.4794858727229	1133	True
kirp	3161	HMMR	uc003lzg.2	0.0	709	True
kirp	3161	HMMR	uc011dem.1	0.308461073546764	638	True
kirp	3161	HMMR	uc003lzh.2	0.0	725	True
kirp	3161	HMMR	uc011dem.1	0.308461073546764	638	True
kirp	79885	HDAC11	uc011aux.1	0.00923042031658272	155	True
kirp	79885	HDAC11	uc003bxy.2	29.8775108618302	347	True
kirp	5174	PDZK1	uc010oza.1	0.0	408	True
kirp	5174	PDZK1	uc001eoo.1	217.830173954271	519	True
kirp	121274	ZNF641	uc001rrn.1	0.649906187135217	438	True
kirp	121274	ZNF641	uc001rro.1	5.87092178206655	424	True
kirp	121274	ZNF641	uc010sls.1	0.611658945226946	415	True
kirp	121274	ZNF641	uc001rro.1	5.87092178206655	424	True
kirp	22795	NID2	uc010tqs.1	1.28374803212028	1327	True
kirp	22795	NID2	uc001wzo.2	6.31224547922768	1375	True
kirp	151056	PLB1	uc002rmc.2	0.0340037312154165	488	True
kirp	151056	PLB1	uc002rme.1	0.590178701078551	423	True
kirp	151056	PLB1	uc002rmf.1	0.152728514400429	0	True
kirp	151056	PLB1	uc002rme.1	0.590178701078551	423	True
kirp	26953	RANBP6	uc003zjs.2	5.76155127544736	693	True
kirp	26953	RANBP6	uc003zjr.2	9.58494772686191	1105	True
kirp	1876	E2F6	uc002rbi.2	1.12217324691997	206	True
kirp	1876	E2F6	uc002rbh.2	3.18312817114502	281	True
kirp	1876	E2F6	uc010yjl.1	0.251040535807661	0	True
kirp	1876	E2F6	uc002rbh.2	3.18312817114502	281	True
kirp	4907	NT5E	uc010kbr.2	0.0	524	True
kirp	4907	NT5E	uc003pko.3	12.8360989689519	574	True
kirp	10768	AHCYL1	uc010ovw.1	55.9886399299338	483	True
kirp	10768	AHCYL1	uc001dyx.2	69.5234156252214	530	True
kirp	92014	MCART1	uc004aaq.1	0.169351300408404	0	True
kirp	92014	MCART1	uc004aav.2	4.63919465377671	297	True
kirp	92014	MCART1	uc004aau.2	1.10061285207407	297	True
kirp	92014	MCART1	uc004aav.2	4.63919465377671	297	True
kirp	51661	FKBP7	uc002umm.2	0.873333212686358	221	True
kirp	51661	FKBP7	uc002umk.2	3.14905476631671	222	True
kirp	824	CAPN2	uc001hoc.2	2.08047867028109	281	True
kirp	824	CAPN2	uc001hob.3	189.658839325478	700	True
kirp	824	CAPN2	uc010puy.1	0.0	622	True
kirp	824	CAPN2	uc001hob.3	189.658839325478	700	True
kirp	55680	RUFY2	uc001joa.2	0.776975648501334	196	True
kirp	55680	RUFY2	uc001job.2	4.06166796853027	641	True
kirp	83937	RASSF4	uc001jbt.2	9.7549348493465	278	True
kirp	83937	RASSF4	uc001jbo.2	48.0471919814305	321	True
kirp	57646	USP28	uc001pog.2	3.42253782433602	753	True
kirp	57646	USP28	uc010rwy.1	5.00531703251821	920	True
kirp	972	CD74	uc003lsb.2	389.423921182649	96	True
kirp	972	CD74	uc003lsd.2	1027.79774948773	232	True
kirp	64755	C16orf58	uc002ech.1	7.74283886832538	206	True
kirp	64755	C16orf58	uc002eci.1	70.4807915344767	468	True
kirp	641298	LOC641298	uc002dkq.2	0.0162560646817893	196	True
kirp	641298	LOC641298	uc010bxf.2	0.723926143981502	0	True
kirp	641298	LOC641298	uc002dkt.1	0.0	0	True
kirp	641298	LOC641298	uc010bxf.2	0.723926143981502	0	True
kirp	6576	SLC25A1	uc002zoy.2	57.5601503516402	208	True
kirp	6576	SLC25A1	uc002zoz.2	64.5249769415233	311	True
kirp	6929	TCF3	uc002ltn.2	2.67697206033284	103	True
kirp	6929	TCF3	uc002ltr.2	7.25208136742793	654	True
kirp	3454	IFNAR1	uc011adv.1	0.841656706590312	488	True
kirp	3454	IFNAR1	uc002yrn.2	26.0697415362872	557	True
kirp	147463	ANKRD29	uc002kuo.2	0.632899601886672	268	True
kirp	147463	ANKRD29	uc002kun.2	2.39996766063314	301	True
kirp	1031	CDKN2C	uc001csf.2	2.41047256637274	168	True
kirp	1031	CDKN2C	uc001csg.2	7.93551729973159	168	True
kirp	2894	GRID1	uc009xsu.1	0.0	0	True
kirp	2894	GRID1	uc001kdl.1	0.208268346107338	1009	True
kirp	2894	GRID1	uc010qmf.1	0.0	580	True
kirp	2894	GRID1	uc001kdl.1	0.208268346107338	1009	True
kirp	100129583	FAM47E	uc003hjw.2	0.17864707825034	181	True
kirp	100129583	FAM47E	uc003hjv.2	1.71064949667903	295	True
kirp	100129583	FAM47E	uc003hjv.2	1.71064949667903	295	True
kirp	100129583	FAM47E	uc003hjx.2	5.12963697157112	393	True
kirp	8111	GPR68	uc001xzh.2	0.43875757901086	375	True
kirp	8111	GPR68	uc001xzg.2	0.395531356075389	365	True
kirp	8111	GPR68	uc001xzg.2	0.395531356075389	365	True
kirp	8111	GPR68	uc001xzh.2	0.43875757901086	375	True
kirp	23596	OPN3	uc001hzc.2	4.84094294528146	0	True
kirp	23596	OPN3	uc001hza.2	6.86463609305022	402	True
kirp	22893	BAHD1	uc001zlv.2	6.61267360554346	777	True
kirp	22893	BAHD1	uc001zlu.2	10.5068652245393	780	True
kirp	2222	FDFT1	uc003wuh.2	3.73035062968406	353	True
kirp	2222	FDFT1	uc010lsa.1	7.94641189526576	259	True
kirp	2222	FDFT1	uc003wuj.2	0.0	410	True
kirp	2222	FDFT1	uc010lsa.1	7.94641189526576	259	True
kirp	55657	ZNF692	uc001ifd.1	0.0	518	True
kirp	55657	ZNF692	uc001ifc.1	3.20608300649887	519	True
kirp	8604	SLC25A12	uc010fqh.2	0.0	571	True
kirp	8604	SLC25A12	uc002uhh.2	14.6962623419929	678	True
kirp	51306	FAM13B	uc003lcb.2	4.6697024965507	791	True
kirp	51306	FAM13B	uc003lbz.2	10.068486088362	915	True
kirp	7673	ZNF222	uc002oyc.2	0.0	451	True
kirp	7673	ZNF222	uc002oye.2	2.59211840475392	491	True
kirp	136895	C7orf31	uc003sxm.1	0.138091855144175	432	True
kirp	136895	C7orf31	uc003sxn.1	2.12526528612432	590	True
kirp	84668	FAM126A	uc003svm.3	1.38417204960378	521	True
kirp	84668	FAM126A	uc003svn.3	2.15625744442531	275	True
kirp	9911	TMCC2	uc001hca.2	1.21126190441839	484	True
kirp	9911	TMCC2	uc001hbz.1	1.76851576364107	709	True
kirp	653583	PHLDB3	uc010eit.2	1.02131272333762	310	True
kirp	653583	PHLDB3	uc002own.3	4.0275223986045	640	True
kirp	3002	GZMB	uc010ama.2	0.0	235	True
kirp	3002	GZMB	uc001wps.2	0.835631030592583	247	True
kirp	25852	ARMC8	uc003erw.2	0.138635830787023	385	True
kirp	25852	ARMC8	uc003erz.2	2.39355850531107	357	True
kirp	25852	ARMC8	uc003erx.2	0.257995039177384	385	True
kirp	25852	ARMC8	uc003erz.2	2.39355850531107	357	True
kirp	25852	ARMC8	uc003esc.1	0.48615331143913	431	True
kirp	25852	ARMC8	uc003erz.2	2.39355850531107	357	True
kirp	9439	MED23	uc003qcr.1	1.40223895928913	223	True
kirp	9439	MED23	uc003qcs.1	9.99868238057384	1368	True
kirp	8771	TNFRSF6B	uc002yfy.2	0.503856615594651	300	True
kirp	8771	TNFRSF6B	uc002yfz.2	2.05668334423193	300	True
kirp	23008	KLHDC10	uc010lmb.1	0.0	339	True
kirp	23008	KLHDC10	uc003vpk.1	9.96268791329827	413	True
kirp	29995	LMCD1	uc011atd.1	0.605208903115784	292	True
kirp	29995	LMCD1	uc003bqq.2	27.5323351540166	365	True
kirp	29995	LMCD1	uc011ate.1	0.900149334674875	253	True
kirp	29995	LMCD1	uc003bqq.2	27.5323351540166	365	True
kirp	91010	FMNL3	uc001rut.1	0.0	593	True
kirp	91010	FMNL3	uc001ruu.1	2.83276259759212	878	True
kirp	91010	FMNL3	uc001ruw.1	0.924974507147424	976	True
kirp	91010	FMNL3	uc001ruu.1	2.83276259759212	878	True
kirp	23338	PHF15	uc011cxt.1	5.30197409122323	834	True
kirp	23338	PHF15	uc003kzo.1	14.8127991135053	790	True
kirp	23338	PHF15	uc003kzl.2	0.267297501214602	562	True
kirp	23338	PHF15	uc011cxt.1	5.30197409122323	834	True
kirp	7412	VCAM1	uc001dtj.2	2.95095068114403	647	True
kirp	7412	VCAM1	uc001dti.2	70.4172761978346	739	True
kirp	55608	ANKRD10	uc001vrp.1	2.3590042563278	155	True
kirp	55608	ANKRD10	uc001vrl.2	5.82764167872457	0	True
kirp	55608	ANKRD10	uc001vrm.2	6.93077751326954	157	True
kirp	55608	ANKRD10	uc001vrn.2	26.4466431071117	420	True
kirp	55608	ANKRD10	uc001vro.1	2.61522688633162	220	True
kirp	55608	ANKRD10	uc001vrn.2	26.4466431071117	420	True
kirp	55608	ANKRD10	uc001vrp.1	2.3590042563278	155	True
kirp	55608	ANKRD10	uc001vrn.2	26.4466431071117	420	True
kirp	51742	ARID4B	uc001hwr.2	2.82704523708216	1226	True
kirp	51742	ARID4B	uc001hwq.2	7.59241709585873	1312	True
kirp	55857	PLK1S1	uc002wsd.2	3.47489268831278	0	True
kirp	55857	PLK1S1	uc002wsb.2	10.9719065402907	672	True
kirp	57568	SIPA1L2	uc001hvf.2	3.40383278053958	778	True
kirp	57568	SIPA1L2	uc001hvg.2	4.02393772750212	1722	True
kirp	7871	SLMAP	uc011bfc.1	0.090998189860947	318	True
kirp	7871	SLMAP	uc003dje.1	6.13364342079983	828	True
kirp	7871	SLMAP	uc011bfc.1	0.090998189860947	318	True
kirp	7871	SLMAP	uc003djf.1	5.3915080922673	790	True
kirp	60681	FKBP10	uc002hxw.1	1.05054422501014	346	True
kirp	60681	FKBP10	uc002hxv.2	13.2365651327391	582	True
kirp	8120	AP3B2	uc010bmp.2	0.113979922301267	145	True
kirp	8120	AP3B2	uc010uog.1	0.950100854341619	718	True
kirp	401237	FLJ22536	uc011djj.1	0.0	0	True
kirp	401237	FLJ22536	uc003ndn.2	0.870097569008713	0	True
kirp	401237	FLJ22536	uc011djk.1	0.0	0	True
kirp	401237	FLJ22536	uc003ndn.2	0.870097569008713	0	True
kirp	7355	SLC35A2	uc004dlq.2	8.33629547098099	242	True
kirp	7355	SLC35A2	uc011mml.1	12.8512799823624	406	True
kirp	57486	NLN	uc010iww.2	0.0943894122656694	381	True
kirp	57486	NLN	uc003juf.2	7.31921716857312	704	True
kirp	64924	SLC30A5	uc003jvj.2	0.702052361427868	0	True
kirp	64924	SLC30A5	uc003jvh.2	21.2911386739527	765	True
kirp	81854	MGC3771	uc002ctz.3	0.0	0	True
kirp	81854	MGC3771	uc010btd.2	1.18170896217076	128	True
kirp	81854	MGC3771	uc010bte.2	0.359878487745603	0	True
kirp	81854	MGC3771	uc010btd.2	1.18170896217076	128	True
kirp	9147	SDCCAG1	uc001wwz.2	2.6148389116998	276	True
kirp	9147	SDCCAG1	uc001wxc.2	12.544640590414	1076	True
kirp	5685	PSMA4	uc010blf.2	0.0	261	True
kirp	5685	PSMA4	uc002bdu.3	87.7385737441533	261	True
kirp	51111	SUV420H1	uc010rqa.1	1.05684625272236	370	True
kirp	51111	SUV420H1	uc001onp.2	8.09932134527711	393	True
kirp	27301	APEX2	uc011mom.1	3.43313705201448	347	True
kirp	27301	APEX2	uc004dtz.2	20.5184201047559	518	True
kirp	5533	PPP3CC	uc011kzj.1	5.13260726525979	227	True
kirp	5533	PPP3CC	uc003xbt.2	9.7222284118724	502	True
kirp	6428	SFRS3	uc003omk.2	9.4608494685246	0	True
kirp	6428	SFRS3	uc003omj.2	73.4291291218888	164	True
kirp	6428	SFRS3	uc011dtp.1	16.4920838289547	124	True
kirp	6428	SFRS3	uc003omj.2	73.4291291218888	164	True
kirp	53840	TRIM34	uc009yeq.2	0.0	243	True
kirp	53840	TRIM34	uc001mbi.2	5.33729738841075	488	True
kirp	116113	FOXP4	uc003oqm.2	0.0	678	True
kirp	116113	FOXP4	uc003oql.2	8.78347432714616	680	True
kirp	7013	TERF1	uc003xze.2	3.70792175886878	419	True
kirp	7013	TERF1	uc003xzd.2	13.2067902364165	439	True
kirp	5817	PVR	uc010xxb.1	2.88175588890805	364	True
kirp	5817	PVR	uc002ozm.2	9.31643074931475	417	True
kirp	5817	PVR	uc010xxc.1	0.566674453914682	372	True
kirp	5817	PVR	uc002ozm.2	9.31643074931475	417	True
kirp	92335	STRADA	uc002jbo.2	0.679379372045657	394	True
kirp	92335	STRADA	uc002jbn.2	9.61375760604063	373	True
kirp	92335	STRADA	uc010ddw.2	2.64841427501431	402	True
kirp	92335	STRADA	uc002jbn.2	9.61375760604063	373	True
kirp	10138	YAF2	uc001rmw.2	0.878991696759947	204	True
kirp	10138	YAF2	uc001rmv.2	3.61343571087771	180	True
kirp	10138	YAF2	uc010sko.1	0.462009686967564	171	True
kirp	10138	YAF2	uc001rmv.2	3.61343571087771	180	True
kirp	10138	YAF2	uc010skp.1	0.0	138	True
kirp	10138	YAF2	uc001rmv.2	3.61343571087771	180	True
kirp	130814	PQLC3	uc010yjk.1	4.3205351276831	188	True
kirp	130814	PQLC3	uc002rbc.2	23.1687314382188	202	True
kirp	128989	C22orf25	uc011ahf.1	0.156637784990354	107	True
kirp	128989	C22orf25	uc002zrc.1	10.7406129035127	276	True
kirp	3216	HOXB6	uc002int.1	0.927414735127355	140	True
kirp	3216	HOXB6	uc002ins.1	25.4867984540721	224	True
kirp	3216	HOXB6	uc010dbh.1	8.38235196264525	224	True
kirp	3216	HOXB6	uc002ins.1	25.4867984540721	224	True
kirp	6536	SLC6A9	uc010oko.1	0.331245131469736	522	True
kirp	6536	SLC6A9	uc001cln.2	3.45645909840429	633	True
kirp	5110	PCMT1	uc003qne.2	21.1204585100548	286	True
kirp	5110	PCMT1	uc003qnb.2	25.295746546379	285	True
kirp	5110	PCMT1	uc011eeg.1	0.0	250	True
kirp	5110	PCMT1	uc003qnb.2	25.295746546379	285	True
kirp	9805	SCRN1	uc011jzx.1	7.30193514614003	237	True
kirp	9805	SCRN1	uc003tak.2	31.3915694616755	414	True
kirp	545	ATR	uc003euy.1	0.745391543899802	496	True
kirp	545	ATR	uc003eux.3	5.13509764656257	2644	True
kirp	23595	ORC3L	uc003pmj.1	3.54826374833338	0	True
kirp	23595	ORC3L	uc003pmg.2	6.72253846472522	712	True
kirp	3614	IMPDH1	uc003vmt.2	0.200228929194445	489	True
kirp	3614	IMPDH1	uc011kol.1	7.66196227724943	514	True
kirp	3614	IMPDH1	uc011kom.1	0.0	509	True
kirp	3614	IMPDH1	uc011kol.1	7.66196227724943	514	True
kirp	9895	TECPR2	uc010txx.1	1.39593406384537	574	True
kirp	9895	TECPR2	uc001ylw.1	6.67596523543811	1411	True
kirp	10452	TOMM40	uc002ozy.3	0.00821419548254932	361	True
kirp	10452	TOMM40	uc002ozx.3	38.3725567273708	361	True
kirp	284100	LOC284100	uc002hom.1	0.0	0	True
kirp	284100	LOC284100	uc002hon.1	0.622295005452754	0	True
kirp	54932	EXD3	uc004cms.2	2.04490529966803	246	True
kirp	54932	EXD3	uc004cmp.2	4.29201569489105	876	True
kirp	54932	EXD3	uc004cmt.3	1.61391634134971	0	True
kirp	54932	EXD3	uc004cmp.2	4.29201569489105	876	True
kirp	54507	ADAMTSL4	uc001euw.2	0.120119830946718	877	True
kirp	54507	ADAMTSL4	uc001eux.2	1.73985005273274	1074	True
kirp	54507	ADAMTSL4	uc009wlx.2	1.54704639145548	237	True
