Tumor	Normal_transcript	Tumor_transcript	Random	nIsoLength	tIsoLength	nIsoSpecificLength	tIsoSpecificLength
kirp	uc003tdh.2	uc011kam.1	NonRandom	570	338	235	3
kirp	uc003hvu.2	uc010ilk.2	NonRandom	511	289	232	10
kirp	uc002hjr.2	uc010wcj.1	NonRandom	937	688	263	14
kirp	uc002jme.1	uc010wro.1	NonRandom	461	358	103	0
kirp	uc011dve.1	uc010jyj.1	NonRandom	1078	396	682	0
kirp	uc002roc.2	uc002rod.2	NonRandom	616	584	32	0
kirp	uc003xmr.2	uc003xms.2	NonRandom	819	0	0	0
kirp	uc001dyb.1	uc001dye.1	NonRandom	798	148	650	0
kirp	uc001fei.2	uc001fef.1	NonRandom	253	150	103	0
kirp	uc003fmz.2	uc003fnb.2	NonRandom	709	390	319	0
kirp	uc001kwt.2	uc001kwu.2	NonRandom	350	275	75	0
kirp	uc002ftk.1	uc010vqr.1	NonRandom	491	427	68	4
kirp	uc002blh.2	uc002bll.2	NonRandom	829	181	648	0
kirp	uc010rre.1	uc009yth.2	NonRandom	1194	1133	61	0
kirp	uc002nug.1	uc002nuh.1	NonRandom	931	308	631	8
kirp	uc003qdw.1	uc010kgd.1	NonRandom	456	0	0	0
kirp	uc001qsl.2	uc009zfr.2	NonRandom	688	521	167	0
kirp	uc002rck.1	uc010exm.1	NonRandom	323	323	0	0
kirp	uc003evw.1	uc003evv.1	NonRandom	293	224	69	0
kirp	uc003fqs.2	uc003fqv.2	NonRandom	407	312	116	21
kirp	uc003ela.3	uc003ele.2	NonRandom	621	273	348	0
kirp	uc001vqr.2	uc010agj.2	NonRandom	285	266	19	0
kirp	uc003crh.1	uc003crg.2	NonRandom	1279	886	393	0
kirp	uc003auf.2	uc003auh.2	NonRandom	564	297	267	0
kirp	uc003orn.2	uc011duk.1	NonRandom	292	96	196	0
kirp	uc003dof.2	uc003doe.2	NonRandom	419	413	6	0
kirp	uc001eai.1	uc009wfz.1	NonRandom	416	150	266	0
kirp	uc003vte.3	uc010lmv.2	NonRandom	118	0	0	0
kirp	uc001fkj.2	uc001fks.2	NonRandom	902	169	733	0
kirp	uc009xyw.2	uc001lcy.3	NonRandom	631	601	38	8
kirp	uc002vhp.1	uc010zjz.1	NonRandom	311	137	174	0
kirp	uc001ses.2	uc001sev.2	NonRandom	153	235	0	82
kirp	uc003wgn.3	uc011kur.1	NonRandom	0	0	0	0
kirp	uc001ouw.2	uc001oux.2	NonRandom	386	199	187	0
kirp	uc010pvb.1	uc010puz.1	NonRandom	1134	367	767	0
kirp	uc002fii.2	uc010vof.1	NonRandom	798	360	438	0
kirp	uc003him.2	uc003hin.2	NonRandom	222	180	42	0
kirp	uc001lei.1	uc010qtb.1	NonRandom	375	181	211	17
kirp	uc002ixn.1	uc010wof.1	NonRandom	779	294	485	0
kirp	uc002mpf.2	uc002mpi.2	NonRandom	706	127	618	39
kirp	uc002ied.3	uc002ief.1	NonRandom	185	142	68	25
kirp	uc003blc.2	uc003bld.1	NonRandom	959	492	468	1
kirp	uc003qoi.2	uc011eeq.1	NonRandom	449	238	211	0
kirp	uc004aym.2	uc004ayk.2	NonRandom	525	172	525	172
kirp	uc003hwg.2	uc011ces.1	NonRandom	879	822	57	0
kirp	uc001yus.2	uc001yuu.2	NonRandom	1253	822	558	127
kirp	uc010tlt.1	uc010ain.2	NonRandom	216	107	121	12
kirp	uc010fyv.2	uc002vxp.3	NonRandom	445	0	0	0
kirp	uc002jkc.2	uc002jkd.2	NonRandom	534	213	321	0
kirp	uc001gnz.2	uc001goc.2	NonRandom	747	243	506	2
kirp	uc002rsi.2	uc010ynv.1	NonRandom	981	245	736	0
kirp	uc002mnq.2	uc010xle.1	NonRandom	532	310	222	0
kirp	uc001xrs.2	uc010tvd.1	NonRandom	526	321	223	18
kirp	uc003vko.2	uc011kny.1	NonRandom	791	124	667	0
kirp	uc011cuc.1	uc003kjq.2	NonRandom	223	223	0	0
kirp	uc002uao.2	uc002uap.2	NonRandom	2168	2132	36	0
kirp	uc002tcd.3	uc010ywe.1	NonRandom	133	0	0	0
kirp	uc003grg.2	uc003grh.2	NonRandom	501	422	90	11
kirp	uc001mrl.2	uc009yii.2	NonRandom	197	173	24	0
kirp	uc003bkb.1	uc010has.1	NonRandom	1819	0	0	0
kirp	uc003bkv.3	uc003bkt.1	NonRandom	1838	630	1208	0
kirp	uc002pke.3	uc010emc.2	NonRandom	343	343	0	0
kirp	uc001pkh.2	uc010rvx.1	NonRandom	313	246	99	32
kirp	uc009zif.2	uc010shv.1	NonRandom	822	562	260	0
kirp	uc003lnx.1	uc011dbq.1	NonRandom	1176	1130	46	0
kirp	uc002ehr.2	uc002ehs.2	NonRandom	505	0	0	0
kirp	uc001rhk.3	uc001rhj.3	NonRandom	706	274	432	0
kirp	uc010ujs.1	uc010ujt.1	NonRandom	381	230	151	0
kirp	uc003cfc.1	uc010hfw.1	NonRandom	744	439	305	0
kirp	uc002uet.2	uc010fpw.2	NonRandom	341	320	21	0
kirp	uc003oxa.1	uc003oxc.1	NonRandom	724	362	362	0
kirp	uc002tpm.2	uc002tpl.2	NonRandom	310	310	0	0
kirp	uc003xyg.2	uc003xyi.1	NonRandom	871	280	871	280
kirp	uc002rmg.2	uc010ymj.1	NonRandom	327	299	28	0
kirp	uc001ptt.2	uc009zai.1	NonRandom	1319	402	917	0
kirp	uc002hsj.2	uc010cvy.2	NonRandom	320	0	0	0
kirp	uc001haw.2	uc010pqv.1	NonRandom	1634	1606	28	0
kirp	uc003xmi.3	uc011lce.1	NonRandom	425	365	87	27
kirp	uc001ndx.2	uc001ndy.2	NonRandom	424	424	0	0
kirp	uc002aoe.2	uc002aod.2	NonRandom	308	308	0	0
kirp	uc004cuw.2	uc004cux.2	NonRandom	521	462	62	3
kirp	uc001msx.2	uc009yjn.1	NonRandom	149	0	0	0
kirp	uc002plp.2	uc010xzy.1	NonRandom	737	370	367	0
kirp	uc001fyq.1	uc001fyo.1	NonRandom	393	173	220	0
kirp	uc002jig.2	uc002jif.2	NonRandom	1642	1642	0	0
kirp	uc001bcn.2	uc001bcm.2	NonRandom	634	465	169	0
kirp	uc002qqu.2	uc010euj.2	NonRandom	627	474	153	0
kirp	uc003wey.2	uc003wez.2	NonRandom	776	666	110	0
kirp	uc001fya.2	uc001fxz.2	NonRandom	318	318	0	0
kirp	uc001dxp.2	uc010ovk.1	NonRandom	272	208	64	0
kirp	uc002ssz.3	uc002ssy.3	NonRandom	484	484	0	0
kirp	uc003pwt.2	uc003pwu.2	NonRandom	958	625	333	0
kirp	uc003zsz.2	uc003zsy.2	NonRandom	1146	200	946	0
kirp	uc002iku.2	uc010wkf.1	NonRandom	744	650	94	0
kirp	uc002hxr.2	uc002hxs.2	NonRandom	745	745	0	0
kirp	uc001pgy.2	uc010ruq.1	NonRandom	618	569	49	0
kirp	uc001zwj.3	uc001zwh.3	NonRandom	576	188	388	0
kirp	uc003ipc.2	uc003ipd.2	NonRandom	619	547	72	0
kirp	uc011che.1	uc003iif.2	NonRandom	122	159	24	61
kirp	uc001uag.2	uc010szv.1	NonRandom	755	357	398	0
kirp	uc001kga.3	uc010qnf.1	NonRandom	399	204	195	0
kirp	uc002nah.1	uc002nai.1	NonRandom	735	668	67	0
kirp	uc001cvu.2	uc001cvy.2	NonRandom	306	0	0	0
kirp	uc001nog.2	uc010rkx.1	NonRandom	289	277	27	15
kirp	uc001rlv.2	uc001rlu.2	NonRandom	619	294	325	0
kirp	uc001www.2	uc010tqg.1	NonRandom	406	361	104	59
kirp	uc002iom.2	uc010dbj.2	NonRandom	577	438	139	0
kirp	uc001wut.1	uc010tqd.1	NonRandom	158	96	62	0
kirp	uc002tmk.2	uc010yys.1	NonRandom	206	228	0	22
kirp	uc001hup.3	uc009xfp.2	NonRandom	680	619	61	0
kirp	uc011csr.1	uc003kcz.3	NonRandom	1392	669	723	0
kirp	uc002lva.2	uc010dsv.2	NonRandom	1215	243	980	8
kirp	uc001isz.2	uc010qdg.1	NonRandom	476	318	158	0
kirp	uc001vmt.2	uc001vms.2	NonRandom	1516	236	1280	0
kirp	uc003oth.2	uc010jyd.2	NonRandom	602	496	106	0
kirp	uc003ojr.2	uc003ojs.2	NonRandom	298	232	66	0
kirp	uc003kkr.3	uc003kks.2	NonRandom	1058	422	636	0
kirp	uc002evr.2	uc010vlf.1	NonRandom	412	212	200	0
kirp	uc003ugh.2	uc010lds.2	NonRandom	780	512	268	0
kirp	uc002jfc.2	uc010wqh.1	NonRandom	377	282	95	0
kirp	uc010qxu.1	uc001lyf.2	NonRandom	244	450	0	206
kirp	uc004fli.3	uc004flj.2	NonRandom	447	112	335	0
kirp	uc009xwy.1	uc009xwx.1	NonRandom	689	0	0	0
kirp	uc001dcx.2	uc009waw.2	NonRandom	848	561	287	0
kirp	uc002uxj.1	uc010ftb.1	NonRandom	522	0	0	0
kirp	uc003ldh.2	uc003ldl.2	NonRandom	906	536	370	0
kirp	uc003adk.2	uc011akg.1	NonRandom	271	0	0	0
kirp	uc001awn.2	uc001awo.2	NonRandom	416	266	150	0
kirp	uc002esa.2	uc002esc.2	NonRandom	773	607	166	0
kirp	uc003dwc.2	uc003dwa.2	NonRandom	982	197	785	0
kirp	uc002smp.1	uc002smo.1	NonRandom	753	392	361	0
kirp	uc002cko.2	uc002ckp.1	NonRandom	363	0	0	0
kirp	uc002amf.2	uc010uik.1	NonRandom	520	271	249	0
kirp	uc004but.2	uc004buu.2	NonRandom	643	237	483	77
kirp	uc002hqi.3	uc010cvn.1	NonRandom	1093	0	0	0
kirp	uc002rpa.1	uc010ynd.1	NonRandom	518	349	175	6
kirp	uc001jpf.3	uc009xqb.2	NonRandom	917	0	0	0
kirp	uc002pfj.2	uc002pfd.2	NonRandom	878	252	626	0
kirp	uc001xuf.2	uc010asu.2	NonRandom	536	374	162	0
kirp	uc001exr.2	uc010pcw.1	NonRandom	828	484	344	0
kirp	uc004epc.1	uc011msu.1	NonRandom	641	386	255	0
kirp	uc002rbz.1	uc002rca.1	NonRandom	292	149	292	149
kirp	uc003acl.2	uc003ach.2	NonRandom	708	443	265	0
kirp	uc002ign.2	uc010czu.2	NonRandom	359	227	132	0
kirp	uc001dbs.1	uc010opb.1	NonRandom	678	403	275	0
kirp	uc002fhi.2	uc002fhh.2	NonRandom	1052	556	496	0
kirp	uc010jgh.2	uc003lmh.3	NonRandom	289	255	34	0
kirp	uc003dcn.2	uc010hly.2	NonRandom	210	114	152	56
kirp	uc003oef.3	uc011drf.1	NonRandom	673	665	8	0
kirp	uc001kow.3	uc001koz.3	NonRandom	778	0	0	0
kirp	uc001byh.2	uc010oht.1	NonRandom	1325	1228	97	0
kirp	uc003psu.2	uc003pst.3	NonRandom	551	492	94	35
kirp	uc010vhz.1	uc010vhw.1	NonRandom	848	724	128	4
kirp	uc010sxi.1	uc001tnw.3	NonRandom	517	234	289	6
kirp	uc003vus.2	uc011kqq.1	NonRandom	554	423	131	0
kirp	uc002luv.2	uc002luu.2	NonRandom	217	217	0	0
kirp	uc003ztx.2	uc003ztz.2	NonRandom	502	502	0	0
kirp	uc002qtg.1	uc002qth.1	NonRandom	835	450	385	0
kirp	uc004btt.2	uc004bts.2	NonRandom	898	869	29	0
kirp	uc011mfc.1	uc004coe.2	NonRandom	1298	203	1095	0
kirp	uc003isz.3	uc011ckb.1	NonRandom	657	434	284	61
kirp	uc001hpc.1	uc001hpd.1	NonRandom	591	570	21	0
kirp	uc001zcs.2	uc001zcr.2	NonRandom	1668	1748	0	80
kirp	uc001yno.2	uc001yns.2	NonRandom	573	0	0	0
kirp	uc004ewk.1	uc004ewm.1	NonRandom	416	354	62	0
kirp	uc011agh.1	uc002zmi.3	NonRandom	93	0	0	0
kirp	uc002cnz.2	uc002coa.2	NonRandom	370	375	0	5
kirp	uc004fel.2	uc004fek.2	NonRandom	262	0	0	0
kirp	uc001siy.2	uc001siz.2	NonRandom	545	545	0	0
kirp	uc001ttd.1	uc001ttj.1	NonRandom	337	0	0	0
kirp	uc002boq.3	uc002bos.3	NonRandom	193	394	24	225
kirp	uc003xun.2	uc003xum.2	NonRandom	270	313	0	43
kirp	uc002peq.3	uc002per.3	NonRandom	439	378	72	11
kirp	uc002leb.2	uc002ldz.2	NonRandom	1848	418	1430	0
kirp	uc001zpc.2	uc001zpb.2	NonRandom	875	221	654	0
kirp	uc002imo.2	uc010wla.1	NonRandom	261	166	95	0
kirp	uc003ssn.3	uc003sso.3	NonRandom	715	468	247	0
kirp	uc001fze.2	uc009wue.2	NonRandom	308	190	126	8
kirp	uc003hre.2	uc011cdg.1	NonRandom	968	294	674	0
kirp	uc003zww.2	uc010mkq.2	NonRandom	1516	0	0	0
kirp	uc002uwm.2	uc002uwl.2	NonRandom	377	350	27	0
kirp	uc001ncz.2	uc010rgv.1	NonRandom	480	401	79	0
kirp	uc003ilf.2	uc003ili.2	NonRandom	786	219	572	5
kirp	uc003xeo.2	uc011lad.1	NonRandom	389	0	0	0
kirp	uc010uhc.1	uc002agi.3	NonRandom	435	0	0	0
kirp	uc003ciw.1	uc003ciz.1	NonRandom	440	285	155	0
kirp	uc002acg.3	uc002acf.3	NonRandom	1076	106	970	0
kirp	uc010ujd.1	uc010uji.1	NonRandom	985	426	709	150
kirp	uc002ejb.2	uc002ejc.2	NonRandom	542	402	140	0
kirp	uc003bfk.2	uc003bfl.2	NonRandom	433	0	0	0
kirp	uc003ckv.3	uc003cku.3	NonRandom	1275	0	0	0
kirp	uc001vmd.3	uc010afj.2	NonRandom	1325	116	1209	0
kirp	uc002iay.2	uc010wgs.1	NonRandom	1384	0	0	0
kirp	uc003lda.2	uc003lcz.2	NonRandom	254	252	2	0
kirp	uc001wmv.1	uc001wmt.1	NonRandom	1081	561	522	2
kirp	uc002wxj.2	uc010gdz.2	NonRandom	642	521	121	0
kirp	uc004bfa.2	uc011lwo.1	NonRandom	364	365	16	17
kirp	uc003lcg.2	uc011cyl.1	NonRandom	951	657	336	42
kirp	uc003afi.2	uc011ako.1	NonRandom	939	499	447	7
kirp	uc001exi.2	uc010pcv.1	NonRandom	549	254	337	42
kirp	uc001mbm.1	uc001mbn.2	NonRandom	493	326	194	27
kirp	uc001bes.2	uc001ber.2	NonRandom	577	633	0	56
kirp	uc001ctd.3	uc009vzb.2	NonRandom	1151	914	237	0
kirp	uc010lqg.1	uc011kvm.1	NonRandom	608	527	99	18
kirp	uc004fku.1	uc004fks.1	NonRandom	302	302	0	0
kirp	uc003die.3	uc003dib.3	NonRandom	1512	728	959	175
kirp	uc002iwz.3	uc010woc.1	NonRandom	964	930	34	0
kirp	uc001igt.1	uc001igs.1	NonRandom	1037	142	898	3
kirp	uc002mku.2	uc002mkw.2	NonRandom	595	563	32	0
kirp	uc002iau.2	uc002iaw.2	NonRandom	793	733	124	64
kirp	uc001utj.2	uc010tds.1	NonRandom	858	782	114	38
kirp	uc003dyk.3	uc011bhq.1	NonRandom	306	149	157	0
kirp	uc004auf.1	uc010mrj.1	NonRandom	754	808	28	82
kirp	uc002oyj.1	uc010ejf.1	NonRandom	706	706	0	0
kirp	uc003qho.2	uc011edm.1	NonRandom	489	461	29	1
kirp	uc003oxz.1	uc011dvz.1	NonRandom	477	383	94	0
kirp	uc003cxh.2	uc003cxi.2	NonRandom	1314	0	0	0
kirp	uc003fcl.1	uc011box.1	NonRandom	465	392	73	0
kirp	uc004byx.1	uc004byv.1	NonRandom	537	0	0	0
kirp	uc003ttz.2	uc003tub.2	NonRandom	586	510	76	0
kirp	uc003oqt.1	uc003oqr.1	NonRandom	476	391	85	0
kirp	uc003gbm.3	uc003gbk.3	NonRandom	1311	108	1203	0
kirp	uc003oko.1	uc010jvw.1	NonRandom	536	529	7	0
kirp	uc003jeb.2	uc003jec.2	NonRandom	662	0	0	0
kirp	uc002wze.1	uc002wzj.1	NonRandom	595	0	0	0
kirp	uc003lrl.2	uc011dcd.1	NonRandom	972	501	491	20
kirp	uc001wyi.2	uc001wyj.2	NonRandom	2133	0	0	0
kirp	uc001bza.2	uc001bzc.2	NonRandom	729	712	17	0
kirp	uc004arb.2	uc011ltr.1	NonRandom	612	0	0	0
kirp	uc001ibb.1	uc001iay.1	NonRandom	329	549	3	223
kirp	uc003azu.2	uc003azr.2	NonRandom	587	100	487	0
kirp	uc003emz.3	uc011blc.1	NonRandom	653	474	193	14
kirp	uc010dkh.2	uc010dkg.2	NonRandom	176	176	0	0
kirp	uc004bxa.2	uc004bxb.2	NonRandom	593	169	486	62
kirp	uc002wfw.3	uc010zpu.1	NonRandom	401	201	236	36
kirp	uc003jdu.2	uc003jds.2	NonRandom	767	213	580	26
kirp	uc002jau.1	uc002jav.1	NonRandom	1306	732	641	67
kirp	uc002azc.1	uc010ulx.1	NonRandom	423	373	50	0
kirp	uc001kyp.1	uc001kyq.1	NonRandom	623	552	71	0
kirp	uc001ffx.2	uc001ffu.2	NonRandom	474	73	401	0
kirp	uc001viz.2	uc001viy.3	NonRandom	0	928	0	0
kirp	uc001bum.2	uc010ogz.1	NonRandom	466	366	100	0
kirp	uc001gku.1	uc009wwv.2	NonRandom	731	530	240	39
kirp	uc002yki.2	uc002ykj.1	NonRandom	365	325	53	13
kirp	uc002rfs.3	uc002rfr.3	NonRandom	1144	731	435	22
kirp	uc002lkf.2	uc010xez.1	NonRandom	454	313	141	0
kirp	uc003wnk.2	uc011kvz.1	NonRandom	326	211	115	0
kirp	uc002tvn.2	uc002tvm.3	NonRandom	241	475	0	234
kirp	uc002xnb.2	uc010ggy.2	NonRandom	487	432	55	0
kirp	uc003gfr.2	uc003gfn.2	NonRandom	737	0	0	0
kirp	uc001vwz.2	uc001vwy.2	NonRandom	277	277	0	0
kirp	uc002gvy.1	uc010cqp.1	NonRandom	570	268	302	0
kirp	uc001euq.2	uc009wlt.2	NonRandom	718	344	374	0
kirp	uc001skp.3	uc001skq.3	NonRandom	215	230	13	28
kirp	uc003dys.1	uc003dyt.1	NonRandom	178	112	66	0
kirp	uc003ehj.2	uc003ehk.2	NonRandom	200	1289	0	1089
kirp	uc001qdh.2	uc010sbm.1	NonRandom	638	610	28	0
kirp	uc004cxv.1	uc004cxw.1	NonRandom	660	659	1	0
kirp	uc002gzd.1	uc002gze.1	NonRandom	421	275	146	0
kirp	uc003uae.1	uc003uaf.1	NonRandom	228	0	0	0
kirp	uc010rok.1	uc001oeg.2	NonRandom	1134	259	968	93
kirp	uc002kui.3	uc010xat.1	NonRandom	519	263	338	82
kirp	uc003zcw.2	uc003zcy.2	NonRandom	192	192	0	0
kirp	uc001hub.2	uc009xfh.1	NonRandom	327	197	130	0
kirp	uc001czi.3	uc001czm.3	NonRandom	551	252	299	0
kirp	uc003epr.2	uc003epq.2	NonRandom	110	258	3	151
kirp	uc003swb.2	uc011jyz.1	NonRandom	560	461	99	0
kirp	uc003ass.1	uc003asr.1	NonRandom	321	0	0	0
kirp	uc002tjc.2	uc002tjh.2	NonRandom	1056	243	879	66
kirp	uc001trs.1	uc010syd.1	NonRandom	273	253	20	0
kirp	uc001ndt.2	uc010rhc.1	NonRandom	521	252	269	0
kirp	uc004fjs.1	uc010nur.2	NonRandom	712	238	531	57
kirp	uc001cic.1	uc001cid.1	NonRandom	475	0	0	0
kirp	uc002kdu.2	uc002kdv.1	NonRandom	2511	0	0	0
kirp	uc003hyh.2	uc011cfg.1	NonRandom	336	312	24	0
kirp	uc010hoy.2	uc003drw.2	NonRandom	186	0	0	0
kirp	uc003mtm.2	uc003mtn.2	NonRandom	444	412	32	0
kirp	uc002tmb.2	uc010yyq.1	NonRandom	554	522	182	150
kirp	uc002fxc.1	uc010ckn.1	NonRandom	999	135	903	39
kirp	uc001hmc.2	uc001hmd.2	NonRandom	1012	348	664	0
kirp	uc003tkb.2	uc003tkd.2	NonRandom	1158	408	750	0
kirp	uc011ayi.1	uc011ayk.1	NonRandom	309	159	186	36
kirp	uc001xui.2	uc001xuj.2	NonRandom	523	455	68	0
kirp	uc001osf.2	uc001osg.2	NonRandom	1258	1016	242	0
kirp	uc010iuc.2	uc011cno.1	NonRandom	794	754	40	0
kirp	uc001iwt.3	uc001iwr.3	NonRandom	798	801	21	24
kirp	uc010map.2	uc003yfo.3	NonRandom	86	0	0	0
kirp	uc001tsi.2	uc001tsg.2	NonRandom	1006	471	589	54
kirp	uc002fau.2	uc010cge.2	NonRandom	410	148	308	46
kirp	uc009vwd.2	uc001cgd.3	NonRandom	335	335	0	0
kirp	uc010pnq.1	uc010pnr.1	NonRandom	259	154	105	0
kirp	uc001rew.2	uc009zir.2	NonRandom	500	206	294	0
kirp	uc003lmt.2	uc003lmw.2	NonRandom	759	722	37	0
kirp	uc010pwa.1	uc001htu.2	NonRandom	571	183	388	0
kirp	uc009xza.2	uc009xzb.2	NonRandom	0	0	0	0
kirp	uc002rvk.2	uc002rvl.2	NonRandom	146	94	52	0
kirp	uc002xty.2	uc010ghy.2	NonRandom	971	592	379	0
kirp	uc011mad.1	uc010mxi.2	NonRandom	991	243	748	0
kirp	uc003cit.2	uc003ciu.2	NonRandom	677	0	0	0
kirp	uc002nuf.2	uc010xro.1	NonRandom	686	535	151	0
kirp	uc003kvi.2	uc003kvj.2	NonRandom	84	84	0	0
kirp	uc003vih.2	uc010lkf.1	NonRandom	147	147	0	0
kirp	uc002xeb.2	uc002xea.2	NonRandom	530	373	157	0
kirp	uc001odu.3	uc009yqj.2	NonRandom	464	408	56	0
kirp	uc010wbo.1	uc010wbp.1	NonRandom	1133	0	0	0
kirp	uc002fez.2	uc010vng.1	NonRandom	547	401	159	13
kirp	uc003fwz.3	uc011bty.1	NonRandom	755	709	46	0
kirp	uc002bcy.3	uc010bla.2	NonRandom	963	914	64	15
kirp	uc003onn.2	uc003onp.2	NonRandom	505	163	342	0
kirp	uc002chn.2	uc002chp.2	NonRandom	581	330	581	330
kirp	uc002ppo.2	uc010enk.2	NonRandom	955	108	847	0
kirp	uc002zbx.2	uc002zby.2	NonRandom	533	376	158	1
kirp	uc002rku.2	uc010ezb.2	NonRandom	1749	0	0	0
kirp	uc002iys.1	uc010ddl.1	NonRandom	585	514	76	5
kirp	uc002fue.1	uc002fui.1	NonRandom	340	191	149	0
kirp	uc003nqz.2	uc003nqy.2	NonRandom	1041	560	515	34
kirp	uc003etr.2	uc011bmz.1	NonRandom	311	285	26	0
kirp	uc004euz.2	uc011mup.1	NonRandom	771	719	52	0
kirp	uc001kog.1	uc009xvw.1	NonRandom	479	112	406	39
kirp	uc001jrd.3	uc001jre.3	NonRandom	856	147	709	0
kirp	uc004duh.1	uc004dui.3	NonRandom	115	116	31	32
kirp	uc001oql.2	uc001oqk.2	NonRandom	475	475	0	0
kirp	uc001rey.2	uc001rex.2	NonRandom	649	649	0	0
kirp	uc002gpy.2	uc002gpz.2	NonRandom	764	334	430	0
kirp	uc003vrw.2	uc003vrx.2	NonRandom	259	259	0	0
kirp	uc004exj.2	uc011mvk.1	NonRandom	365	331	34	0
kirp	uc003yzs.2	uc003yzr.2	NonRandom	559	499	60	0
kirp	uc011mys.1	uc011myr.1	NonRandom	224	244	0	20
kirp	uc002iux.2	uc010dcm.2	NonRandom	903	903	0	0
kirp	uc002zri.2	uc002zrj.2	NonRandom	773	416	357	0
kirp	uc002ape.3	uc010ujb.1	NonRandom	518	439	79	0
kirp	uc003ltj.2	uc011dcn.1	NonRandom	636	154	482	0
kirp	uc003vmi.2	uc010lle.2	NonRandom	910	563	347	0
kirp	uc003bug.2	uc003bui.2	NonRandom	420	420	0	0
kirp	uc003iyt.3	uc010isl.2	NonRandom	482	482	0	0
kirp	uc001glz.2	uc010pnb.1	NonRandom	583	557	26	0
kirp	uc002jwj.2	uc002jwl.2	NonRandom	401	0	0	0
kirp	uc002lbp.3	uc002lbq.3	NonRandom	334	312	86	64
kirp	uc002dnb.2	uc002dmw.2	NonRandom	881	102	780	1
kirp	uc004crv.2	uc010ndl.2	NonRandom	228	97	134	3
kirp	uc001ffr.2	uc010pep.1	NonRandom	731	576	155	0
kirp	uc003eqv.1	uc011blz.1	NonRandom	1150	414	736	0
kirp	uc002urz.2	uc010zge.1	NonRandom	791	253	538	0
kirp	uc003xgo.3	uc011lat.1	NonRandom	547	428	131	12
kirp	uc003fnn.1	uc011brk.1	NonRandom	908	778	130	0
kirp	uc001rrx.2	uc001rru.2	NonRandom	492	97	411	16
kirp	uc002yma.2	uc011acg.1	NonRandom	751	278	473	0
kirp	uc001qmm.2	uc001qmk.1	NonRandom	257	331	9	83
kirp	uc001fnm.2	uc001fnl.2	NonRandom	761	761	0	0
kirp	uc001kzu.2	uc010qrj.1	NonRandom	739	465	293	19
kirp	uc003qjr.3	uc010khh.2	NonRandom	565	554	16	5
kirp	uc003svs.3	uc011jyv.1	NonRandom	586	316	270	0
kirp	uc002umf.2	uc002umd.2	NonRandom	313	288	25	0
kirp	uc001csy.2	uc001cta.2	NonRandom	558	626	0	68
kirp	uc003kbz.3	uc011csd.1	NonRandom	414	195	232	13
kirp	uc003etv.2	uc011bnb.1	NonRandom	480	463	27	10
kirp	uc001slj.2	uc009zot.2	NonRandom	602	263	339	0
kirp	uc001uxc.2	uc001uxe.2	NonRandom	347	150	197	0
kirp	uc003yge.2	uc011lgm.1	NonRandom	537	537	0	0
kirp	uc002cgu.3	uc002cgv.3	NonRandom	771	578	193	0
kirp	uc002avb.2	uc002avc.2	NonRandom	519	347	172	0
kirp	uc002pbj.2	uc002pbi.2	NonRandom	760	453	373	66
kirp	uc001hzw.2	uc001hzx.2	NonRandom	713	446	267	0
kirp	uc003xfp.1	uc003xfq.1	NonRandom	1009	967	42	0
kirp	uc010qxy.1	uc010qya.1	NonRandom	307	0	0	0
kirp	uc002scl.2	uc010ypx.1	NonRandom	497	517	0	20
kirp	uc002xre.2	uc002xrc.2	NonRandom	579	294	307	22
kirp	uc003hnt.2	uc003hnv.2	NonRandom	903	620	283	0
kirp	uc010oia.1	uc010oib.1	NonRandom	756	645	111	0
kirp	uc001mvk.2	uc010ren.1	NonRandom	1025	953	72	0
kirp	uc001sip.2	uc010spx.1	NonRandom	661	575	86	0
kirp	uc003vfc.2	uc003vez.2	NonRandom	1183	87	1105	9
kirp	uc004elb.2	uc004ele.2	NonRandom	288	288	0	0
kirp	uc001wsy.1	uc001wtc.1	NonRandom	583	211	372	0
kirp	uc001prv.2	uc010rxn.1	NonRandom	578	429	149	0
kirp	uc010dwg.1	uc010xkh.1	NonRandom	402	331	71	0
kirp	uc003fms.2	uc003fmu.2	NonRandom	716	548	200	32
kirp	uc001epm.3	uc009wji.2	NonRandom	897	616	281	0
kirp	uc003eff.3	uc003efg.2	NonRandom	819	399	420	0
kirp	uc010kus.1	uc003swz.2	NonRandom	496	332	164	0
kirp	uc003vvo.2	uc003vvn.2	NonRandom	494	72	422	0
kirp	uc009wzh.2	uc010pph.1	NonRandom	501	469	32	0
kirp	uc001tpx.2	uc001tqa.2	NonRandom	590	104	502	16
kirp	uc003lfx.1	uc011czh.1	NonRandom	762	1373	0	611
kirp	uc003cfi.1	uc003cfj.1	NonRandom	677	546	163	32
kirp	uc001ewy.2	uc010pcr.1	NonRandom	227	179	61	13
kirp	uc002orx.2	uc002ose.2	NonRandom	912	356	556	0
kirp	uc002xuw.2	uc010zyn.1	NonRandom	520	383	137	0
kirp	uc001joi.2	uc010qiy.1	NonRandom	332	234	98	0
kirp	uc003spt.2	uc011jws.1	NonRandom	399	314	150	65
kirp	uc001qde.2	uc010sbl.1	NonRandom	377	184	193	0
kirp	uc003brf.1	uc003brg.1	NonRandom	1099	1075	35	11
kirp	uc001jsm.2	uc001jsl.2	NonRandom	524	248	276	0
kirp	uc003tbv.1	uc010kwf.1	NonRandom	269	186	128	45
kirp	uc001yql.2	uc001yqk.2	NonRandom	473	203	270	0
